Sample	Overlapping Genes	No Feature	Ambiguous Features	Multimapping	Unmapped
B13-15RNA	17930506.0	19216500.0	674177.0	2282616.0	1511595.0
B13-52-1M	23785137.0	24337077.0	940940.0	3687942.0	2182789.0
B14-07RNA	16463115.0	17031613.0	627545.0	2474155.0	549741.0
B14-117-1RNA-2	14418337.0	15106674.0	539296.0	2617167.0	553141.0
B14-130-1M	26935025.0	26931358.0	981547.0	5163127.0	2266533.0
B14-48-1RNA	11218918.0	12529757.0	449323.0	1946344.0	650478.0
B14-70-1RNA	13649953.0	14224495.0	484638.0	2027428.0	458605.0
B14-78-1-U	32615602.0	32381042.0	1282072.0	5122832.0	2679504.0
B15-15_1_1	8673630.0	131632033.0	568598.0	7273573.0	3062258.0
B15-25_1_2	265225.0	7600519.0	82797.0	597671.0	2102712.0
B15-28_1_1	8735845.0	135589084.0	648736.0	8053193.0	4174192.0
B16-47_1_2	716962.0	23231954.0	188782.0	1858349.0	1901671.0
B16-48_1_1	6831954.0	103507154.0	495617.0	6719825.0	2919742.0
BB0280_CH_AffF_2	2192004.0	29906197.0	104345.0	1277245.0	419646.0
BEG_1025-1_T999	4153772.0	56938669.0	279923.0	3418376.0	1979292.0
BEG_1078-1_T1071	5185103.0	76796761.0	335756.0	5136244.0	2086045.0
BEG_1230-1_T1227	2307242.0	34616560.0	108473.0	2329263.0	1208803.0
BEG_14-4_T65	3706220.0	50898635.0	164349.0	3398028.0	1778902.0
BEG_1438-1_T1339	3986897.0	58451314.0	218631.0	3308593.0	1829675.0
BEG_851-1_T840	4753795.0	63716576.0	191586.0	5204041.0	2394116.0
BEG_887-1_T1240	4574401.0	59795593.0	256287.0	5861817.0	2364813.0
BEG_916-1_T916	3610694.0	54657830.0	154701.0	3354905.0	1600057.0
BON_B09-27-1_1	1913219.0	25820922.0	125173.0	1501619.0	1366132.0
BON_B12-33-2_1	1787806.0	26272515.0	112767.0	1453032.0	1413009.0
BON_B12-71_2	5378070.0	90492792.0	235808.0	6813417.0	1294357.0
BON_B12-74-1_1	1948243.0	26299115.0	122348.0	1530806.0	1364344.0
BON_B12-76-1_2	2395491.0	35081676.0	160227.0	1913717.0	2283756.0
BON_B13-55_1_2	5753644.0	87714520.0	353875.0	6118493.0	2376754.0
BON_B14-163-1_2	1959507.0	28680731.0	100346.0	1451557.0	729122.0
BON_B14-20_1	1421984.0	21188907.0	103727.0	1443424.0	1222987.0
BON_B14-51_1_2	3041475.0	46128540.0	118527.0	2552976.0	918109.0
BON_B14-60-1_2	2610220.0	41858309.0	155410.0	2232894.0	1587157.0
BON_B14-71-2_1	1689464.0	25415072.0	92442.0	1325841.0	1309361.0
BON_B14-75-1_1	1570477.0	24591090.0	65006.0	1472328.0	1270378.0
BON_B15-118_1	2625706.0	37766363.0	155270.0	1919999.0	817646.0
BON_B15-125_1_2	4877377.0	64548328.0	233683.0	3818459.0	1474596.0
BON_B15-26_1_1	3133032.0	45749375.0	137572.0	2027049.0	840436.0
BON_B15-76-2_2	2796605.0	39338215.0	123513.0	1962679.0	966849.0
BON_B15-98_1_2	3447144.0	51060033.0	153144.0	3052951.0	1153205.0
BON_B16-19_1	1628344.0	23901460.0	119082.0	1653428.0	2134025.0
BON_B16-22_1	1879445.0	23263391.0	97620.0	1229718.0	1036652.0
BON_B16-50_1_2	3004584.0	43107159.0	139324.0	3484822.0	945890.0
BON_B16-53-1_1	3987323.0	85435362.0	693761.0	9589951.0	4151866.0
BON_B16-57_1_2	2537452.0	35334577.0	119956.0	2087161.0	848735.0
BON_B16-75-1_2	2503254.0	38542920.0	148787.0	1994150.0	701988.0
BON_B16_30_1_1	5174026.0	72145998.0	576183.0	4723618.0	2965790.0
BON_B16_80_1_1	3528434.0	53030883.0	506597.0	4116990.0	1660878.0
BON_B17-23_1	7777878.0	107429774.0	460837.0	6605263.0	2345864.0
BON_B17-28_1	6596348.0	117266884.0	280948.0	10278782.0	1978913.0
BON_B18-24_1	2584562.0	36307360.0	137781.0	2051171.0	591106.0
BON_B18-25_1	2703218.0	37859051.0	171280.0	2145671.0	813358.0
BON_B18-54_1	2646475.0	40294438.0	195073.0	2296048.0	899171.0
BON_UC219-1_1	1651993.0	23526366.0	83811.0	1176032.0	1354245.0
BON_UC473_1	1631187.0	25646464.0	103865.0	1356788.0	1484290.0
CLA_143BN_BB_2	33933765.0	33313856.0	1227714.0	7483140.0	4453467.0
CLA_179CI_GG_2	13103394.0	12336272.0	660351.0	2468360.0	944474.0
CLA_180CJ_DP_2	40538453.0	44767844.0	1671380.0	10723719.0	8623969.0
CLA_214DF_AB_2	2270084.0	34185361.0	98155.0	1864325.0	589570.0
CLA_329FK_RR_2	2189383.0	29490990.0	93686.0	1546652.0	482752.0
CLA_338FT_DM_2	1944360.0	27489333.0	96002.0	1411636.0	505305.0
CLA_388HV_XX_1	3580642.0	3732966.0	142319.0	688463.0	258528.0
CLA_62R_CaM_2	200580.0	199104.0	8036.0	20940.0	28157.0
CLA_62R_CaM_3	2176428.0	31525941.0	107863.0	1879220.0	551417.0
CLA_79Z_CP_2	12745259.0	12651928.0	494672.0	2273458.0	837370.0
HK006_0016	2319998.0	38628650.0	112659.0	2202356.0	359135.0
HK010_0026	4952469.0	83515860.0	223976.0	4313022.0	763768.0
HK011_0029	2802277.0	43425519.0	158780.0	3781912.0	607260.0
HK018_0047_2	2734475.0	41045085.0	150197.0	2695475.0	941365.0
HK024_0065	2981730.0	49162477.0	137716.0	4522685.0	650090.0
HK028_0073	2788277.0	45772176.0	125877.0	3048610.0	588740.0
HK044_0109	2479927.0	41726070.0	132195.0	2275497.0	538246.0
HK069-0177_2	2629257.0	38567842.0	217239.0	2046624.0	829207.0
HK072-001_2	3902529.0	58666568.0	352886.0	3708335.0	1207565.0
HK085-001	5395090.0	78923951.0	283256.0	4035335.0	898986.0
HK088-001_2	2769596.0	39402126.0	93321.0	1547525.0	837898.0
HK101-001	6267425.0	93768723.0	406339.0	6654861.0	1449038.0
HK106-001	2562487.0	42602584.0	101526.0	3558119.0	621720.0
ICCV_458_10CC06258_02	3441464.0	51249424.0	172229.0	3315763.0	1515212.0
INMR_GB_408	2716111.0	39593698.0	141514.0	2601728.0	685441.0
INMR_GI_456	2857087.0	37787898.0	122462.0	2692350.0	857167.0
INMR_HW_389	6269809.0	93093566.0	339308.0	6584100.0	1597971.0
INMR_HZ_401	7223911.0	99208386.0	346859.0	6583108.0	1651907.0
INMR_IG_561	7048617.0	99587950.0	343682.0	6783448.0	1517266.0
INMR_IK_581	5896256.0	90351950.0	209817.0	7009598.0	1480387.0
INMR_IV_615	4254293.0	70940046.0	220404.0	4704311.0	1059846.0
K1157-1-4	4587002.0	59611219.0	274306.0	5017303.0	997590.0
LIA_EDW01_1	1727436.0	23391504.0	76306.0	1743336.0	602075.0
LIA_MAS02_2	5279758.0	71452567.0	278168.0	6872031.0	2030826.0
LIA_TIS03_2	1557495.0	21767950.0	47648.0	1517170.0	479305.0
MAN_0063_01_02	110486.0	1482725.0	6991.0	67316.0	87908.0
MAN_0063_01_03	13648.0	246586.0	2575.0	33477.0	57878.0
MAN_1001_01_M1_D1	4751264.0	66298693.0	257168.0	3912517.0	997397.0
MAN_1438-01-M1	4350467.0	73259437.0	158256.0	4804319.0	971547.0
MBEL028_001_3	2271955.0	30018040.0	121439.0	1345221.0	434830.0
MBEL028_002_1	2381527.0	32395750.0	165420.0	1546766.0	520316.0
MBRU030_2	2164164.0	29619251.0	109832.0	1262341.0	413870.0
MCOP008_001_2	2338999.0	33299694.0	168017.0	1706256.0	578208.0
MESP014_2	1567162.0	28965819.0	61904.0	2564196.0	519835.0
MESP021_001_2	2573221.0	33627305.0	163088.0	1531679.0	586080.0
MESP039_2	3397356.0	47585843.0	179932.0	2289030.0	902010.0
MGLA003_001_2	2302368.0	32530403.0	160690.0	1789479.0	574452.0
MMAD002_001_2	1992814.0	26041880.0	110621.0	1232449.0	563426.0
MTEH041_001_2	2357897.0	34786382.0	150892.0	1539841.0	976992.0
M_0146-01-H1	28700124.0	31768836.0	1330813.0	6056721.0	2972639.0
NH11-441	22115391.0	22972579.0	787943.0	2842844.0	488107.0
NH12-1413	22998778.0	23859420.0	816366.0	3263379.0	483527.0
NH12-843_Fibroblasts	1226070.0	20163596.0	57197.0	1721016.0	313369.0
NH12-843_MyoD_Day5	2232369.0	40174354.0	79139.0	3084181.0	1165161.0
OUN_HK018_0047	5920127.0	85260153.0	320934.0	7232472.0	1400063.0
OUN_HK047_0116	5593201.0	76930265.0	338005.0	5112773.0	1319196.0
OUN_HK079_001	5141000.0	73712692.0	246445.0	5244649.0	944468.0
OUN_HK080_001	5507745.0	76864212.0	321051.0	5825541.0	1406914.0
OUN_HK081_001	6409768.0	90749245.0	333944.0	6398708.0	1470094.0
OUN_HK112_001	6340634.0	85905347.0	297893.0	6195476.0	1288353.0
OUN_HK116_001	5832384.0	82867890.0	329689.0	5315458.0	2282330.0
OUN_HK124_001	3353326.0	44546701.0	151654.0	2765971.0	696189.0
OUN_HK137_001	5463723.0	75483459.0	299538.0	4041480.0	1457359.0
RGP_248_3	3239784.0	47042632.0	357800.0	3542697.0	1338210.0
RGP_273_3	3839576.0	54687164.0	212358.0	3182634.0	812889.0
RGP_54_3_2	3967261.0	50676193.0	195236.0	3366527.0	1194135.0
RGP_56_3_3	2484152.0	35813597.0	160502.0	2695097.0	792609.0
RGP_7_1_2	2704277.0	38921411.0	130063.0	2128443.0	883580.0
RGP_7_2_2	2649670.0	38601417.0	117687.0	1838687.0	838275.0
RGP_7_3_2	2941577.0	41640530.0	154431.0	2733624.0	824255.0
RGP_7_4_2	2144687.0	31389482.0	102874.0	2028399.0	3500675.0
RGP_7_5_2	2817079.0	38579807.0	126804.0	2042072.0	784131.0
RGP_800_3_2	1554846.0	20193295.0	140508.0	967917.0	576882.0
RGP_94_3_2	2010117.0	35503510.0	64151.0	9209551.0	984102.0
RGP_94_4_2	1991786.0	35668305.0	61015.0	8651652.0	1006772.0
SRPK3_EM__1	2249869.0	29011473.0	122721.0	1287746.0	469954.0
SRPK3_JAP_1	2195705.0	30015019.0	102373.0	1407136.0	451585.0
SRPK3_USA_1	5243812.0	69465342.0	358240.0	3884955.0	2939653.0
SWE_36223_1	3328263.0	51405957.0	153390.0	5804754.0	862141.0
SWE_36326_1	3670328.0	53430396.0	170106.0	4128967.0	987263.0
T1244	14876401.0	16079932.0	565922.0	2087200.0	634978.0
T238	19236944.0	19249122.0	635264.0	2927906.0	811484.0
T757	12974277.0	14810685.0	602401.0	1861413.0	756276.0
T850	14163575.0	15154465.0	540515.0	1978299.0	682280.0
T892	14310154.0	14504554.0	531704.0	2146654.0	762509.0
TOP_MAAC031_F_Muscle1	43491375.0	43755439.0	1819512.0	8424330.0	8478374.0
UC223-1RNA	15261247.0	15735000.0	604183.0	2385699.0	1150570.0
UC305-1M	26239307.0	25719620.0	964254.0	5287493.0	2400686.0
UC316-1M	22526775.0	23487303.0	870026.0	2698574.0	2091738.0
UC368-1M	29549841.0	30818096.0	1091604.0	5984352.0	2901105.0
UC393-1M	27306249.0	26858628.0	911707.0	4736049.0	2455906.0
UC84-1RNA	12292295.0	11936194.0	441459.0	1806985.0	645728.0
UWA_FAM7_PT_D16-1243_2	5229182.0	70494305.0	257570.0	7224097.0	2172246.0
VCGS_DLS_FAM1_1	3606301.0	64140959.0	135983.0	3796304.0	894785.0
VCGS_FAM11_32_2	2559940.0	38818605.0	104167.0	2730938.0	885086.0
VCGS_FAM12_36_2	2941073.0	43745571.0	116371.0	5709937.0	984360.0
VCGS_FAM147_459_2	3583671.0	53707474.0	176090.0	3159459.0	868838.0
VCGS_FAM148_462_2	4321386.0	65006889.0	214223.0	3196978.0	749034.0
VCGS_FAM149_465_2	4291857.0	65535056.0	179731.0	4165384.0	856831.0
VCGS_FAM150_468_2	4631175.0	68180337.0	243163.0	3812918.0	906369.0
VCGS_FAM1_1_2	3126239.0	44568596.0	135110.0	3355133.0	966305.0
VCGS_FAM22_69_2	3442358.0	50563945.0	116319.0	3076638.0	1135869.0
VCGS_FAM26_81_2	2474301.0	38102230.0	80396.0	2335691.0	823236.0
VCGS_FAM27_84_2	2123554.0	37512979.0	94308.0	2215937.0	754602.0
VCGS_FAM29_90	2460491.0	39631636.0	102627.0	3359162.0	710086.0
VCGS_FAM2_4_2	4474915.0	61087078.0	244698.0	3614388.0	1893104.0
VCGS_FAM31_97_2	2515501.0	41503488.0	91524.0	3886154.0	1005963.0
VCGS_FAM39_123	2012163.0	32222146.0	76473.0	2790298.0	540722.0
VCGS_FAM3_7_2	4245964.0	68042939.0	158873.0	4056164.0	1266081.0
VCGS_FAM41_129_2	2381470.0	34410310.0	113143.0	3404022.0	800788.0
VCGS_FAM42_132_2	2243885.0	38372512.0	108880.0	2385287.0	837629.0
VCGS_FAM49_153	3094144.0	43807766.0	164704.0	3262118.0	656662.0
VCGS_FAM4_13_2	3138175.0	44260257.0	145045.0	3411514.0	988180.0
VCGS_FAM52_162_3	3872673.0	60691789.0	158360.0	3879069.0	668569.0
VCGS_FAM58_181	2592765.0	40496197.0	92026.0	2611916.0	779650.0
VCGS_FAM61_190	3413456.0	50672566.0	168844.0	3324892.0	652965.0
VCGS_FAM67_209	2663776.0	42881474.0	111705.0	2932023.0	644233.0
VCGS_FAM73_227_2	4188936.0	61786734.0	204592.0	3700275.0	714875.0
VCGS_FAM84_260	2210522.0	31851408.0	94282.0	1917795.0	447760.0
VIL_17_097	3854715.0	49349556.0	233384.0	3014648.0	810769.0
VIL_17_098	3193594.0	41072382.0	177937.0	2193927.0	514899.0
VIL_17_099	3898102.0	50579345.0	220513.0	2907043.0	772775.0
VIL_17_105	3184808.0	43691972.0	168975.0	2347461.0	609168.0
VIL_17_106	4228891.0	54700652.0	179052.0	2783171.0	586819.0
VIL_17_107	4825914.0	61144350.0	225497.0	3505187.0	900765.0
VIL_17_110	3326780.0	45152480.0	185312.0	2274040.0	563767.0
VIL_17_111	2909614.0	35710242.0	146646.0	1778322.0	445416.0
VIL_17_120	4156510.0	54792699.0	205258.0	2806825.0	714030.0
VIL_17_121	4679052.0	60301812.0	258826.0	3456174.0	771697.0
VIL_17_141	3811648.0	46496247.0	175235.0	2470341.0	510419.0
VIL_17_150	5616022.0	69998305.0	287051.0	4376981.0	962934.0
VIL_17_151	5067025.0	65628244.0	286098.0	4182649.0	879377.0
VIL_17_152	5075036.0	63644279.0	240505.0	3780345.0	634005.0
VIL_17_163	1670857.0	22502855.0	126177.0	1338316.0	310060.0
VIL_17_164	3635517.0	46857105.0	202189.0	2813641.0	641952.0
VIL_18_045	4355827.0	56607892.0	198710.0	3423716.0	842207.0
VIL_18_046	3169070.0	41147787.0	178870.0	2378586.0	602423.0
VIL_18_061	5311768.0	70112569.0	312796.0	5329860.0	1283185.0
VIL_18_120	4894681.0	63782454.0	289298.0	3884265.0	1128815.0
