Sample	Uniquely mapped	Mapped to multiple loci	Mapped to too many loci	Unmapped: too many mismatches	Unmapped: too short	Unmapped: other
431-2_A_2	33734119.0	2470917.0	14205.0	75541.0	357104.0	281562.0
432-3_A_2	35878473.0	2115202.0	8702.0	93138.0	465688.0	62092.0
437-2_A_2	39456345.0	2227955.0	11850.0	82819.0	376449.0	45174.0
437-3_A_2	38618513.0	2270232.0	10286.0	149875.0	378631.0	94658.0
447-3_A_3	46869278.0	4073737.0	12299.0	122725.0	656937.0	115505.0
46N_RL_M1	70622488.0	5234448.0	7046.0	109332.0	1275536.0	36444.0
65T_CR_M1	60799065.0	5012571.0	7654.0	88014.0	867566.0	37720.0
81AB_MM_M1	55705616.0	6076856.0	22697.0	479959.0	1897338.0	22498.0
9C_DH_M1	65625171.0	5392550.0	8374.0	88545.0	923403.0	37948.0
B09-24-1RNA_UNKNOWN	138419590.0	11259588.0	24304.0	1746853.0	7705563.0	58228.0
B09-25-1RNA	27047585.0	2212419.0	3474.0	27036.0	919210.0	27036.0
B09-40-1M	50098819.0	5363933.0	28325.0	154739.0	1259011.0	28134.0
B10-02-1RNA	79810970.0	6767030.0	17189.0	333044.0	3315301.0	45415.0
B11-11-1M	42867615.0	2582598.0	4738.0	146850.0	1146557.0	11296.0
B11-25-1M	80126846.0	5876240.0	10114.0	183362.0	1913841.0	34380.0
B11-48-1M	52437580.0	4584227.0	3848.0	169492.0	1179381.0	7062.0
B12-21-1M	56824870.0	6358644.0	18442.0	169999.0	1254755.0	24286.0
B12-30RNA	136828178.0	7880647.0	17691.0	75881.0	7588115.0	56911.0
B13-07-1M	108123220.0	10328830.0	14621.0	251827.0	2486789.0	31478.0
B13-07-1RNA	25198639.0	1890875.0	2265.0	22732.0	681969.0	22732.0
B13-15RNA	37821183.0	2282616.0	7060.0	31747.0	1153477.0	42329.0
B13-52-1M	49063154.0	3687942.0	5161.0	159563.0	1077052.0	19945.0
B14-07RNA	34122273.0	2474155.0	4659.0	34584.0	639807.0	69168.0
B14-117-1RNA-2	30064307.0	2617167.0	3530.0	34723.0	532423.0	34723.0
B14-130-1M	54847930.0	5163127.0	16390.0	166429.0	1180136.0	15130.0
B14-48-1RNA	24197998.0	1946344.0	5468.0	30039.0	640827.0	40052.0
B14-70-1RNA	28359086.0	2027428.0	3490.0	22469.0	505544.0	33703.0
B14-78-1-U	66278716.0	5122832.0	6713.0	181755.0	1354075.0	18175.0
B15-15_1_1	140874261.0	7273573.0	9663.0	235425.0	2097425.0	107011.0
B15-25_1_2	7948541.0	597671.0	608.0	16052.0	1986226.0	1070.0
B15-28_1_1	144973665.0	8053193.0	8547.0	317041.0	2833557.0	138706.0
B16-47_1_2	24137698.0	1858349.0	437.0	29623.0	1602597.0	0.0
B16-48_1_1	110834725.0	6719825.0	10916.0	251871.0	1925013.0	107945.0
BB0280_CH_AffF_2	32202546.0	1277245.0	1312.0	27519.0	247670.0	27519.0
BEG_1025-1_T999_R1	61372364.0	3418376.0	3765.0	21278.0	1319224.0	127667.0
BEG_1078-1_T1071_R1	82317620.0	5136244.0	3731.0	55576.0	833644.0	277881.0
BEG_1230-1_T1227_R1	37032275.0	2329263.0	2112.0	12003.0	828184.0	48011.0
BEG_14-4_T65_R1	54769204.0	3398028.0	3269.0	32232.0	1385959.0	257853.0
BEG_1438-1_T1339_R1	62656842.0	3308593.0	2787.0	32038.0	1313540.0	160188.0
BEG_851-1_T840_R1	68661957.0	5204041.0	9604.0	13175.0	1277990.0	171277.0
BEG_887-1_T1240_R1	64626281.0	5861817.0	6930.0	11131.0	1357960.0	66785.0
BEG_916-1_T916_R1	58423225.0	3354905.0	4308.0	30590.0	978881.0	214130.0
BON_B09-27-1_1	27859314.0	1501619.0	1876.0	297640.0	835046.0	24803.0
BON_B12-33-2_1	28173088.0	1453032.0	2419.0	287145.0	830393.0	34923.0
BON_B12-71_2_R1	96106670.0	6813417.0	10671.0	18900.0	1133971.0	94498.0
BON_B12-74-1_1	28369706.0	1530806.0	1396.0	300263.0	830865.0	16453.0
BON_B12-76-1_2	37637394.0	1913717.0	2581.0	210276.0	1462590.0	23364.0
BON_B13-55_1_2	93822039.0	6118493.0	5953.0	240942.0	1502344.0	85038.0
BON_B14-163-1_2	30740584.0	1451557.0	2143.0	48072.0	288430.0	36054.0
BON_B14-20_1	22714618.0	1443424.0	1005.0	259886.0	721525.0	17098.0
BON_B14-51_1_2	49288542.0	2552976.0	2798.0	88066.0	479469.0	48925.0
BON_B14-60-1_2	44623939.0	2232894.0	3548.0	80176.0	489963.0	53450.0
BON_B14-71-2_1	27196978.0	1325841.0	2849.0	288886.0	797489.0	20344.0
BON_B14-75-1_1	26226573.0	1472328.0	3127.0	265019.0	761463.0	22396.0
BON_B15-118_1	40547339.0	1919999.0	2370.0	48125.0	256665.0	48125.0
BON_B15-125_1_2	69659388.0	3818459.0	5223.0	154853.0	946326.0	103236.0
BON_B15-26_1_1	49019979.0	2027049.0	2986.0	68838.0	387214.0	51629.0
BON_B15-76-2_2	42258333.0	1962679.0	3061.0	76201.0	457208.0	41564.0
BON_B15-98_1_2	54660321.0	3052951.0	2913.0	136351.0	869238.0	85219.0
BON_B16-19_1	25648886.0	1653428.0	1714.0	261535.0	1609967.0	23776.0
BON_B16-22_1	25240456.0	1229718.0	1913.0	235456.0	622563.0	39908.0
BON_B16-50_1_2	46251067.0	3484822.0	6332.0	92347.0	543820.0	51304.0
BON_B16-53-1_1	90116446.0	9589951.0	6252.0	240439.0	2965418.0	53431.0
BON_B16-57_1_2	37991985.0	2087161.0	2514.0	83081.0	523407.0	41540.0
BON_B16-75-1_2	41194961.0	1994150.0	2475.0	50923.0	322512.0	33949.0
BON_B16_30_1_1	77896207.0	4723618.0	3412.0	231521.0	2229915.0	73112.0
BON_B16_80_1_1	57065914.0	4116990.0	2207.0	185451.0	1149799.0	61817.0
BON_B17-23_1_R1	115668489.0	6605263.0	8251.0	55618.0	2614025.0	194661.0
BON_B17-28_1_R1	124144180.0	10278782.0	17254.0	35644.0	1996069.0	178220.0
BON_B18-24_1_R1	39029703.0	2051171.0	2651.0	33728.0	674555.0	151775.0
BON_B18-25_1_R1	40733549.0	2145671.0	3345.0	21140.0	1141571.0	126841.0
BON_B18-54_1_R1	43135986.0	2296048.0	3875.0	59410.0	1366427.0	178230.0
BON_UC219-1_1	25262170.0	1176032.0	2078.0	279964.0	832621.0	21815.0
BON_UC473_1	27381516.0	1356788.0	2504.0	303751.0	931237.0	23980.0
CLA_143BN_BB_2	68475335.0	7483140.0	49089.0	623667.0	2878465.0	57569.0
CLA_179CI_GG_2	26100017.0	2468360.0	71187.0	34773.0	482482.0	8693.0
CLA_180CJ_DP_2	86977677.0	10723719.0	55118.0	927768.0	6078067.0	23789.0
CLA_214DF_AB_2	36553600.0	1864325.0	5140.0	60088.0	390574.0	60088.0
CLA_329FK_RR_2	31774059.0	1546652.0	1990.0	62588.0	344236.0	52157.0
CLA_338FT_DM_2	29529695.0	1411636.0	2315.0	55646.0	422910.0	66775.0
CLA_388HV_XX_1	7455927.0	688463.0	1958.0	10994.0	151161.0	5497.0
CLA_62R_CaM_2	407720.0	20940.0	211.0	844.0	18983.0	53.0
CLA_62R_CaM_3	33810232.0	1879220.0	1779.0	47022.0	329154.0	39185.0
CLA_79Z_CP_2	25891859.0	2273458.0	3433.0	45611.0	532126.0	10136.0
HK006_0016_R1	41061307.0	2202356.0	3417.0	15647.0	344227.0	93880.0
HK010_0026_R1	88692305.0	4313022.0	9928.0	46142.0	738271.0	276852.0
HK011_0029_R1	46386576.0	3781912.0	3356.0	23225.0	812884.0	116126.0
HK018_0047_2	43929757.0	2695475.0	4402.0	106766.0	680635.0	66729.0
HK024_0065_R1	52281923.0	4522685.0	4899.0	18995.0	778788.0	113969.0
HK028_0073_R1	48686330.0	3048610.0	3552.0	24961.0	798738.0	124803.0
HK044_0109_R1	44338192.0	2275497.0	3333.0	25441.0	864994.0	127205.0
HK069-0177_2	41414338.0	2046624.0	850.0	24086.0	698505.0	32115.0
HK072-001_2	62921983.0	3708335.0	2180.0	34597.0	795725.0	25948.0
HK085-001_R1	84602297.0	4035335.0	6494.0	51271.0	1025416.0	256354.0
HK088-001_2	42265043.0	1547525.0	3367.0	57738.0	368079.0	64955.0
HK101-001_R1	100442487.0	6654861.0	8686.0	46590.0	1817029.0	232952.0
HK106-001_R1	45266597.0	3558119.0	4171.0	21083.0	843337.0	105417.0
ICCV_458_10CC06258_02	54863117.0	3315763.0	2486.0	123468.0	873776.0	56985.0
K1157-1-4	64472527.0	5017303.0	6772.0	128717.0	606808.0	128717.0
LIA_EDW01_1	25195246.0	1743336.0	1599.0	15727.0	460017.0	27522.0
LIA_MAS02_2	77010493.0	6872031.0	10844.0	73310.0	938363.0	117295.0
LIA_TIS03_2	23373093.0	1517170.0	2149.0	20865.0	318186.0	36513.0
MAN_0063_01_02	1600202.0	67316.0	199.0	4380.0	66494.0	398.0
MAN_0063_01_03	262809.0	33477.0	146.0	2011.0	48865.0	423.0
MAN_1001_01_M1_D1	71307125.0	3912517.0	5028.0	16238.0	958038.0	129903.0
MBEL028_001_3	32411434.0	1345221.0	729.0	24872.0	267377.0	18654.0
MBEL028_002_1	34942697.0	1546766.0	1028.0	18398.0	337302.0	24531.0
MBRU030_2	31893247.0	1262341.0	1252.0	19758.0	263438.0	26344.0
MCOP008_001_2	35806710.0	1706256.0	807.0	23291.0	442527.0	38818.0
MESP014_2	30594885.0	2564196.0	2856.0	21025.0	364433.0	28033.0
MESP021_001_2	36363614.0	1531679.0	988.0	24634.0	394144.0	30793.0
MESP039_2	51163131.0	2289030.0	1629.0	82754.0	579276.0	35466.0
MGLA003_001_2	34993461.0	1789479.0	922.0	23004.0	460084.0	30672.0
MMAD002_001_2	28145315.0	1232449.0	763.0	51006.0	368378.0	22669.0
MTEH041_001_2	37295171.0	1539841.0	2017.0	19681.0	718363.0	19681.0
M_0146-01-H1	61799773.0	6056721.0	8804.0	486579.0	1822458.0	17694.0
NH11-441	45875913.0	2842844.0	4421.0	29458.0	544970.0	44187.0
NH12-1413	47674564.0	3263379.0	6511.0	29197.0	510956.0	58395.0
NH12-843_Fibroblasts	21446863.0	1721016.0	1697.0	15286.0	147761.0	20381.0
NH12-843_MyoD_Day5	42485862.0	3084181.0	7621.0	42620.0	740522.0	37292.0
OUN_HK018_0047_R1	91501214.0	7232472.0	7935.0	39418.0	1773815.0	197091.0
OUN_HK047_0116_R1	82861471.0	5112773.0	6410.0	30236.0	1572259.0	151179.0
OUN_HK079_001_R1	79100137.0	5244649.0	2639.0	20791.0	1060331.0	103954.0
OUN_HK080_001_R1	82693008.0	5825541.0	4791.0	44647.0	1785887.0	223236.0
OUN_HK081_001_R1	97492957.0	6398708.0	5127.0	29369.0	1703430.0	146847.0
OUN_HK112_001_R1	92543874.0	6195476.0	12771.0	38360.0	1611131.0	230162.0
OUN_HK116_001_R1	89029963.0	5315458.0	4149.0	26770.0	2302256.0	133852.0
OUN_HK124_001_R1	48051681.0	2765971.0	2091.0	30836.0	1079242.0	185013.0
OUN_HK137_001_R1	81246720.0	4041480.0	4147.0	23199.0	1763131.0	185593.0
RGP_248_3	50640216.0	3542697.0	2696.0	9856.0	1320752.0	39425.0
RGP_273_3_R1	58739098.0	3182634.0	2552.0	22621.0	1040584.0	135728.0
RGP_54_3_2	54838690.0	3366527.0	3906.0	122600.0	809162.0	73560.0
RGP_56_3_3	38458251.0	2695097.0	4349.0	67684.0	490711.0	50763.0
RGP_7_1_2	41755751.0	2128443.0	2413.0	93793.0	572140.0	37517.0
RGP_7_2_2	41368774.0	1838687.0	4201.0	92506.0	518031.0	37002.0
RGP_7_3_2	44736538.0	2733624.0	3411.0	90525.0	531834.0	45263.0
RGP_7_4_2	33637043.0	2028399.0	3802.0	305286.0	2734858.0	16960.0
RGP_7_5_2	41523690.0	2042072.0	3105.0	86942.0	483009.0	38641.0
RGP_94_3_2	37577778.0	9209551.0	10671.0	17722.0	868383.0	97472.0
RGP_94_4_2	37721106.0	8651652.0	10394.0	30323.0	849045.0	90969.0
RP-1118_MAN_1438-01-M1_R1_v2_RNA_OnPrem	77768160.0	4804319.0	4635.0	20709.0	1014734.0	103544.0
RP-2034_RGP_800_3_2_v2_RNA_OnPrem	21888649.0	967917.0	673.0	8077.0	479258.0	10770.0
RP-2073_193CP_LS_R1_v3_RNA_OnPrem	115553553.0	7679668.0	13260.0	68719.0	2267734.0	549754.0
RP-2073_92AI_SM_R1_v2_RNA_OnPrem	44907021.0	3334717.0	7741.0	233712.0	791024.0	539335.0
RP-2073_INMR_GB_408_R1_v2_RNA_OnPrem	42451323.0	2601728.0	6988.0	43160.0	906370.0	194222.0
RP-2073_INMR_GI_456_R1_v2_RNA_OnPrem	40767447.0	2692350.0	3589.0	38137.0	1296669.0	266961.0
RP-2073_INMR_HW_389_R1_v3_RNA_OnPrem	99702683.0	6584100.0	8785.0	79318.0	1586367.0	317273.0
RP-2073_INMR_HZ_401_R1_v3_RNA_OnPrem	106779156.0	6583108.0	19282.0	42274.0	1690968.0	507290.0
RP-2073_INMR_IG_561_R1_v3_RNA_OnPrem	106980249.0	6783448.0	11886.0	99703.0	1545404.0	448666.0
RP-2073_INMR_IK_581_R1_v3_RNA_OnPrem	96458023.0	7009598.0	11702.0	99039.0	1733184.0	297117.0
RP-2073_INMR_IV_615_R1_v3_RNA_OnPrem	75414743.0	4704311.0	6539.0	53281.0	1438587.0	213124.0
SRPK3_EM__1	31384063.0	1287746.0	568.0	22461.0	303221.0	22461.0
SRPK3_JAP_1	32313097.0	1407136.0	668.0	19410.0	278205.0	32349.0
SRPK3_USA_1	75067394.0	3884955.0	3923.0	233762.0	1924040.0	71927.0
SWE_36223_1	54887610.0	5804754.0	8044.0	119802.0	496324.0	85573.0
SWE_36326_1	57270830.0	4128967.0	5054.0	146028.0	675380.0	91268.0
T1244	31522255.0	2087200.0	4720.0	42786.0	427859.0	34229.0
T238	39121330.0	2927906.0	3447.0	54905.0	512447.0	27453.0
T757	28387363.0	1861413.0	8112.0	48537.0	436832.0	41603.0
T850	29858555.0	1978299.0	4144.0	43012.0	437289.0	28675.0
T892	29346412.0	2146654.0	7840.0	51962.0	460233.0	29692.0
TOP_MAAC031_F_Muscle1	89066326.0	8424330.0	80151.0	255802.0	4754904.0	45141.0
UC223-1RNA	31600430.0	2385699.0	3360.0	25344.0	878583.0	25344.0
UC305-1M	52923181.0	5287493.0	7240.0	172322.0	1273687.0	7492.0
UC316-1M	46884104.0	2698574.0	4230.0	150717.0	1023623.0	12560.0
UC368-1M	61459541.0	5984352.0	9127.0	207266.0	1558642.0	41453.0
UC393-1M	55076584.0	4736049.0	13826.0	170862.0	1270319.0	14858.0
UC84-1RNA	24669948.0	1806985.0	1200.0	20059.0	671967.0	20059.0
UWA_FAM7_PT_D16-1243_2	75981057.0	7224097.0	10745.0	62848.0	1269540.0	125697.0
VCGS_DLS_FAM1_1_R1	67883243.0	3796304.0	4126.0	40853.0	517469.0	81706.0
VCGS_FAM11_32_2	41482712.0	2730938.0	4598.0	73841.0	675119.0	42195.0
VCGS_FAM12_36_2	46803015.0	5709937.0	6390.0	69916.0	675859.0	34958.0
VCGS_FAM147_459_2	57467235.0	3159459.0	4221.0	36453.0	947783.0	109360.0
VCGS_FAM148_462_2	69542498.0	3196978.0	4672.0	53159.0	664491.0	132898.0
VCGS_FAM149_465_2	70006644.0	4165384.0	4920.0	24510.0	698530.0	49020.0
VCGS_FAM150_468_2	73054675.0	3812918.0	5995.0	34664.0	814603.0	86660.0
VCGS_FAM1_1_2	47829945.0	3355133.0	3527.0	91472.0	718709.0	39202.0
VCGS_FAM22_69_2	54122622.0	3076638.0	26657.0	86641.0	736452.0	64981.0
VCGS_FAM26_81_2	40656927.0	2335691.0	24447.0	77305.0	521811.0	38653.0
VCGS_FAM27_84_2	39730841.0	2215937.0	3036.0	58284.0	524553.0	38856.0
VCGS_FAM29_90_R1	42194754.0	3359162.0	2431.0	17967.0	952267.0	89837.0
VCGS_FAM2_4_2	65806691.0	3614388.0	4066.0	17441.0	1709265.0	52324.0
VCGS_FAM31_97_2	44110513.0	3886154.0	5523.0	54423.0	676398.0	23324.0
VCGS_FAM39_123_R1	34310782.0	2790298.0	3704.0	14708.0	705992.0	58833.0
VCGS_FAM3_7_2	72447776.0	4056164.0	6033.0	50080.0	1527449.0	125201.0
VCGS_FAM41_129_2	36904923.0	3404022.0	2568.0	64270.0	569247.0	27544.0
VCGS_FAM42_132_2	40725277.0	2385287.0	10123.0	74350.0	616046.0	42486.0
VCGS_FAM49_153_R1	47066614.0	3262118.0	2000.0	18590.0	855154.0	74361.0
VCGS_FAM4_13_2	47543477.0	3411514.0	3023.0	76739.0	754605.0	38370.0
VCGS_FAM52_162_3	64722822.0	3879069.0	4160.0	27016.0	513308.0	40524.0
VCGS_FAM58_181_R1	43180988.0	2611916.0	2025.0	11941.0	1014968.0	59704.0
VCGS_FAM61_190_R1	54254866.0	3324892.0	5986.0	21721.0	781951.0	108604.0
VCGS_FAM67_209_R1	45656955.0	2932023.0	3847.0	15194.0	835662.0	75969.0
VCGS_FAM73_227_2	66180262.0	3700275.0	4113.0	52767.0	606822.0	105534.0
VCGS_FAM84_260_R1	34156212.0	1917795.0	4517.0	11925.0	536631.0	83476.0
VIL_17_097	53437655.0	3014648.0	1812.0	50421.0	932792.0	226895.0
VIL_17_098	44443913.0	2193927.0	2862.0	38192.0	515595.0	133673.0
VIL_17_099	54697960.0	2907043.0	2010.0	35667.0	1034349.0	178336.0
VIL_17_105	47045755.0	2347461.0	1418.0	45201.0	745823.0	113004.0
VIL_17_106	59108595.0	2783171.0	2461.0	45089.0	495982.0	202902.0
VIL_17_107	66195761.0	3505187.0	3100.0	32322.0	1131272.0	258577.0
VIL_17_110	48664572.0	2274040.0	2367.0	24113.0	795743.0	96454.0
VIL_17_111	38766502.0	1778322.0	2449.0	21617.0	389103.0	118893.0
VIL_17_120	59154467.0	2806825.0	2510.0	39596.0	732518.0	197978.0
VIL_17_121	65239690.0	3456174.0	7832.0	26622.0	745430.0	266225.0
VIL_17_141	50483130.0	2470341.0	2228.0	24139.0	627623.0	217254.0
VIL_17_150	75901378.0	4376981.0	5312.0	27062.0	947163.0	324742.0
VIL_17_151	70981367.0	4182649.0	7051.0	31053.0	838436.0	341585.0
VIL_17_152	68959820.0	3780345.0	4516.0	19984.0	539563.0	179854.0
VIL_17_163	24299889.0	1338316.0	861.0	10991.0	340718.0	43964.0
VIL_17_164	50694811.0	2813641.0	2347.0	32902.0	789656.0	230316.0
VIL_18_045	61162429.0	3423716.0	3219.0	32510.0	1105329.0	227568.0
VIL_18_046	44495727.0	2378586.0	1556.0	22199.0	843571.0	88797.0
VIL_18_061	75737133.0	5329860.0	3159.0	38486.0	1577935.0	192431.0
VIL_18_120	68966433.0	3884265.0	1959.0	28586.0	1400719.0	142931.0
