Sample	Mapping Rate	Unique Rate of Mapped	Duplicate Rate of Mapped	Duplicate Rate of Mapped, excluding Globins	Base Mismatch	End 1 Mapping Rate	End 2 Mapping Rate	End 1 Mismatch Rate	End 2 Mismatch Rate	Expression Profiling Efficiency	High Quality Rate	Exonic Rate	Intronic Rate	Intergenic Rate	Intragenic Rate	Ambiguous Alignment Rate	High Quality Exonic Rate	High Quality Intronic Rate	High Quality Intergenic Rate	High Quality Intragenic Rate	High Quality Ambiguous Alignment Rate	Discard Rate	rRNA Rate	Chimeric Alignment Rate	End 1 Sense Rate	End 2 Sense Rate	Avg. Splits per Read	Alternative Alignments	Chimeric Reads	Duplicate Reads	End 1 Antisense	End 2 Antisense	End 1 Bases	End 2 Bases	End 1 Mapped Reads	End 2 Mapped Reads	End 1 Mismatches	End 2 Mismatches	End 1 Sense	End 2 Sense	Exonic Reads	Failed Vendor QC	High Quality Reads	Intergenic Reads	Intragenic Reads	Ambiguous Reads	Intronic Reads	Low Mapping Quality	Low Quality Reads	Mapped Duplicate Reads	Mapped Reads	Mapped Unique Reads	Mismatched Bases	Non-Globin Reads	Non-Globin Duplicate Reads	Reads excluded from exon counts	Reads used for Intron/Exon counts	rRNA Reads	Total Bases	Total Mapped Pairs	Total Read Number	Unique Mapping, Vendor QC Passed Reads	Unpaired Reads	Read Length	Genes Detected	Estimated Library Complexity	Genes used in 3' bias	Mean 3' bias	Median 3' bias	3' bias Std	3' bias MAD_Std	3' Bias, 25th Percentile	3' Bias, 75th Percentile	Median of Avg Transcript Coverage	Median of Transcript Coverage Std	Median of Transcript Coverage CV	Median Exon CV	Exon CV MAD
MUN_FAM3_PARTIALMDC1A1_01	0.988397	1	0	0	0.00192735	0.98923	0.987564	0.00198622	0.00186837	0.887569	0.946142	0.897988	0.0625184	0.0162038	0.960507	0.0232896	0.905805	0.0607194	0.0127382	0.966525	0.020737	0	0.0245575	0	0.0146433	0.986074	0.376861	24346016	1296931	0	115882137	1640921	13808999467	13785750984	136722767	136492584	27427661	25756944	1722120	116188940	245344166	0	258500432	4427115	262425148	6363088	17080982	15339921	14714919	0	273215351	273215351	53184605	273161859	0	0	273215351	6709476	27594750451	136234774	300768729	276422713	0	101	24896	0	13077	0.47091	0.447761	0.288037	0.346628	0.228669	0.703125	0	0	0.921167	0.27005	0.250611
MUN_FAM3_PARTIALMDC1A1_02	0.981813	1	0	0	0.00210864	0.983516	0.98011	0.00200448	0.00221316	0.878163	0.941276	0.89443	0.0642045	0.0200997	0.958634	0.0212663	0.906801	0.0613434	0.0134278	0.968144	0.0184279	0	0.0211404	0	0.0166993	0.983831	0.386001	4902411	272790	0	17393150	286008	2088108845	2080877346	20674345	20602746	4185574	4605305	295386	17402529	36919451	0	38853123	829656	39569624	877811	2650173	2665969	2423968	0	41277091	41277091	8790879	41267558	0	0	41277091	872616	4168986191	20562793	46944103	42041692	0	101	20887	0	4569	0.478825	0.465517	0.303553	0.393656	0.206107	0.736842	0	0	0.956337	0.296678	0.271447
MUN_FAM3_PARTIALMDC1A1_03	0.984237	1	0	0	0.00211526	0.986056	0.982417	0.00209862	0.00213196	0.848915	0.938583	0.862511	0.0915303	0.0191445	0.954042	0.026814	0.869887	0.0898578	0.0156762	0.959745	0.0245786	0	0.0181038	0	0.0164502	0.983451	0.293005	6085435	981373	0	32569830	547487	3833147152	3819000587	37951952	37811887	8044329	8141959	544740	32535877	65347163	0	71110625	1450458	72281849	2031532	6934686	4364343	4653214	0	75763839	75763839	16186288	75728571	0	0	75763839	1371613	7652147739	37707987	83062703	76977268	0	101	22684	0	7520	0.491035	0.489855	0.295945	0.378022	0.230769	0.73913	0	0	0.895888	0.243384	0.229595
MUN_FAM3_PARTIALMDC1A1_05	0.950448	1	0	0	0.00217149	0.950044	0.950853	0.00210861	0.00223431	0.882766	0.927891	0.928789	0.03163	0.0235266	0.960419	0.0160542	0.953559	0.0227166	0.00964726	0.976276	0.0140772	0	0.0203613	0	0.0203249	0.981202	0.379191	6007755	77174	0	10120179	195139	1245033767	1246094570	12327067	12337570	2625285	2784167	209959	10185461	22908247	0	22886087	580276	23688389	395972	780142	2848920	1778550	0	24664637	24664637	5409452	24663999	0	0	24664637	502205	2491128337	12263304	31958283	25950528	0	101	17008	0	2487	0.42872	0.380952	0.300756	0.343987	0.164179	0.6625	0	0	1.18809	0.395229	0.364398
MUN_FAM4_ATYPICALMDC1A_01_R1	0.989745	1	0	0	0.00212824	0.99155	0.98794	0.00202105	0.00223582	0.885573	0.938066	0.894748	0.0638664	0.0201092	0.958615	0.0212763	0.904076	0.0614172	0.0156403	0.965493	0.0188667	0	0.0128015	0	0.0167578	0.984057	0.375392	6352099	966955	0	28142533	457457	3438585804	3426065642	34045404	33921442	6949549	7660076	479644	28236533	60813208	0	63757364	1366758	65154007	1446081	4340799	3525066	4209482	0	67966846	67966846	14609625	67966417	0	0	67966846	870075	6864651446	33842704	75023163	68671064	0	101	23065	0	7590	0.555357	0.582677	0.297436	0.371623	0.307692	0.820513	0	0	0.938526	0.261037	0.2476
MUN_FAM4_ATYPICALMDC1A_01_R2	0.988086	1	0	0	0.00187562	0.989834	0.986338	0.00183416	0.00191723	0.88667	0.914676	0.897361	0.050853	0.0319142	0.948214	0.0198715	0.933568	0.0371087	0.0120664	0.970677	0.0172571	0	0.0135397	0	0.0167564	0.984342	0.395585	66530752	1564341	0	96312721	1534605	11736610363	11695157741	116204063	115793641	21526784	22422337	1641356	96473578	208185773	0	212202724	7404015	219983556	4610133	11797783	19767603	19794980	0	231997704	231997704	43949121	231996557	0	0	231997704	3141180	23431768104	115569941	301325818	234795066	0	101	25270	0	13086	0.482368	0.469595	0.291911	0.362779	0.233184	0.722222	0	0	0.921427	0.269061	0.251995
MUN_FAM4_ATYPICALMDC1A_01_R3	0.98801	1	0	0	0.00206367	0.989881	0.98614	0.00198463	0.00214301	0.887524	0.921671	0.898294	0.0544925	0.0273064	0.952787	0.0199071	0.92539	0.0445943	0.0123116	0.969985	0.0177037	0	0.0144832	0	0.0143035	0.98614	0.39646	19382515	977603	0	36375381	511608	4390793705	4374202132	43473205	43308932	8714110	9373962	527845	36401193	77955878	0	79984561	2369707	82684853	1727577	4728975	6360871	6797576	0	86782137	86782137	18088072	86780831	0	0	86782137	1256880	8764995837	43212284	107217753	87835238	0	101	22951	0	8470	0.47981	0.464646	0.298573	0.374497	0.222222	0.730769	0	0	0.875709	0.236795	0.220872
MUN_FAM5_SIBLINGMDC1A_01_R1	0.987692	1	0	0	0.00222564	0.989835	0.985549	0.00198334	0.00246898	0.888337	0.930746	0.899406	0.0609485	0.0192151	0.960355	0.02043	0.911341	0.0575913	0.0131286	0.968932	0.0179391	0	0.0208332	0	0.0156915	0.984611	0.397159	8002003	968905	0	27301526	426968	3356644908	3342109897	33234108	33090197	6657374	8251616	435232	27317980	59652505	0	61731095	1274425	63694872	1355008	4042367	3981040	4593210	0	66324305	66324305	14908990	66316455	0	0	66324305	1381746	6698754805	32983360	75152801	67150798	0	101	22117	0	6112	0.485477	0.477612	0.304663	0.400398	0.213115	0.75	0	0	0.906743	0.258618	0.242407
MUN_FAM5_SIBLINGMDC1A_01_R2	0.990294	1	0	0	0.00205563	0.991758	0.98883	0.00192531	0.00218633	0.896325	0.93873	0.90511	0.0581732	0.0171193	0.963284	0.0195972	0.913647	0.0559105	0.0130555	0.969557	0.0173873	0	0.0206994	0	0.0149923	0.985424	0.396745	6350364	872662	0	27975013	414919	3437906983	3427756079	34038683	33938179	6619044	7494199	425794	28051326	61526557	0	63811924	1163718	65480990	1332154	3954433	3560377	4164938	0	67976862	67976862	14113243	67969192	0	0	67976862	1407077	6865663062	33848438	74993488	68643124	0	101	22092	0	6356	0.505818	0.5	0.302973	0.394563	0.240964	0.769531	0	0	0.920344	0.262331	0.247549
MUN_FAM5_SIBLINGMDC1A_01_R3	0.963616	1	0	0	0.00202161	0.964981	0.962251	0.00194363	0.00209981	0.863306	0.933179	0.895903	0.0624395	0.021644	0.958342	0.0200138	0.910337	0.0584207	0.0134492	0.968758	0.0177929	0	0.0214365	0	0.0168586	0.983686	0.390119	9684437	743447	0	27688074	460672	3427322183	3417627092	33933883	33837892	6661456	7176361	474785	27776300	60716914	0	63243213	1466855	64948547	1356373	4231633	5958969	4528562	0	67771775	67771775	13837817	67764694	0	0	67771775	1452788	6844949275	33748960	80015110	70330673	0	101	22012	0	6262	0.498753	0.5	0.301759	0.389497	0.233333	0.758621	0	0	0.920881	0.26455	0.247871
NH12-843_MyoD_Day5	0.979662	1	0	0	0.00244608	0.982229	0.977095	0.00222014	0.00267321	0.863807	0.920734	0.88174	0.0623552	0.0367113	0.944095	0.0191937	0.912481	0.05583	0.0160941	0.968311	0.0155954	0	0.00567143	0	0.0251713	0.974764	0.392389	25337583	56841	0	37591228	970274	4604877143	4580809954	45592843	45354554	10223493	12245470	970652	37477103	80191944	0	83738363	3338793	85862987	1745617	5671043	8004546	7209034	0	90947397	90947397	22468963	90947298	0	0	90947397	515802	9185687097	45242339	118173070	92835487	0	101	22888	0	8350	0.489264	0.480519	0.30988	0.407426	0.211679	0.762712	0	0	0.955218	0.218408	0.217504
T757	0.98378	1	0	0	0.0034918	0.985209	0.982351	0.00315257	0.00383202	0.831648	0.92086	0.845359	0.0977113	0.0318549	0.943071	0.0250744	0.861354	0.0953258	0.0209724	0.95668	0.0223479	0	0.0191945	0	0.502184	0.502408	0.176784	9150709	183682	0	12947395	12895098	2309019080	2302319984	30381830	30293684	7279352	8822537	13061000	13019917	51292610	0	55873664	1932814	57221295	1521405	5928685	4635778	4801850	0	60675514	60675514	16101889	60670021	0	0	60675514	1164639	4611339064	30063535	70826592	61675883	0	76	24207	0	6511	0.666591	0.74	0.278748	0.278041	0.497537	0.903817	0	0	0.958887	0.298394	0.280707
WAL_OTH2405f-Dec19	0.993364	1	0	0	0.00269107	0.995463	0.991265	0.00223386	0.00315022	0.877931	0.94353	0.883796	0.0587888	0.0384606	0.942584	0.018955	0.899181	0.0535684	0.0301269	0.95275	0.0171235	0	0.00452396	0.0054287	0.023382	0.97725	0.331316	17891132	750118	0	58385442	1355911	6992649352	6963165432	69234152	68942232	15620586	21935486	1397853	58244458	122119676	0	130373559	5314351	130242893	2619140	8123217	6770925	7802825	0	138176384	138176384	37556072	138176381	0		138176384	625105	13955814784	68861351	156990576	139099444	0	101	24176	0	9462	0.477538	0.455172	0.297432	0.370926	0.222222	0.72973	3.76633	3.39757	0.905063	0.211379	0.208218
WAL_OTH2405f-Feb20A	0.980838	1	0	0	0.00274485	0.984378	0.977298	0.00216098	0.00333295	0.890615	0.933214	0.908014	0.0429493	0.0362469	0.950963	0.01279	0.92643	0.0385245	0.0243848	0.964954	0.010661	0	0.00490556	0.00638459	0.0206608	0.979503	0.339813	20103691	722525	0	47919494	996043	5735559114	5694309300	56787714	56379300	12394434	18978874	1010940	47597533	102757212	0	105608987	4101958	107617653	1447403	4860441	7887642	7558027	0	113167014	113167014	31373308	113167004	0		113167014	555148	11429868414	56300455	135481561	115377870	0	101	22585	0	9872	0.486058	0.464286	0.296689	0.37065	0.230769	0.735294	3.29971	3.09073	0.882289	0.200956	0.194834
WAL_OTH2405f-Feb20C	0.979755	1	0	0	0.00261156	0.982774	0.976736	0.00209274	0.00313358	0.892831	0.939163	0.91128	0.0436364	0.0320333	0.954916	0.0130507	0.924146	0.0407057	0.0241765	0.964851	0.0109721	0	0.00480254	0.00958261	0.0183496	0.981987	0.342306	16241759	1249150	0	55535612	1012773	6603260618	6562691746	65378818	64977146	13818917	20564721	1038107	55211548	118790729	0	122425457	4175729	124478994	1701241	5688265	8189641	7930507	0	130355964	130355964	34383638	130355921	0		130355964	626040	13165952364	64883389	149291299	133049540	0	101	23074	0	10404	0.483186	0.464407	0.294471	0.367967	0.229008	0.727273	4.15074	3.68269	0.855217	0.195979	0.188525
WAL_OTH2406d-Dec19	0.992597	1	0	0	0.00245306	0.994722	0.990473	0.00213506	0.00277242	0.892905	0.939587	0.899564	0.0509586	0.0353676	0.950523	0.0141095	0.918217	0.0451735	0.0241879	0.963391	0.0124213	0	0.00334386	0.00550863	0.01671	0.983468	0.330758	18989469	656236	0	50522485	844486	6028881496	6003127910	59691896	59436910	12872005	16643190	858578	50236961	107164016	0	111931885	4213305	113234655	1680846	6070639	6518865	7196921	0	119128806	119128806	29515195	119128780	0		119128806	398350	12032009406	59372008	139006733	120017264	0	101	23167	0	9977	0.486731	0.470588	0.296253	0.374954	0.228261	0.736842	3.95758	3.47726	0.854763	0.198283	0.193382
