Sample	RNA-SeQCv2_mqc-generalstats-rna_seqcv2-Expression_Profiling_Efficiency	RNA-SeQCv2_mqc-generalstats-rna_seqcv2-Genes_Detected	RNA-SeQCv2_mqc-generalstats-rna_seqcv2-rRNA_Rate	STAR_mqc-generalstats-star-uniquely_mapped_percent	STAR_mqc-generalstats-star-uniquely_mapped	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
MUN_FAM3_PARTIALMDC1A1_02	0.878163	20887	0.0211404	93.16	19578742.0	50.57174500099635	48.0	101.0	9.090909090909092	44698191.0
MUN_FAM3_PARTIALMDC1A1_03	0.848915	22684	0.0181038	93.19	35859079.0	67.9550663178804	47.0	101.0	9.090909090909092	81459056.0
MUN_FAM3_PARTIALMDC1A1_05	0.882766	17008	0.0203613	88.87	11529253.0	64.71276849503748	50.0	101.0	18.181818181818183	29723283.0
MUN_FAM4_ATYPICALMDC1A_01_R1	0.885573	23065	0.0128015	93.61	32135621.0	51.58647664656154	48.0	101.0	9.090909090909092	72071056.0
MUN_FAM4_ATYPICALMDC1A_01_R2	0.88667	25270	0.0135397	91.02	106831044.0	75.57853573343125	49.0	101.0	9.090909090909092	253320118.0
MUN_FAM4_ATYPICALMDC1A_01_R3	0.887524	22951	0.0144832	91.8	40305337.0	58.46824447946886	49.0	101.0	9.090909090909092	93740536.0
MUN_FAM5_SIBLINGMDC1A_01_R1	0.888337	22117	0.0208332	92.86	31171165.0	56.03348652464892	49.0	101.0	9.090909090909092	71179156.0
MUN_FAM5_SIBLINGMDC1A_01_R2	0.896325	22092	0.0206994	93.69	32149666.0	55.08905732152509	48.0	101.0	9.090909090909092	72223237.0
MUN_FAM5_SIBLINGMDC1A_01_R3	0.863306	22012	0.0214365	90.61	31856404.0	56.7116423633159	48.0	101.0	9.090909090909092	76852257.0
NH12-843_MyoD_Day5	0.863807	22888	0.00567143	91.57	42485862.0	40.24498757650261	48.0	101.0	9.090909090909092	100359049.0
T757	0.831648	24207	0.0191945	92.22	28387363.0	64.07065700497371	48.0	76.0	36.36363636363637	64407854.0
WAL_OTH2405f-Dec19	0.877931	24176	0.00452396	94.71	65840734.0	41.13273422990395	48.0	101.0	9.090909090909092	156990576.0
WAL_OTH2405f-Feb20A	0.890615	22585	0.00490556	92.79	53510762.0	42.995583194308985	47.0	101.0	9.090909090909092	135481561.0
WAL_OTH2405f-Feb20C	0.892831	23074	0.00480254	93.13	61934630.0	45.46612453692508	48.0	101.0	9.090909090909092	149291299.0
WAL_OTH2406d-Dec19	0.892905	23167	0.00334386	94.14	56477287.0	42.60890618732064	48.0	101.0	9.090909090909092	139006733.0
WAL_OTH2406d-Feb20A	0.879464	22875	0.0041447	92.64	58232659.0	41.75221643354058	47.0	101.0	9.090909090909092	143803148.0
WAL_OTH2406d-Feb20B	0.856934	22982	0.0082643	89.32	56526618.0	42.31050596986928	49.0	101.0	18.181818181818183	167227983.0
WAL_OTH2407d-Dec19	0.888171	23880	0.00398661	94.34	60172855.0	43.92256569112285	47.0	101.0	9.090909090909092	143702403.0
WAL_OTH2407d-Feb20A	0.887065	23471	0.00464846	92.64	69405123.0	44.6654941076846	47.0	101.0	18.181818181818183	178687534.0
WAL_OTH2407d-Feb20B	0.889693	23819	0.00456991	92.65	76750845.0	47.69913298107317	47.0	101.0	9.090909090909092	193584496.0
WAL_OTH2419f-Dec19	0.896451	23131	0.00362484	94.3	60218366.0	41.34054628076571	48.0	101.0	9.090909090909092	146330268.0
WAL_OTH2419f-Feb20A	0.895009	23204	0.00417799	93.55	62939980.0	41.0887820684954	47.0	101.0	9.090909090909092	151796897.0
WAL_OTH2419f-Feb20B	0.889291	22661	0.00403995	92.68	49598401.0	38.22358506999984	48.0	101.0	9.090909090909092	123370710.0
