Module	Section	Sample Name	Source
STAR	SummaryLog	BON_B19-52_CHX_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/star/BON_B19-52_CHX_1.Log.final.out
STAR	SummaryLog	BON_B19-03_CHX_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/star/BON_B19-03_CHX_1.Log.final.out
STAR	ReadsPerGene	BON_B16-38	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/star/genecounts/BON_B16-38.ReadsPerGene.out.tab
STAR	ReadsPerGene	BON_B18-23_CHX_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/star/genecounts/BON_B18-23_CHX_1.ReadsPerGene.out.tab
STAR	ReadsPerGene	BON_B19-57_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/star/genecounts/BON_B19-57_1.ReadsPerGene.out.tab
STAR	ReadsPerGene	RGP_800_3_3	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/star/genecounts/RGP_800_3_3.ReadsPerGene.out.tab
STAR	ReadsPerGene	BON_B19-59_CHX_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/star/genecounts/BON_B19-59_CHX_1.ReadsPerGene.out.tab
STAR	ReadsPerGene	BON_B18_65_CHX_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/star/genecounts/BON_B18_65_CHX_1.ReadsPerGene.out.tab
STAR	ReadsPerGene	MAN_0694_01	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/star/genecounts/MAN_0694_01.ReadsPerGene.out.tab
STAR	ReadsPerGene	BON_B15-95_CHX_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/star/genecounts/BON_B15-95_CHX_1.ReadsPerGene.out.tab
STAR	ReadsPerGene	BON_B19-52_CHX_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/star/genecounts/BON_B19-52_CHX_1.ReadsPerGene.out.tab
STAR	ReadsPerGene	BON_B20_36_CHX_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/star/genecounts/BON_B20_36_CHX_1.ReadsPerGene.out.tab
STAR	ReadsPerGene	BON_B19-03_CHX_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/star/genecounts/BON_B19-03_CHX_1.ReadsPerGene.out.tab
STAR	ReadsPerGene	BON_B09-8_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/star/genecounts/BON_B09-8_1.ReadsPerGene.out.tab
STAR	ReadsPerGene	BON_B19-45_CHX_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/star/genecounts/BON_B19-45_CHX_1.ReadsPerGene.out.tab
STAR	ReadsPerGene	BON_B19-54_CHX_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/star/genecounts/BON_B19-54_CHX_1.ReadsPerGene.out.tab
STAR	ReadsPerGene	RGP_1214_3_M1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/star/genecounts/RGP_1214_3_M1.ReadsPerGene.out.tab
FastQC	all_sections	BON_B19-45_CHX_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/fastqc/zip/BON_B19-45_CHX_1.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	BON_B20_36_CHX_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/fastqc/zip/BON_B20_36_CHX_1.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	BON_B19-03_CHX_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/fastqc/zip/BON_B19-03_CHX_1.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	RGP_800_3_3	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/fastqc/zip/RGP_800_3_3.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	BON_B18_65_CHX_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/fastqc/zip/BON_B18_65_CHX_1.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	BON_B19-57_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/fastqc/zip/BON_B19-57_1.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	BON_B18-23_CHX_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/fastqc/zip/BON_B18-23_CHX_1.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	BON_B19-59_CHX_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/fastqc/zip/BON_B19-59_CHX_1.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	BON_B16-38	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/fastqc/zip/BON_B16-38.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	MAN_0694_01	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/fastqc/zip/MAN_0694_01.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	BON_B09-8_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/fastqc/zip/BON_B09-8_1.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	BON_B19-52_CHX_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/fastqc/zip/BON_B19-52_CHX_1.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	BON_B19-54_CHX_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/fastqc/zip/BON_B19-54_CHX_1.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	BON_B15-95_CHX_1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/fastqc/zip/BON_B15-95_CHX_1.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
FastQC	all_sections	RGP_1214_3_M1	/Users/weisburd/project__rnaseq/code/rnaseq_methods/pipelines/multiqc/data/batch_2021_01/fastqc/zip/RGP_1214_3_M1.Aligned.sortedByCoord.out_fastqc/fastqc_data.txt
