Sample	total_reads	avg_input_read_length	uniquely_mapped	uniquely_mapped_percent	avg_mapped_read_length	num_splices	num_annotated_splices	num_GTAG_splices	num_GCAG_splices	num_ATAC_splices	num_noncanonical_splices	mismatch_rate	deletion_rate	deletion_length	insertion_rate	insertion_length	multimapped	multimapped_percent	multimapped_toomany	multimapped_toomany_percent	unmapped_mismatches_percent	unmapped_tooshort_percent	unmapped_other_percent	unmapped_mismatches	unmapped_tooshort	unmapped_other
BON_B16-108_CHX_1	120257858.0	202.0	112128327.0	93.24	200.52	85516916.0	85515350.0	84495235.0	914437.0	75828.0	31416.0	0.18	0.01	1.91	0.01	1.66	6691182.0	5.56	23891.0	0.02	0.02	0.39	0.07	58936	1149247	206275
BON_B16-50_1_2	50429691.0	202.0	46251067.0	91.71	199.78	42717561.0	42717423.0	42406781.0	272869.0	26734.0	11177.0	0.46	0.01	2.03	0.0	1.66	3484822.0	6.91	6332.0	0.01	0.09	0.53	0.05	92347	543820	51304
BON_B16-57_1_2	40729688.0	202.0	37991985.0	93.28	199.61	32175087.0	32174980.0	31929608.0	213833.0	22131.0	9515.0	0.5	0.01	2.09	0.0	1.65	2087161.0	5.12	2514.0	0.01	0.1	0.63	0.05	83081	523407	41540
BON_B17-28_1	136650150.0	202.0	124144180.0	90.85	200.22	121538868.0	121537638.0	120568428.0	854733.0	84153.0	31554.0	0.19	0.01	2.21	0.01	1.67	10278782.0	7.52	17254.0	0.01	0.01	0.56	0.05	35644	1996069	178220
BON_B17-54_1	72120430.0	202.0	66050368.0	91.58	200.87	59761536.0	59761299.0	59239143.0	451710.0	54108.0	16575.0	0.27	0.01	2.01	0.01	1.54	5384595.0	7.47	4899.0	0.01	0.02	0.33	0.05	34028	561469	85071
BON_B18-23_CHX_1	69578158.0	202.0	65091525.0	93.55	200.13	51125853.0	51125187.0	50604453.0	467735.0	36811.0	16854.0	0.5	0.01	1.91	0.01	1.52	3885346.0	5.58	18054.0	0.03	0.02	0.2	0.08	38882	388822	155529
BON_B18-37_1	54528154.0	202.0	50614759.0	92.82	200.78	43977691.0	43977510.0	43559942.0	374136.0	29448.0	14165.0	0.29	0.01	1.89	0.01	1.5	3277866.0	6.01	4019.0	0.01	0.02	0.28	0.06	35084	491174	105252
BON_B18_65_CHX_1	37912087.0	202.0	34758826.0	91.68	200.53	27470050.0	27469552.0	27219045.0	223562.0	17968.0	9475.0	0.18	0.01	1.92	0.01	1.57	2786950.0	7.35	9513.0	0.03	0.02	0.22	0.1	20988	230869	104941
BON_B19-03_CHX_1	44163570.0	202.0	40981680.0	92.8	200.57	32734014.0	32733678.0	32438356.0	256206.0	27498.0	11954.0	0.17	0.01	1.81	0.01	1.66	2706729.0	6.13	7774.0	0.02	0.02	0.23	0.06	30154	346771	90462
BON_B19-45_CHX_1	69449646.0	202.0	65066470.0	93.69	200.17	48954235.0	48953003.0	48451788.0	441689.0	42419.0	18339.0	0.52	0.01	1.87	0.01	1.54	3841306.0	5.53	10867.0	0.02	0.04	0.2	0.07	68517	342583	119904
BON_B19-52_CHX_1	43080096.0	202.0	39760491.0	92.29	200.58	32835357.0	32835058.0	32503232.0	296223.0	24542.0	11360.0	0.15	0.01	1.94	0.01	1.58	2843893.0	6.6	8881.0	0.02	0.01	0.3	0.09	11671	350123	105037
BON_B19-54_CHX_1	69481782.0	202.0	64518789.0	92.86	200.17	50533317.0	50532857.0	49973652.0	508918.0	35307.0	15440.0	0.46	0.01	2.06	0.01	1.54	4466597.0	6.43	11541.0	0.02	0.02	0.21	0.05	34633	363641	86581
BON_B19-59_CHX_1	72242163.0	202.0	67061246.0	92.83	200.13	50765664.0	50764852.0	50232078.0	475682.0	40265.0	17639.0	0.49	0.01	1.97	0.01	1.57	4640575.0	6.42	14741.0	0.02	0.04	0.18	0.07	72497	326235	126869
BON_B20_36_CHX_1	48436275.0	202.0	43294912.0	89.39	200.43	35684902.0	35684445.0	35341901.0	302167.0	27702.0	13132.0	0.17	0.01	1.88	0.01	1.62	3758372.0	7.76	6761.0	0.01	0.38	1.61	0.07	253868	1075597	46765
BON_FC2_CHX-_1	100069096.0	202.0	91426066.0	91.36	200.8	83472971.0	83472363.0	82639365.0	744002.0	66306.0	23298.0	0.16	0.0	1.84	0.01	1.65	7497749.0	7.49	19812.0	0.02	0.01	0.31	0.05	30418	942961	152090
BON_FC2_CHX_1	169367418.0	202.0	157034603.0	92.72	200.45	125761492.0	125759580.0	124090857.0	1513235.0	110067.0	47333.0	0.16	0.01	1.86	0.01	1.58	10390498.0	6.13	22416.0	0.01	0.01	0.29	0.05	54854	1590775	274272
BON_UC355_CHX_1	80275660.0	202.0	75357464.0	93.87	200.56	64509337.0	64508661.0	63766850.0	676134.0	43521.0	22832.0	0.19	0.0	1.98	0.0	1.68	4117017.0	5.13	11436.0	0.01	0.02	0.19	0.12	47863	454701	287179
BON_UC522_1	63396717.0	202.0	59678675.0	94.14	200.44	51894646.0	51894404.0	51413751.0	426667.0	40119.0	14109.0	0.36	0.01	1.92	0.01	1.54	2894545.0	4.57	3511.0	0.01	0.03	0.32	0.06	59999	639989	119998
HK-006	119174945.0	202.0	112873531.0	94.71	201.02	101551340.0	101550584.0	100633142.0	805755.0	78874.0	33569.0	0.17	0.01	1.8	0.01	1.67	5218659.0	4.38	9121.0	0.01	0.01	0.2	0.06	39764	795284	238585
HK-010	98623203.0	202.0	93607596.0	94.91	201.02	82581261.0	82580772.0	81810909.0	667772.0	74198.0	28382.0	0.18	0.01	1.82	0.01	1.69	4023707.0	4.08	7351.0	0.01	0.01	0.23	0.06	32818	754821	196910
HK-015	102353522.0	202.0	96738120.0	94.51	200.92	87087479.0	87087008.0	86280034.0	698559.0	77969.0	30917.0	0.16	0.01	1.83	0.01	1.6	4447694.0	4.35	6279.0	0.01	0.01	0.22	0.05	41480	912551	207398
HK-022	111105129.0	202.0	105496087.0	94.95	201.01	90389565.0	90389121.0	89535144.0	729869.0	93807.0	30745.0	0.16	0.01	1.79	0.01	1.59	4433416.0	3.99	8454.0	0.01	0.01	0.2	0.06	43229	864572	259372
HK-025	128876946.0	202.0	121379717.0	94.18	200.83	98844421.0	98843764.0	97957690.0	770231.0	80854.0	35646.0	0.17	0.01	1.84	0.01	1.61	5158460.0	4.0	10832.0	0.01	0.01	0.42	0.06	47509	1995375	285054
HK-032	134588418.0	202.0	127105243.0	94.44	200.87	112022390.0	112021497.0	110946120.0	936289.0	98613.0	41368.0	0.17	0.01	1.82	0.01	1.57	5623804.0	4.18	10529.0	0.01	0.01	0.22	0.06	63753	1402570	382519
HK-035	127763452.0	202.0	121211158.0	94.87	201.06	105922307.0	105921720.0	104893343.0	888886.0	96834.0	43244.0	0.16	0.01	1.85	0.01	1.62	5111827.0	4.0	8311.0	0.01	0.01	0.18	0.07	55083	991493	385580
HK-047	104551268.0	202.0	98902817.0	94.6	200.94	88333948.0	88333419.0	87466340.0	741593.0	98171.0	27844.0	0.18	0.01	1.73	0.01	1.64	4444904.0	4.25	6927.0	0.01	0.01	0.18	0.07	46024	828429	322167
HK-061	81890145.0	202.0	77624240.0	94.79	201.05	69548466.0	69548033.0	68928033.0	533665.0	63849.0	22919.0	0.16	0.01	1.83	0.01	1.66	3329540.0	4.07	5425.0	0.01	0.01	0.17	0.06	38789	659416	232735
HK-070	52161601.0	202.0	48957541.0	93.86	200.48	45250185.0	45249984.0	44879981.0	316249.0	39060.0	14895.0	0.16	0.01	1.83	0.01	1.66	2606221.0	5.0	3188.0	0.01	0.01	0.2	0.05	22871	457424	114356
HK-071-001	158018584.0	202.0	147134877.0	93.11	200.95	139987180.0	139985994.0	138804036.0	1042654.0	100024.0	40466.0	0.16	0.01	1.81	0.01	1.72	8612692.0	5.45	17257.0	0.01	0.01	0.38	0.05	51222	1946427	256109
HK-071-004	45919323.0	202.0	43149605.0	93.97	200.64	38700195.0	38699953.0	38400160.0	258175.0	30483.0	11377.0	0.18	0.01	1.94	0.01	1.66	2266193.0	4.94	1783.0	0.0	0.01	0.26	0.05	15679	407665	78397
HK-073	124382135.0	202.0	117976887.0	94.85	200.93	104083812.0	104083079.0	103140931.0	810497.0	94280.0	38104.0	0.18	0.01	1.77	0.01	1.63	5232598.0	4.21	8560.0	0.01	0.01	0.22	0.06	40141	883103	240846
HK-075	116335357.0	202.0	109973609.0	94.53	200.89	96541600.0	96541099.0	95650153.0	770538.0	87441.0	33468.0	0.17	0.01	1.8	0.01	1.6	4886068.0	4.2	8718.0	0.01	0.01	0.21	0.06	52392	1100221	314349
HK-081	119954694.0	202.0	113596761.0	94.7	201.02	102893545.0	102892613.0	101978202.0	789079.0	91345.0	34919.0	0.16	0.01	1.76	0.01	1.63	5225887.0	4.36	7515.0	0.01	0.01	0.21	0.05	41649	874635	208246
HK-085	138647296.0	202.0	130716259.0	94.28	200.85	114198084.0	114197358.0	113137418.0	919786.0	102598.0	38282.0	0.17	0.01	1.8	0.01	1.58	6123428.0	4.42	8218.0	0.01	0.01	0.35	0.06	42843	1499492	257056
HK-087	122643342.0	202.0	115375129.0	94.07	200.87	102254084.0	102253509.0	101352843.0	766144.0	98820.0	36277.0	0.17	0.01	1.73	0.01	1.57	5237913.0	4.27	7498.0	0.01	0.01	0.3	0.06	54670	1640110	328022
HK-095	120040030.0	202.0	111797567.0	93.13	200.7	87782756.0	87782025.0	86879778.0	786615.0	79506.0	36857.0	0.16	0.01	1.71	0.01	1.67	5062145.0	4.22	7115.0	0.01	0.01	1.07	0.05	28081	3004714	140407
HK-100	138233048.0	202.0	129163706.0	93.44	200.87	110129218.0	110128390.0	109145245.0	828096.0	127259.0	28618.0	0.17	0.01	1.78	0.01	1.72	6476638.0	4.69	11576.0	0.01	0.01	0.26	0.06	78216	2033616	469296
HK-104	106047641.0	202.0	99555343.0	93.88	200.99	91883676.0	91883116.0	91054459.0	716839.0	84370.0	28008.0	0.17	0.01	1.78	0.01	1.63	5035441.0	4.75	8009.0	0.01	0.01	0.18	0.06	57954	1043171	347724
HK-107	113795950.0	202.0	107974351.0	94.88	200.96	94559428.0	94558735.0	93694455.0	751432.0	81578.0	31963.0	0.17	0.01	1.78	0.01	1.66	4645111.0	4.08	7788.0	0.01	0.01	0.18	0.07	44950	809100	314650
HK-108	124349413.0	202.0	117758839.0	94.7	200.99	104526499.0	104525865.0	103566461.0	830397.0	96476.0	33165.0	0.16	0.01	1.83	0.01	1.64	5207514.0	4.19	10624.0	0.01	0.01	0.18	0.07	52786	950148	369502
HK-114	47340522.0	202.0	44569143.0	94.15	200.68	40788309.0	40788142.0	40447338.0	288841.0	38761.0	13369.0	0.16	0.01	1.88	0.01	1.63	2270954.0	4.8	2680.0	0.01	0.01	0.25	0.05	16056	401407	80281
HK-115	125116867.0	202.0	118489849.0	94.7	200.97	103937839.0	103937262.0	102954012.0	850900.0	95777.0	37150.0	0.17	0.01	1.77	0.01	1.68	5193134.0	4.15	7242.0	0.01	0.01	0.2	0.07	50952	1019030	356660
HK-116	103095076.0	202.0	97302653.0	94.38	200.81	87114945.0	87114324.0	86313555.0	689273.0	82615.0	29502.0	0.17	0.01	1.81	0.01	1.6	4353678.0	4.22	8646.0	0.01	0.01	0.18	0.06	57204	1029671	343224
HK-119	112379863.0	202.0	106348018.0	94.63	201.08	99091716.0	99090989.0	98207676.0	765504.0	85396.0	33140.0	0.16	0.01	1.81	0.01	1.71	5069522.0	4.51	8275.0	0.01	0.01	0.19	0.06	36694	697189	220165
HK-124	127486863.0	202.0	120806565.0	94.76	201.03	108399018.0	108398281.0	107421458.0	854398.0	87422.0	35740.0	0.17	0.01	1.82	0.01	1.64	5380012.0	4.22	7315.0	0.01	0.01	0.21	0.07	44585	936289	312096
HK-126	145225149.0	202.0	138073000.0	95.08	200.98	120543091.0	120542505.0	119360203.0	1013246.0	126638.0	43004.0	0.17	0.01	1.78	0.01	1.58	5755948.0	3.96	13660.0	0.01	0.01	0.17	0.05	60110	1021878	300552
HK-127	111842198.0	202.0	106338498.0	95.08	200.99	93272892.0	93272199.0	92388023.0	763723.0	89394.0	31752.0	0.17	0.01	1.77	0.01	1.54	4472134.0	4.0	7858.0	0.01	0.01	0.19	0.07	37915	720387	265406
HK-131	108089581.0	202.0	102589571.0	94.91	201.03	88772552.0	88772048.0	87932480.0	734488.0	74042.0	31542.0	0.16	0.01	1.81	0.01	1.61	4472151.0	4.14	9196.0	0.01	0.01	0.2	0.07	36381	727616	254666
HK-133	40342088.0	202.0	37920481.0	94.0	200.38	34093310.0	34093210.0	33809678.0	243487.0	28930.0	11215.0	0.18	0.01	2.04	0.01	1.69	1891269.0	4.69	2021.0	0.01	0.01	0.29	0.05	15095	437748	75474
HK-134	121625184.0	202.0	114976083.0	94.53	200.92	87929627.0	87928859.0	87104643.0	687692.0	108934.0	28358.0	0.17	0.01	1.84	0.01	1.8	5112653.0	4.2	12392.0	0.01	0.01	0.27	0.06	44825	1210280	268951
HK-139	73471609.0	202.0	69711508.0	94.88	201.01	63416560.0	63416225.0	62851247.0	485667.0	59514.0	20132.0	0.17	0.01	1.88	0.01	1.71	2971717.0	4.04	4694.0	0.01	0.01	0.23	0.05	27024	621547	135119
HK006_0016	43720834.0	202.0	41061307.0	93.92	200.93	35849393.0	35849289.0	35545151.0	266967.0	27095.0	10180.0	0.17	0.01	1.85	0.01	1.57	2202356.0	5.04	3417.0	0.01	0.01	0.22	0.06	15647	344227	93880
HK010_0026	94076520.0	202.0	88692305.0	94.28	200.92	76260011.0	76259625.0	75589468.0	582079.0	59668.0	28796.0	0.2	0.01	1.85	0.01	1.6	4313022.0	4.58	9928.0	0.01	0.01	0.16	0.06	46142	738271	276852
HK011_0029	51124079.0	202.0	46386576.0	90.73	200.9	45216055.0	45215732.0	44868318.0	305217.0	29855.0	12665.0	0.16	0.01	1.82	0.01	1.64	3781912.0	7.4	3356.0	0.01	0.01	0.35	0.05	23225	812884	116126
HK024_0065	57721259.0	202.0	52281923.0	90.58	201.0	50441744.0	50441378.0	50062715.0	331914.0	32416.0	14699.0	0.15	0.0	1.79	0.01	1.71	4522685.0	7.84	4899.0	0.01	0.01	0.41	0.06	18995	778788	113969
HK028_0073	52686993.0	202.0	48686330.0	92.41	200.91	43998543.0	43998216.0	43622500.0	325734.0	37813.0	12496.0	0.16	0.01	1.93	0.01	1.61	3048610.0	5.79	3552.0	0.01	0.01	0.32	0.05	24961	798738	124803
HK044_0109	47634662.0	202.0	44338192.0	93.08	200.94	41019183.0	41018884.0	40705232.0	273507.0	28151.0	12293.0	0.15	0.01	1.78	0.01	1.56	2275497.0	4.78	3333.0	0.01	0.01	0.34	0.05	25441	864994	127205
HK044_0110	65245585.0	202.0	58671892.0	89.92	200.72	54167388.0	54167077.0	53726362.0	391353.0	34090.0	15583.0	0.19	0.0	1.81	0.01	1.52	5844118.0	8.96	11407.0	0.02	0.01	0.13	0.07	34198	444580	239389
HK085-001	89977167.0	202.0	84602297.0	94.03	200.82	72332756.0	72332427.0	71599220.0	634463.0	59804.0	39269.0	0.21	0.01	1.76	0.01	1.51	4035335.0	4.48	6494.0	0.01	0.01	0.2	0.05	51271	1025416	256354
HK088-001_2	44306707.0	202.0	42265043.0	95.39	199.78	34630918.0	34630742.0	34268757.0	322656.0	29108.0	10397.0	0.31	0.01	1.61	0.01	1.49	1547525.0	3.49	3367.0	0.01	0.08	0.51	0.09	57738	368079	64955
HK101-001	109202606.0	202.0	100442487.0	91.98	200.65	95223564.0	95222965.0	94462962.0	668073.0	61161.0	31368.0	0.21	0.01	1.96	0.01	1.58	6654861.0	6.09	8686.0	0.01	0.01	0.39	0.05	46590	1817029	232952
HK106-001	49798725.0	202.0	45266597.0	90.9	200.87	44636343.0	44635948.0	44308104.0	278964.0	37551.0	11724.0	0.16	0.0	1.78	0.01	1.64	3558119.0	7.15	4171.0	0.01	0.01	0.4	0.05	21083	843337	105417
HK117_001	69165747.0	202.0	62769581.0	90.75	200.77	59044045.0	59043680.0	58592438.0	399259.0	34172.0	18176.0	0.19	0.01	1.9	0.01	1.54	5637438.0	8.15	10672.0	0.02	0.01	0.11	0.05	44003	484036	220016
INMR_IV_615	81830585.0	202.0	75414743.0	92.16	200.65	60747836.0	60747401.0	60213653.0	470754.0	46160.0	17269.0	0.19	0.01	1.66	0.01	1.65	4704311.0	5.75	6539.0	0.01	0.01	0.27	0.04	53281	1438587	213124
MESP014_2	33575428.0	202.0	30594885.0	91.12	200.15	24364757.0	24364630.0	24198290.0	141754.0	18207.0	6506.0	0.19	0.01	1.81	0.01	1.78	2564196.0	7.64	2856.0	0.01	0.03	0.52	0.04	21025	364433	28033
NH12-843_Fibroblasts	23353004.0	202.0	21446863.0	91.84	200.11	18381261.0	18381193.0	18246096.0	118147.0	12417.0	4601.0	0.2	0.01	1.7	0.01	1.55	1721016.0	7.37	1697.0	0.01	0.03	0.29	0.04	15286	147761	20381
RGP_7_1_2	44590058.0	202.0	41755751.0	93.64	199.7	38439859.0	38439764.0	38156550.0	242288.0	29252.0	11769.0	0.49	0.01	1.73	0.0	1.65	2128443.0	4.77	2413.0	0.01	0.1	0.61	0.04	93793	572140	37517
RGP_7_2_2	43859201.0	202.0	41368774.0	94.32	199.74	37344505.0	37344403.0	37063812.0	239456.0	30021.0	11216.0	0.48	0.01	1.94	0.0	1.63	1838687.0	4.19	4201.0	0.01	0.1	0.56	0.04	92506	518031	37002
RGP_7_3_2	48141195.0	202.0	44736538.0	92.93	199.94	40611545.0	40611354.0	40303416.0	264536.0	30041.0	13552.0	0.44	0.01	1.87	0.0	1.56	2733624.0	5.68	3411.0	0.01	0.08	0.47	0.04	90525	531834	45263
RGP_7_4_2	38726349.0	202.0	33637043.0	86.86	198.4	30904637.0	30904551.0	30687731.0	184943.0	22469.0	9494.0	0.57	0.01	1.92	0.0	1.66	2028399.0	5.24	3802.0	0.01	0.72	6.45	0.04	305286	2734858	16960
RGP_7_5_2	44177458.0	202.0	41523690.0	93.99	199.89	38321864.0	38321753.0	38019888.0	259473.0	30790.0	11713.0	0.43	0.01	1.85	0.0	1.58	2042072.0	4.62	3105.0	0.01	0.09	0.5	0.04	86942	483009	38641
SWE_36223_1	61402107.0	202.0	54887610.0	89.39	200.38	46980766.0	46980618.0	46608432.0	322318.0	37127.0	12889.0	0.26	0.01	1.73	0.01	1.6	5804754.0	9.45	8044.0	0.01	0.07	0.29	0.05	119802	496324	85573
SWE_36326_1	62317527.0	202.0	57270830.0	91.9	200.24	47310832.0	47310641.0	46936681.0	318165.0	42371.0	13615.0	0.27	0.01	1.86	0.01	1.52	4128967.0	6.63	5054.0	0.01	0.08	0.37	0.05	146028	675380	91268
VCGS_DLS_FAM1_1	72323701.0	202.0	67883243.0	93.86	200.39	49785645.0	49785177.0	49392865.0	345143.0	30782.0	16855.0	0.29	0.01	2.38	0.01	1.88	3796304.0	5.25	4126.0	0.01	0.03	0.38	0.06	40853	517469	81706
VCGS_FAM11_32_2	45009403.0	202.0	41482712.0	92.16	199.91	37420974.0	37420824.0	37176263.0	208346.0	27754.0	8611.0	0.28	0.01	1.54	0.01	1.59	2730938.0	6.07	4598.0	0.01	0.07	0.64	0.04	73841	675119	42195
VCGS_FAM12_36_2	53300076.0	202.0	46803015.0	87.81	200.03	44052527.0	44052405.0	43747928.0	263932.0	28966.0	11701.0	0.26	0.01	1.84	0.0	1.5	5709937.0	10.71	6390.0	0.01	0.06	0.58	0.03	69916	675859	34958
VCGS_FAM147_459_2	61724511.0	202.0	57467235.0	93.1	200.79	57959218.0	57959022.0	57483843.0	427756.0	33755.0	13864.0	0.21	0.0	1.89	0.0	1.62	3159459.0	5.12	4221.0	0.01	0.02	0.52	0.06	36453	947783	109360
VCGS_FAM148_462_2	73594696.0	202.0	69542498.0	94.49	200.77	64014854.0	64014519.0	63471198.0	475779.0	50708.0	17169.0	0.22	0.01	2.08	0.01	1.52	3196978.0	4.34	4672.0	0.01	0.02	0.25	0.05	53159	664491	132898
VCGS_FAM149_465_2	74949007.0	202.0	70006644.0	93.41	200.97	62184072.0	62183722.0	61692019.0	430549.0	45027.0	16477.0	0.21	0.01	2.03	0.01	1.63	4165384.0	5.56	4920.0	0.01	0.02	0.57	0.04	24510	698530	49020
VCGS_FAM150_468_2	77809515.0	202.0	73054675.0	93.89	200.85	67192045.0	67191706.0	66622664.0	508201.0	43313.0	17867.0	0.23	0.01	2.04	0.01	1.52	3812918.0	4.9	5995.0	0.01	0.02	0.47	0.05	34664	814603	86660
VCGS_FAM1_1_2	52037988.0	202.0	47829945.0	91.91	199.99	43699758.0	43699533.0	43386303.0	264402.0	37397.0	11656.0	0.28	0.01	1.87	0.01	1.5	3355133.0	6.45	3527.0	0.01	0.07	0.55	0.03	91472	718709	39202
VCGS_FAM27_84_2	42571507.0	202.0	39730841.0	93.33	199.9	36148000.0	36147890.0	35905476.0	206642.0	26773.0	9109.0	0.28	0.01	1.68	0.01	1.62	2215937.0	5.21	3036.0	0.01	0.06	0.54	0.04	58284	524553	38856
VCGS_FAM29_90	46616418.0	202.0	42194754.0	90.51	200.81	40040935.0	40040654.0	39735112.0	270066.0	25077.0	10680.0	0.16	0.01	2.04	0.01	1.6	3359162.0	7.21	2431.0	0.01	0.01	0.53	0.05	17967	952267	89837
VCGS_FAM2_4_2	71204176.0	202.0	65806691.0	92.42	200.87	66122377.0	66122061.0	65543477.0	524996.0	37519.0	16385.0	0.2	0.01	2.44	0.0	1.53	3614388.0	5.08	4066.0	0.01	0.02	1.96	0.06	17441	1709265	52324
VCGS_FAM31_97_2	48756335.0	202.0	44110513.0	90.47	199.79	40342659.0	40342491.0	40060755.0	245417.0	26233.0	10254.0	0.29	0.01	1.67	0.01	1.61	3886154.0	7.97	5523.0	0.01	0.07	0.87	0.03	54423	676398	23324
VCGS_FAM39_123	37884317.0	202.0	34310782.0	90.57	200.83	30852178.0	30852014.0	30619351.0	203251.0	21447.0	8129.0	0.16	0.01	1.94	0.01	1.59	2790298.0	7.37	3704.0	0.01	0.01	0.48	0.04	14708	705992	58833
VCGS_FAM3_7_2	78212703.0	202.0	72447776.0	92.63	200.68	69497924.0	69497506.0	69006237.0	431947.0	41998.0	17742.0	0.22	0.01	2.03	0.01	1.63	4056164.0	5.19	6033.0	0.01	0.02	0.61	0.05	50080	1527449	125201
VCGS_FAM41_129_2	40972574.0	202.0	36904923.0	90.07	200.0	34448546.0	34448434.0	34199423.0	215016.0	25574.0	8533.0	0.28	0.01	1.77	0.0	1.46	3404022.0	8.31	2568.0	0.01	0.07	0.62	0.03	64270	569247	27544
VCGS_FAM42_132_2	43853569.0	202.0	40725277.0	92.87	199.86	36867738.0	36867619.0	36618356.0	214175.0	27226.0	7981.0	0.28	0.01	1.58	0.01	1.58	2385287.0	5.44	10123.0	0.02	0.07	0.58	0.04	74350	616046	42486
VCGS_FAM49_153	51278838.0	202.0	47066614.0	91.79	200.87	42721603.0	42721390.0	42348969.0	330174.0	29609.0	12851.0	0.17	0.01	2.11	0.01	1.56	3262118.0	6.36	2000.0	0.0	0.01	0.46	0.04	18590	855154	74361
VCGS_FAM4_13_2	51827728.0	202.0	47543477.0	91.73	199.98	41662521.0	41662327.0	41348370.0	266133.0	36755.0	11263.0	0.27	0.01	1.81	0.01	1.51	3411514.0	6.58	3023.0	0.01	0.06	0.59	0.03	76739	754605	38370
VCGS_FAM52_162_3	69186899.0	202.0	64722822.0	93.55	200.9	61683915.0	61683520.0	61226334.0	399472.0	42929.0	15180.0	0.23	0.01	1.88	0.01	1.6	3879069.0	5.61	4160.0	0.01	0.02	0.38	0.03	27016	513308	40524
VCGS_FAM58_181	46881542.0	202.0	43180988.0	92.11	200.95	41102463.0	41102224.0	40738607.0	322908.0	30329.0	10619.0	0.15	0.01	1.97	0.01	1.54	2611916.0	5.57	2025.0	0.0	0.01	0.85	0.05	11941	1014968	59704
VCGS_FAM61_190	58498020.0	202.0	54254866.0	92.75	200.88	49811771.0	49811559.0	49355728.0	402035.0	38399.0	15609.0	0.17	0.0	1.73	0.01	1.52	3324892.0	5.68	5986.0	0.01	0.01	0.36	0.05	21721	781951	108604
VCGS_FAM67_209	49519650.0	202.0	45656955.0	92.2	200.95	42910984.0	42910737.0	42565141.0	305505.0	29044.0	11294.0	0.16	0.01	1.88	0.01	1.58	2932023.0	5.92	3847.0	0.01	0.01	0.55	0.05	15194	835662	75969
