Sample	RNA-SeQCv2_mqc-generalstats-rna_seqcv2-Expression_Profiling_Efficiency	RNA-SeQCv2_mqc-generalstats-rna_seqcv2-Genes_Detected	RNA-SeQCv2_mqc-generalstats-rna_seqcv2-rRNA_Rate	STAR_mqc-generalstats-star-uniquely_mapped_percent	STAR_mqc-generalstats-star-uniquely_mapped	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
HK-070	0.94309	20180	0.00329281	93.86	48957541.0	42.32681530831288	50.0	101.0	0.0	109350543.0
HK-071-001	0.947668	22074	0.0033245	93.11	147134877.0	49.95980835024655	49.0	101.0	0.0	331411289.0
HK-071-004	0.947012	19383	0.00354706	93.97	43149605.0	43.291528898428396	50.0	101.0	0.0	96204793.0
HK-073	0.951375	22262	0.00343842	94.85	117976887.0	48.63509940381601	48.0	101.0	0.0	258265414.0
HK-075	0.94903	21918	0.00187855	94.53	109973609.0	46.277812259371956	47.0	101.0	0.0	241966614.0
HK-081	0.952368	21613	0.00226959	94.7	113596761.0	49.103643355704065	48.0	101.0	0.0	249229108.0
HK-085	0.954186	22206	0.00205343	94.28	130716259.0	50.16699942425078	48.0	101.0	9.090909090909092	289543166.0
HK-087	0.952096	21887	0.00429122	94.07	115375129.0	53.869863656101764	49.0	101.0	9.090909090909092	255247915.0
HK-095	0.931961	22385	0.0154622	93.13	111797567.0	74.94621102073255	49.0	101.0	9.090909090909092	252666455.0
HK-100	0.928955	22217	0.00470331	93.44	129163706.0	60.84616691353115	49.0	101.0	9.090909090909092	287087979.0
HK-104	0.953384	21352	0.00226559	93.88	99555343.0	46.260442398050195	49.0	101.0	0.0	220979806.0
HK-107	0.945766	22540	0.00365523	94.88	107974351.0	50.032681564224376	48.0	101.0	9.090909090909092	236131683.0
HK-108	0.942605	22486	0.00276755	94.7	117758839.0	48.48032589059024	48.0	101.0	0.0	258002271.0
HK-114	0.942104	19816	0.00196923	94.15	44569143.0	37.79969392703432	49.0	101.0	0.0	98995212.0
HK-115	0.947088	22645	0.0030706	94.7	118489849.0	49.65606478927358	48.0	101.0	0.0	260000276.0
HK-116	0.950103	21762	0.0026389	94.38	97302653.0	49.90624262812528	48.0	101.0	0.0	214094003.0
HK-119	0.95466	22026	0.00188166	94.63	106348018.0	46.09359045989366	49.0	101.0	0.0	233620295.0
HK-124	0.950842	22201	0.00240184	94.76	120806565.0	48.071395227033456	48.0	101.0	0.0	264758464.0
HK-126	0.948218	22857	0.00180786	95.08	138073000.0	49.631972834149806	48.0	101.0	0.0	301348731.0
HK-127	0.951476	21871	0.0035507	95.08	106338498.0	48.0626416022706	47.0	101.0	0.0	232158336.0
HK-131	0.945597	21958	0.00338751	94.91	102589571.0	49.757598948406034	47.0	101.0	0.0	224724248.0
HK-133	0.946385	19381	0.0027255	94.0	37920481.0	38.94790890313304	50.0	101.0	0.0	84759014.0
HK-134	0.902172	22308	0.00662089	94.53	114976083.0	57.70047552483171	48.0	101.0	9.090909090909092	253237854.0
HK-139	0.953797	20838	0.00322921	94.88	69711508.0	42.77028482361529	49.0	101.0	0.0	152361995.0
HK006_0016	0.931462	20065	0.00519038	93.92	41061307.0	46.054853610509184	49.0	101.0	0.0	91880735.0
HK010_0026	0.934361	22079	0.00445244	94.28	88692305.0	50.3053930241882	48.0	101.0	18.181818181818183	196488631.0
HK011_0029	0.937417	19965	0.00232034	90.73	46386576.0	41.53453150785646	50.0	101.0	0.0	109626580.0
HK024_0065	0.932305	20177	0.00308309	90.58	52281923.0	43.30757238966779	49.0	101.0	0.0	124333934.0
HK028_0073	0.946465	19341	0.00296128	92.41	48686330.0	42.8184102234721	49.0	101.0	0.0	111440246.0
HK044_0109	0.946486	19887	0.00322259	93.08	44338192.0	40.34461454826533	49.0	101.0	0.0	99739925.0
HK044_0110	0.910313	20852	0.00488199	89.92	58671892.0	43.2120123666633	51.0	101.0	0.0	180333722.0
HK085-001	0.937263	21857	0.0069552	94.03	84602297.0	54.25718028143448	48.0	101.0	18.181818181818183	188017729.0
HK088-001_2	0.939571	20575	0.0060004	95.39	42265043.0	36.44495338478845	47.0	101.0	0.0	91937755.0
HK101-001	0.944654	22077	0.00271245	91.98	100442487.0	47.16386276833535	49.0	101.0	0.0	230898572.0
HK106-001	0.938115	19480	0.00229711	90.9	45266597.0	41.16150336720516	50.0	101.0	0.0	106598599.0
HK117_001	0.919421	20897	0.00364984	90.75	62769581.0	43.86144590541922	51.0	101.0	0.0	182763969.0
INMR_IV_615	0.894694	22840	0.00507995	92.16	75414743.0	48.526596812239916	48.0	101.0	0.0	172710438.0
MESP014_2	0.88	20546	0.00698007	91.12	30594885.0	37.317570221635	48.0	101.0	0.0	72339112.0
NH12-843_Fibroblasts	0.901211	18569	0.00469192	91.84	21446863.0	28.89421396208533	48.0	101.0	0.0	50169504.0
RGP_7_1_2	0.932487	20513	0.00286198	93.64	41755751.0	35.834014402107044	50.0	101.0	0.0	93607363.0
RGP_7_2_2	0.930234	20486	0.00370017	94.32	41368774.0	35.87930727180624	50.0	101.0	0.0	91573742.0
RGP_7_3_2	0.924783	20927	0.00341099	92.93	44736538.0	37.64488384262498	50.0	101.0	0.0	101865746.0
RGP_7_4_2	0.85686	20818	0.00328583	86.86	33637043.0	39.89454590475561	50.0	101.0	0.0	84148718.0
RGP_7_5_2	0.931473	20531	0.00221792	93.99	41523690.0	34.956420578143124	50.0	101.0	0.0	92600278.0
SWE_36223_1	0.884271	21670	0.00639244	89.39	54887610.0	42.00738790043275	50.0	101.0	0.0	134171081.0
SWE_36326_1	0.903744	21886	0.00526462	91.9	57270830.0	40.28956363627586	49.0	101.0	0.0	132718788.0
VCGS_DLS_FAM1_1	0.930681	22021	0.013574	93.86	67883243.0	54.29218960792169	48.0	101.0	9.090909090909092	152309113.0
VCGS_FAM11_32_2	0.892746	21098	0.00415537	92.16	41482712.0	40.5164522990028	49.0	101.0	0.0	96182035.0
VCGS_FAM12_36_2	0.874423	21633	0.00294825	87.81	46803015.0	42.54743570888798	50.0	101.0	0.0	118607612.0
VCGS_FAM147_459_2	0.945061	20493	0.00286381	93.1	57467235.0	39.7582829110527	50.0	101.0	0.0	130213756.0
VCGS_FAM148_462_2	0.935785	21708	0.00238754	94.49	69542498.0	41.53056586492443	49.0	101.0	0.0	153603294.0
VCGS_FAM149_465_2	0.92515	22235	0.00415376	93.41	70006644.0	44.95565723975192	49.0	101.0	0.0	159047259.0
VCGS_FAM150_468_2	0.937492	21791	0.0037264	93.89	73054675.0	45.05049074128509	50.0	101.0	0.0	163794980.0
VCGS_FAM1_1_2	0.905956	21256	0.0045389	91.91	47829945.0	45.546320963099305	49.0	101.0	0.0	111377004.0
VCGS_FAM27_84_2	0.933846	19672	0.00220908	93.33	39730841.0	32.95988720765567	49.0	101.0	0.0	89858399.0
VCGS_FAM29_90	0.926168	19800	0.00208606	90.51	42194754.0	42.49839184260641	49.0	101.0	0.0	100370718.0
VCGS_FAM2_4_2	0.926435	21508	0.00322788	92.42	65806691.0	46.40525164427275	51.0	101.0	0.0	152773891.0
VCGS_FAM31_97_2	0.897091	20707	0.00171166	90.47	44110513.0	37.73874804442391	49.0	101.0	0.0	106150493.0
VCGS_FAM39_123	0.927343	19026	0.00356668	90.57	34310782.0	44.025449970026806	49.0	101.0	0.0	81451680.0
VCGS_FAM3_7_2	0.924133	21937	0.00311545	92.63	72447776.0	42.714955607972705	50.0	101.0	0.0	165221732.0
VCGS_FAM41_129_2	0.890259	20879	0.00334961	90.07	36904923.0	36.97140605491479	49.0	101.0	0.0	89250896.0
VCGS_FAM42_132_2	0.927668	19855	0.00223959	92.87	40725277.0	34.1208490839696	49.0	101.0	0.0	92763737.0
VCGS_FAM49_153	0.931875	19892	0.0021601	91.79	47066614.0	42.140594071754464	49.0	101.0	0.0	109136969.0
VCGS_FAM4_13_2	0.886346	21758	0.00489024	91.73	47543477.0	45.98068286644727	48.0	101.0	0.0	111301507.0
VCGS_FAM52_162_3	0.939766	20971	0.00291836	93.55	64722822.0	39.226841708260096	50.0	101.0	0.0	146283132.0
VCGS_FAM58_181	0.939435	19796	0.0018736	92.11	43180988.0	43.17384424923954	49.0	101.0	0.0	99990890.0
VCGS_FAM61_190	0.937946	20325	0.00251279	92.75	54254866.0	45.36368009621275	49.0	101.0	0.0	123578008.0
VCGS_FAM67_209	0.937975	19994	0.0018211	92.2	45656955.0	41.48777450630929	49.0	101.0	0.0	105266207.0
VCGS_FAM73_227_2	0.927142	21959	0.00329531	93.67	66180262.0	43.17529853437332	49.0	101.0	0.0	148717875.0
VCGS_FAM84_260	0.941075	19336	0.00347437	93.04	34156212.0	40.64825641262275	49.0	101.0	0.0	77596094.0
