Sample	Overlapping Genes	No Feature	Ambiguous Features	Multimapping	Unmapped
HK-116	86373199.0	2114205.0	8815249.0	4353678.0	948778.0
HK-119	94517255.0	2014773.0	9815990.0	5069522.0	765328.0
HK-124	106990044.0	2630827.0	11185694.0	5380012.0	988318.0
HK-126	122001085.0	3323215.0	12748700.0	5755948.0	1107568.0
HK-127	94121550.0	2350085.0	9866863.0	4472134.0	863992.0
HK-131	90496028.0	2511191.0	9582352.0	4472151.0	824188.0
HK-133	33550795.0	662747.0	3706939.0	1891269.0	557519.0
HK-134	99745545.0	6190010.0	9040528.0	5112653.0	1107401.0
HK-139	61981645.0	1391333.0	6338530.0	2971717.0	591400.0
HK006_0016	36293091.0	1155252.0	3612964.0	2202356.0	359135.0
HK010_0026	78309193.0	2674179.0	7708933.0	4313022.0	763768.0
HK011_0029	41258134.0	702278.0	4426164.0	3781912.0	607260.0
HK024_0065	46750149.0	851662.0	4680112.0	4522685.0	650090.0
HK028_0073	43630749.0	727083.0	4328498.0	3048610.0	588740.0
HK044_0109	39572673.0	955313.0	3810206.0	2275497.0	538246.0
HK044_0110	51571781.0	1285995.0	5814116.0	5844118.0	669120.0
HK085-001	73963507.0	2345940.0	8292850.0	4035335.0	898986.0
HK088-001_2	37055760.0	975709.0	4233574.0	1547525.0	837898.0
HK101-001	89062944.0	1642251.0	9737292.0	6654861.0	1449038.0
HK106-001	40561720.0	676991.0	4027886.0	3558119.0	621720.0
HK117_001	55361169.0	1376702.0	6031710.0	5637438.0	655182.0
INMR_IV_615	65037311.0	3714391.0	6663041.0	4704311.0	1059846.0
MESP014_2	26728053.0	1467426.0	2399406.0	2564196.0	519835.0
NH12-843_Fibroblasts	18772136.0	731760.0	1942967.0	1721016.0	313369.0
RGP_7_1_2	36665280.0	825367.0	4265104.0	2128443.0	883580.0
RGP_7_2_2	36262259.0	1009297.0	4097218.0	1838687.0	838275.0
RGP_7_3_2	39120151.0	995098.0	4621289.0	2733624.0	824255.0
RGP_7_4_2	29503097.0	748676.0	3385270.0	2028399.0	3500675.0
RGP_7_5_2	36183722.0	931936.0	4408032.0	2042072.0	784131.0
SWE_36223_1	47729648.0	1856780.0	5301182.0	5804754.0	862141.0
SWE_36326_1	49593579.0	1928013.0	5749238.0	4128967.0	987263.0
VCGS_DLS_FAM1_1	60292197.0	1917580.0	5673466.0	3796304.0	894785.0
VCGS_FAM11_32_2	35449933.0	1940105.0	4092674.0	2730938.0	885086.0
VCGS_FAM12_36_2	40253114.0	1739096.0	4810805.0	5709937.0	984360.0
VCGS_FAM147_459_2	50583513.0	1085385.0	5798337.0	3159459.0	868838.0
VCGS_FAM148_462_2	60655593.0	2058521.0	6828384.0	3196978.0	749034.0
VCGS_FAM149_465_2	60857389.0	2123011.0	7026244.0	4165384.0	856831.0
VCGS_FAM150_468_2	63812679.0	1855200.0	7386796.0	3812918.0	906369.0
VCGS_FAM1_1_2	40966144.0	1597527.0	5266274.0	3355133.0	966305.0
VCGS_FAM27_84_2	35626703.0	811244.0	3292894.0	2215937.0	754602.0
VCGS_FAM29_90	37371466.0	938961.0	3884327.0	3359162.0	710086.0
VCGS_FAM2_4_2	56953843.0	1533036.0	7319812.0	3614388.0	1893104.0
VCGS_FAM31_97_2	38664636.0	1432513.0	4013364.0	3886154.0	1005963.0
VCGS_FAM39_123	30564418.0	536343.0	3210021.0	2790298.0	540722.0
VCGS_FAM3_7_2	63327761.0	2437138.0	6682877.0	4056164.0	1266081.0
VCGS_FAM41_129_2	31531958.0	1404161.0	3968804.0	3404022.0	800788.0
VCGS_FAM42_132_2	36394283.0	901828.0	3429166.0	2385287.0	837629.0
VCGS_FAM49_153	41377722.0	840015.0	4848877.0	3262118.0	656662.0
VCGS_FAM4_13_2	39923758.0	2293235.0	5326484.0	3411514.0	988180.0
VCGS_FAM52_162_3	57108806.0	1413282.0	6200734.0	3879069.0	668569.0
VCGS_FAM58_181	38126390.0	842683.0	4211915.0	2611916.0	779650.0
VCGS_FAM61_190	47839077.0	1006471.0	5409318.0	3324892.0	652965.0
VCGS_FAM67_209	40633088.0	876833.0	4147034.0	2932023.0	644233.0
VCGS_FAM73_227_2	57166095.0	2112028.0	6902139.0	3700275.0	714875.0
VCGS_FAM84_260	30002265.0	623372.0	3530575.0	1917795.0	447760.0
