Sample	Overlapping Genes	No Feature	Ambiguous Features	Multimapping	Unmapped
BON_FC2_CHX_1	8796076.0	147900717.0	337810.0	10390498.0	1916920.0
BON_UC355_CHX_1	4103664.0	71116614.0	137186.0	4117017.0	750417.0
BON_UC522_1	3498666.0	56028166.0	151843.0	2894545.0	809696.0
HK-006	6413495.0	106158094.0	301942.0	5218659.0	896854.0
HK-010	5572967.0	87813245.0	221384.0	4023707.0	785115.0
HK-015	6118658.0	90284612.0	334850.0	4447694.0	878074.0
HK-022	6223859.0	99026944.0	245284.0	4433416.0	893388.0
HK-025	7534283.0	113423179.0	422255.0	5158460.0	1591315.0
HK-032	7996115.0	118754258.0	354870.0	5623804.0	1299716.0
HK-035	7394375.0	113496597.0	320186.0	5111827.0	954214.0
HK-047	6081408.0	92495921.0	325488.0	4444904.0	861416.0
HK-061	4771176.0	72650435.0	202629.0	3329540.0	609918.0
HK-070	2795030.0	46038526.0	123985.0	2606221.0	606591.0
HK-071-001	7972167.0	138791052.0	371658.0	8612692.0	1655835.0
HK-071-004	2581026.0	40437634.0	130945.0	2266193.0	488572.0
HK-073	7035113.0	110637761.0	304013.0	5232598.0	964322.0
HK-075	6800104.0	102887313.0	286192.0	4886068.0	1064727.0
HK-081	6844672.0	106396710.0	355379.0	5225887.0	900488.0
HK-085	8224058.0	122123496.0	368705.0	6123428.0	1454444.0
HK-087	6979531.0	108059333.0	336265.0	5237913.0	1327850.0
HK-095	7349400.0	103996366.0	451801.0	5062145.0	2477134.0
HK-100	6899042.0	121914405.0	350259.0	6476638.0	1505059.0
HK-104	5901034.0	93376843.0	277466.0	5035441.0	903829.0
HK-107	6459716.0	101190077.0	324558.0	4645111.0	908769.0
HK-108	7001859.0	110484570.0	272410.0	5207514.0	986939.0
HK-114	2573105.0	41888504.0	107534.0	2270954.0	464904.0
HK-115	7708971.0	110428715.0	352163.0	5193134.0	1054148.0
HK-116	5818670.0	91208873.0	275110.0	4353678.0	948778.0
HK-119	6411912.0	99618399.0	317707.0	5069522.0	765328.0
HK-124	7448390.0	113010409.0	347766.0	5380012.0	988318.0
HK-126	8423401.0	129310870.0	338729.0	5755948.0	1107568.0
HK-127	6570281.0	99488201.0	280016.0	4472134.0	863992.0
HK-131	6357364.0	95966240.0	265967.0	4472151.0	824188.0
HK-133	2424650.0	35398347.0	97484.0	1891269.0	557519.0
HK-134	6157252.0	108573724.0	245107.0	5112653.0	1107401.0
HK-139	4202457.0	65313487.0	195564.0	2971717.0	591400.0
HK006_0016	2319998.0	38628650.0	112659.0	2202356.0	359135.0
HK010_0026	4952469.0	83515860.0	223976.0	4313022.0	763768.0
HK011_0029	2802277.0	43425519.0	158780.0	3781912.0	607260.0
HK024_0065	2981730.0	49162477.0	137716.0	4522685.0	650090.0
HK028_0073	2788277.0	45772176.0	125877.0	3048610.0	588740.0
HK044_0109	2479927.0	41726070.0	132195.0	2275497.0	538246.0
HK044_0110	3740693.0	54685448.0	245751.0	5844118.0	669120.0
HK085-001	5395090.0	78923951.0	283256.0	4035335.0	898986.0
HK088-001_2	2769596.0	39402126.0	93321.0	1547525.0	837898.0
HK101-001	6267425.0	93768723.0	406339.0	6654861.0	1449038.0
HK106-001	2562487.0	42602584.0	101526.0	3558119.0	621720.0
HK117_001	3825849.0	58693821.0	249911.0	5637438.0	655182.0
INMR_IV_615	4254293.0	70940046.0	220404.0	4704311.0	1059846.0
MESP014_2	1567162.0	28965819.0	61904.0	2564196.0	519835.0
NH12-843_Fibroblasts	1226070.0	20163596.0	57197.0	1721016.0	313369.0
RGP_7_1_2	2704277.0	38921411.0	130063.0	2128443.0	883580.0
RGP_7_2_2	2649670.0	38601417.0	117687.0	1838687.0	838275.0
RGP_7_3_2	2941577.0	41640530.0	154431.0	2733624.0	824255.0
RGP_7_4_2	2144687.0	31389482.0	102874.0	2028399.0	3500675.0
RGP_7_5_2	2817079.0	38579807.0	126804.0	2042072.0	784131.0
SWE_36223_1	3328263.0	51405957.0	153390.0	5804754.0	862141.0
SWE_36326_1	3670328.0	53430396.0	170106.0	4128967.0	987263.0
VCGS_DLS_FAM1_1	3606301.0	64140959.0	135983.0	3796304.0	894785.0
VCGS_FAM11_32_2	2559940.0	38818605.0	104167.0	2730938.0	885086.0
VCGS_FAM12_36_2	2941073.0	43745571.0	116371.0	5709937.0	984360.0
VCGS_FAM147_459_2	3583671.0	53707474.0	176090.0	3159459.0	868838.0
VCGS_FAM148_462_2	4321386.0	65006889.0	214223.0	3196978.0	749034.0
VCGS_FAM149_465_2	4291857.0	65535056.0	179731.0	4165384.0	856831.0
VCGS_FAM150_468_2	4631175.0	68180337.0	243163.0	3812918.0	906369.0
VCGS_FAM1_1_2	3126239.0	44568596.0	135110.0	3355133.0	966305.0
VCGS_FAM27_84_2	2123554.0	37512979.0	94308.0	2215937.0	754602.0
VCGS_FAM29_90	2460491.0	39631636.0	102627.0	3359162.0	710086.0
VCGS_FAM2_4_2	4474915.0	61087078.0	244698.0	3614388.0	1893104.0
VCGS_FAM31_97_2	2515501.0	41503488.0	91524.0	3886154.0	1005963.0
VCGS_FAM39_123	2012163.0	32222146.0	76473.0	2790298.0	540722.0
VCGS_FAM3_7_2	4245964.0	68042939.0	158873.0	4056164.0	1266081.0
VCGS_FAM41_129_2	2381470.0	34410310.0	113143.0	3404022.0	800788.0
VCGS_FAM42_132_2	2243885.0	38372512.0	108880.0	2385287.0	837629.0
VCGS_FAM49_153	3094144.0	43807766.0	164704.0	3262118.0	656662.0
VCGS_FAM4_13_2	3138175.0	44260257.0	145045.0	3411514.0	988180.0
VCGS_FAM52_162_3	3872673.0	60691789.0	158360.0	3879069.0	668569.0
VCGS_FAM58_181	2592765.0	40496197.0	92026.0	2611916.0	779650.0
VCGS_FAM61_190	3413456.0	50672566.0	168844.0	3324892.0	652965.0
VCGS_FAM67_209	2663776.0	42881474.0	111705.0	2932023.0	644233.0
VCGS_FAM73_227_2	4188936.0	61786734.0	204592.0	3700275.0	714875.0
VCGS_FAM84_260	2210522.0	31851408.0	94282.0	1917795.0	447760.0
