Sample	total_reads	avg_input_read_length	uniquely_mapped	uniquely_mapped_percent	avg_mapped_read_length	num_splices	num_annotated_splices	num_GTAG_splices	num_GCAG_splices	num_ATAC_splices	num_noncanonical_splices	mismatch_rate	deletion_rate	deletion_length	insertion_rate	insertion_length	multimapped	multimapped_percent	multimapped_toomany	multimapped_toomany_percent	unmapped_mismatches_percent	unmapped_tooshort_percent	unmapped_other_percent	unmapped_mismatches	unmapped_tooshort	unmapped_other
227DJ_JP_M1	54364634.0	152.0	46783972.0	86.06	148.7	24365433.0	24364748.0	24118757.0	228022.0	12321.0	6333.0	1.04	0.01	1.37	0.0	1.39	5377334.0	9.89	13688.0	0.03	0.67	2.71	0.03	430223	1740154	19264
247DT_SH_M1	62138733.0	152.0	54368294.0	87.5	148.59	32098276.0	32097734.0	31745628.0	325537.0	17755.0	9356.0	1.03	0.01	1.43	0.0	1.43	5032623.0	8.1	12761.0	0.02	0.7	3.04	0.02	507324	2203236	14495
250DV_LR_M1	33925388.0	152.0	30941686.0	91.21	149.57	15213570.0	15213347.0	15068504.0	133106.0	8051.0	3909.0	0.29	0.01	1.44	0.0	1.4	2512791.0	7.41	3642.0	0.01	0.05	0.53	0.03	38301	405988	22980
251DW_SD_M1	31777825.0	152.0	29143704.0	91.71	149.67	14764828.0	14764613.0	14640408.0	112330.0	7802.0	4288.0	0.28	0.01	1.49	0.0	1.45	2223277.0	7.0	4096.0	0.01	0.05	0.42	0.03	40675	341668	24405
252DX_DC_M1	35756451.0	152.0	32597897.0	91.17	149.57	17847423.0	17847212.0	17658025.0	175664.0	8867.0	4867.0	0.3	0.01	1.47	0.0	1.41	2590445.0	7.24	3374.0	0.01	0.06	0.5	0.04	56473	470612	37649
253DY_HA_M1	30240585.0	152.0	27971616.0	92.5	149.67	13909215.0	13909011.0	13785231.0	110278.0	8898.0	4808.0	0.29	0.01	1.53	0.01	1.43	1867777.0	6.18	5079.0	0.02	0.06	0.46	0.05	41696	319670	34747
254DZ_WP_M1	68549593.0	152.0	62789929.0	91.6	150.08	34319254.0	34318301.0	33914853.0	378645.0	15363.0	10393.0	0.29	0.01	1.41	0.0	1.38	4711344.0	6.87	6733.0	0.01	0.06	0.65	0.03	84453	914908	42226
255EA_GC_M1	31247621.0	152.0	28709084.0	91.88	149.53	15050595.0	15050428.0	14907968.0	132103.0	7110.0	3414.0	0.28	0.01	1.56	0.0	1.41	2093782.0	6.7	3672.0	0.01	0.06	0.59	0.02	39500	388416	13167
26I_SK_M1	39521667.0	152.0	36228353.0	91.67	149.66	18984928.0	18984494.0	18784078.0	185229.0	9761.0	5860.0	0.3	0.01	1.44	0.0	1.4	2733474.0	6.92	3720.0	0.01	0.06	0.55	0.03	52136	477916	26068
361AL_CC_M1	59694051.0	152.0	51208696.0	85.79	148.54	27485810.0	27485054.0	27185414.0	274080.0	18676.0	7640.0	1.06	0.01	1.36	0.0	1.38	5862566.0	9.82	20319.0	0.03	0.72	3.02	0.05	494401	2073736	34333
373HQ_BTG_M1	94200335.0	152.0	85523268.0	90.79	149.05	40438136.0	40437396.0	40095151.0	299594.0	29069.0	14322.0	0.88	0.01	1.6	0.01	1.55	5678824.0	6.03	14890.0	0.02	0.45	2.24	0.03	493569	2456879	32905
37L_NA_M1	34815829.0	152.0	27626381.0	79.35	149.63	24933242.0	24933008.0	24668912.0	236783.0	19442.0	8105.0	0.37	0.0	1.41	0.0	1.49	6683515.0	19.2	68855.0	0.2	0.07	0.66	0.15	34768	327808	74502
41M_MW_M1	57702707.0	152.0	53242872.0	92.27	149.75	36973192.0	36972996.0	36621484.0	325124.0	18932.0	7652.0	0.3	0.01	1.32	0.0	1.43	3489156.0	6.05	2502.0	0.0	0.06	0.67	0.02	77454	864905	25818
46N_RL_M1	77285294.0	152.0	70622488.0	91.38	149.85	41268399.0	41267848.0	40801549.0	432166.0	23233.0	11451.0	0.31	0.01	1.56	0.0	1.43	5234448.0	6.77	7046.0	0.01	0.09	1.05	0.03	109332	1275536	36444
49O_NM_M1	315107488.0	152.0	285297873.0	90.54	149.78	166544464.0	166541046.0	164545493.0	1825654.0	125385.0	47932.0	0.27	0.01	1.5	0.0	1.4	25163661.0	7.99	71323.0	0.02	0.06	0.63	0.08	356465	3742880	475286
65T_CR_M1	66812590.0	152.0	60799065.0	91.0	150.08	31860283.0	31859783.0	31531844.0	300451.0	18655.0	9333.0	0.27	0.01	1.41	0.0	1.38	5012571.0	7.5	7654.0	0.01	0.07	0.69	0.03	88014	867566	37720
81AB_MM_M1	64204964.0	152.0	55705616.0	86.76	148.82	27953739.0	27952959.0	27633126.0	284609.0	27464.0	8540.0	1.04	0.01	1.39	0.0	1.37	6076856.0	9.46	22697.0	0.04	0.64	2.53	0.03	479959	1897338	22498
92AI_SM	49813550.0	202.0	44907021.0	90.15	200.05	33138319.0	33137135.0	32777391.0	330869.0	17519.0	12540.0	0.28	0.01	1.67	0.01	1.56	3334717.0	6.69	7741.0	0.02	0.13	0.44	0.3	233712	791024	539335
9C_DH_M1	72075991.0	152.0	65625171.0	91.05	150.08	32614334.0	32613890.0	32256477.0	317495.0	31551.0	8811.0	0.28	0.01	1.42	0.0	1.43	5392550.0	7.48	8374.0	0.01	0.07	0.73	0.03	88545	923403	37948
B09-24-1RNA_UNKNOWN	159214127.0	152.0	138419590.0	86.94	147.97	64855821.0	64853749.0	64194721.0	604396.0	38189.0	18515.0	1.29	0.01	1.48	0.0	1.42	11259588.0	7.07	24304.0	0.02	0.9	3.97	0.03	1746853	7705563	58228
B09-25-1RNA	30236759.0	152.0	27047585.0	89.45	149.26	13927979.0	13927719.0	13764737.0	153103.0	6368.0	3771.0	0.27	0.01	1.47	0.0	1.48	2212419.0	7.32	3474.0	0.01	0.03	1.02	0.03	27036	919210	27036
B09-40-1M	56932961.0	152.0	50098819.0	88.0	149.3	30492552.0	30492184.0	30203671.0	265764.0	15714.0	7403.0	0.6	0.01	1.47	0.0	1.43	5363933.0	9.42	28325.0	0.05	0.22	1.79	0.04	154739	1259011	28134
B10-02-1RNA	90288949.0	152.0	79810970.0	88.4	148.65	39830355.0	39829339.0	39414073.0	378979.0	23186.0	14117.0	0.71	0.01	1.45	0.0	1.45	6767030.0	7.49	17189.0	0.02	0.22	2.19	0.03	333044	3315301	45415
B11-11-1M	46759654.0	152.0	42867615.0	91.68	149.03	20800209.0	20800058.0	20572886.0	204404.0	18052.0	4867.0	0.66	0.01	1.41	0.0	1.4	2582598.0	5.52	4738.0	0.01	0.26	2.03	0.02	146850	1146557	11296
B11-48-1M	58381590.0	152.0	52437580.0	89.82	149.41	29121363.0	29120783.0	28835714.0	265091.0	13001.0	7557.0	0.63	0.01	1.4	0.0	1.37	4584227.0	7.85	3848.0	0.01	0.24	1.67	0.01	169492	1179381	7062
B12-21-1M	64650996.0	152.0	56824870.0	87.89	149.33	32619570.0	32618676.0	32287881.0	305690.0	17783.0	8216.0	0.62	0.01	1.44	0.0	1.37	6358644.0	9.84	18442.0	0.03	0.21	1.55	0.03	169999	1254755	24286
B12-30RNA	152447423.0	152.0	136828178.0	89.75	150.59	73456894.0	73456332.0	72817127.0	578222.0	39295.0	22250.0	0.3	0.01	1.47	0.0	1.48	7880647.0	5.17	17691.0	0.01	0.04	4.0	0.03	75881	7588115	56911
B13-07-1M	121236765.0	152.0	108123220.0	89.18	149.73	60576120.0	60574710.0	59889109.0	628637.0	43832.0	14542.0	0.52	0.01	1.42	0.0	1.41	10328830.0	8.52	14621.0	0.01	0.16	1.58	0.02	251827	2486789	31478
B13-07-1RNA	27819213.0	152.0	25198639.0	90.58	149.83	13145787.0	13145545.0	12990534.0	144601.0	7608.0	3044.0	0.2	0.01	1.47	0.0	1.41	1890875.0	6.8	2265.0	0.01	0.03	0.9	0.03	22732	681969	22732
B13-15RNA	41338413.0	152.0	37821183.0	91.49	149.21	17707661.0	17707357.0	17479932.0	210681.0	11573.0	5475.0	0.23	0.01	1.52	0.01	1.46	2282616.0	5.52	7060.0	0.02	0.03	1.09	0.04	31747	1153477	42329
B13-52-1M	54012818.0	152.0	49063154.0	90.84	149.24	23418993.0	23418569.0	23174504.0	219722.0	20250.0	4517.0	0.66	0.01	1.36	0.0	1.39	3687942.0	6.83	5161.0	0.01	0.24	1.62	0.03	159563	1077052	19945
B14-07RNA	37344647.0	152.0	34122273.0	91.37	150.67	17717147.0	17716633.0	17530775.0	170465.0	10539.0	5368.0	0.21	0.01	1.48	0.0	1.43	2474155.0	6.63	4659.0	0.01	0.02	0.37	0.04	34584	639807	69168
B14-117-1RNA-2	33286874.0	152.0	30064307.0	90.32	150.54	15195765.0	15195434.0	15041004.0	142119.0	8068.0	4574.0	0.2	0.01	1.47	0.0	1.45	2617167.0	7.86	3530.0	0.01	0.03	0.46	0.03	34723	532423	34723
B14-130-1M	61389142.0	152.0	54847930.0	89.34	149.49	30676169.0	30675542.0	30378258.0	267321.0	20679.0	9911.0	0.59	0.01	1.38	0.0	1.44	5163127.0	8.41	16390.0	0.03	0.22	1.56	0.02	166429	1180136	15130
B14-48-1RNA	26860728.0	152.0	24197998.0	90.09	150.1	11499797.0	11499501.0	11391677.0	96984.0	7314.0	3822.0	0.21	0.01	1.51	0.01	1.44	1946344.0	7.25	5468.0	0.02	0.03	0.64	0.04	30039	640827	40052
B14-70-1RNA	30951720.0	152.0	28359086.0	91.62	150.7	15186292.0	15186000.0	15026583.0	147488.0	8366.0	3855.0	0.2	0.01	1.49	0.0	1.41	2027428.0	6.55	3490.0	0.01	0.02	0.45	0.03	22469	505544	33703
B14-78-1-U	72962266.0	152.0	66278716.0	90.84	149.45	32961802.0	32961356.0	32658519.0	274550.0	19302.0	9431.0	0.61	0.01	1.42	0.0	1.51	5122832.0	7.02	6713.0	0.01	0.2	1.49	0.02	181755	1354075	18175
B15-15_1_1	150597359.0	202.0	140874261.0	93.54	200.02	101071161.0	101069958.0	100186629.0	807383.0	44709.0	32440.0	0.36	0.01	1.48	0.0	1.5	7273573.0	4.83	9663.0	0.01	0.11	0.98	0.05	235425	2097425	107011
B15-28_1_1	156324709.0	202.0	144973665.0	92.74	199.79	115956703.0	115955275.0	114927136.0	949191.0	51375.0	29001.0	0.4	0.01	1.44	0.0	1.54	8053193.0	5.15	8547.0	0.01	0.16	1.43	0.07	317041	2833557	138706
B16-48_1_1	119850294.0	202.0	110834725.0	92.48	199.51	79764083.0	79763397.0	78991813.0	690316.0	48734.0	33220.0	0.38	0.01	1.59	0.0	1.54	6719825.0	5.61	10916.0	0.01	0.14	1.07	0.06	251871	1925013	107945
BB0280_CH_AffF_2	33783811.0	202.0	32202546.0	95.32	200.61	27628016.0	27627828.0	27397555.0	209996.0	13252.0	7213.0	0.21	0.01	1.65	0.0	1.49	1277245.0	3.78	1312.0	0.0	0.04	0.36	0.04	27519	247670	27519
BEG_1025-1_T999	66262674.0	202.0	61372364.0	92.62	197.22	52636186.0	52635936.0	52032942.0	560253.0	24510.0	18481.0	0.2	0.0	1.61	0.0	1.49	3418376.0	5.16	3765.0	0.01	0.01	0.62	0.06	21278	1319224	127667
BEG_1078-1_T1071	88624696.0	202.0	82317620.0	92.88	197.24	69086960.0	69086560.0	68372783.0	668893.0	26151.0	19133.0	0.21	0.0	1.44	0.0	1.49	5136244.0	5.8	3731.0	0.0	0.01	0.15	0.05	55576	833644	277881
BEG_1111-1_T1105	64332032.0	202.0	59678879.0	92.77	200.58	54558620.0	54558247.0	53990999.0	510779.0	32399.0	24443.0	0.16	0.01	1.66	0.0	1.54	3499045.0	5.44	6062.0	0.01	0.01	0.31	0.06	30212	936564	181270
BEG_1230-1_T1227	40251847.0	202.0	37032275.0	92.0	197.24	31213412.0	31213124.0	30900187.0	287834.0	15586.0	9805.0	0.2	0.01	1.6	0.01	1.54	2329263.0	5.79	2112.0	0.01	0.01	0.69	0.04	12003	828184	48011
BEG_14-4_T65	59846545.0	202.0	54769204.0	91.52	197.08	48423032.0	48422680.0	47922525.0	466394.0	19945.0	14168.0	0.2	0.01	1.63	0.01	1.5	3398028.0	5.68	3269.0	0.01	0.01	0.43	0.08	32232	1385959	257853
BEG_1435-01_T1370	65318984.0	202.0	60539696.0	92.68	200.61	57491765.0	57491446.0	56815706.0	614277.0	23119.0	38663.0	0.17	0.01	1.65	0.0	1.56	3575722.0	5.47	3761.0	0.01	0.01	0.27	0.06	35288	952786	211730
BEG_1438-1_T1339	67473987.0	202.0	62656842.0	92.86	197.19	54428754.0	54428436.0	53842331.0	540737.0	26813.0	18873.0	0.21	0.01	1.58	0.0	1.49	3308593.0	4.9	2787.0	0.0	0.01	0.41	0.05	32038	1313540	160188
BEG_851-1_T840	75338044.0	202.0	68661957.0	91.14	197.14	45520208.0	45519962.0	45068165.0	407834.0	28646.0	15563.0	0.2	0.01	1.68	0.01	1.59	5204041.0	6.91	9604.0	0.01	0.01	0.97	0.13	13175	1277990	171277
BEG_887-1_T1240	71930904.0	202.0	64626281.0	89.84	197.36	54525444.0	54525090.0	54024318.0	445787.0	36429.0	18910.0	0.19	0.01	1.8	0.01	1.57	5861817.0	8.15	6930.0	0.01	0.01	1.22	0.06	11131	1357960	66785
BEG_916-1_T916	63006039.0	202.0	58423225.0	92.73	197.28	51879580.0	51879292.0	51267877.0	560311.0	34026.0	17366.0	0.18	0.0	1.67	0.0	1.48	3354905.0	5.32	4308.0	0.01	0.01	0.32	0.07	30590	978881	214130
BON_B09-27-1_1	30520299.0	202.0	27859314.0	91.28	197.48	20626895.0	20626694.0	20473320.0	140811.0	7863.0	4901.0	0.95	0.01	1.55	0.0	1.5	1501619.0	4.92	1876.0	0.01	0.72	2.02	0.06	297640	835046	24803
BON_B09-8_1	60903022.0	202.0	56517319.0	92.8	199.96	44634897.0	44634590.0	44144150.0	457533.0	22273.0	10941.0	0.49	0.01	1.77	0.0	1.52	3406847.0	5.59	3387.0	0.01	0.05	0.49	0.06	81289	796633	97547
BON_B12-33-2_1	30781001.0	202.0	28173088.0	91.53	197.6	17689320.0	17689176.0	17511331.0	164783.0	8285.0	4921.0	0.97	0.01	1.57	0.0	1.44	1453032.0	4.72	2419.0	0.01	0.74	2.14	0.09	287145	830393	34923
BON_B12-74-1_1	31049489.0	202.0	28369706.0	91.37	197.55	19972277.0	19972099.0	19798399.0	161420.0	7688.0	4770.0	0.95	0.01	1.53	0.0	1.45	1530806.0	4.93	1396.0	0.0	0.73	2.02	0.04	300263	830865	16453
BON_B12-76-1_2	41249922.0	202.0	37637394.0	91.24	198.65	25254544.0	25254317.0	25022291.0	206257.0	18283.0	7713.0	0.44	0.01	1.52	0.01	1.49	1913717.0	4.64	2581.0	0.01	0.45	3.13	0.05	210276	1462590	23364
BON_B13-55_1_2	101774809.0	202.0	93822039.0	92.19	199.81	66748463.0	66747877.0	66022264.0	631468.0	67774.0	26957.0	0.4	0.01	1.58	0.0	1.51	6118493.0	6.01	5953.0	0.01	0.17	1.06	0.06	240942	1502344	85038
BON_B14-163-1_2	32566840.0	202.0	30740584.0	94.39	199.42	21113354.0	21113123.0	20895113.0	203578.0	8585.0	6078.0	0.31	0.01	1.48	0.01	1.5	1451557.0	4.46	2143.0	0.01	0.08	0.48	0.06	48072	288430	36054
BON_B14-20_1	25157555.0	202.0	22714618.0	90.29	197.26	14371121.0	14370999.0	14236044.0	124023.0	7379.0	3675.0	1.03	0.01	1.52	0.0	1.45	1443424.0	5.74	1005.0	0.0	0.76	2.11	0.05	259886	721525	17098
BON_B14-60-1_2	47483970.0	202.0	44623939.0	93.98	197.93	30566405.0	30566074.0	30284436.0	254299.0	19576.0	8094.0	0.43	0.01	1.55	0.01	1.5	2232894.0	4.7	3548.0	0.01	0.09	0.55	0.06	80176	489963	53450
BON_B14-71-2_1	29632388.0	202.0	27196978.0	91.78	197.46	16458037.0	16457758.0	16316249.0	125798.0	10985.0	5005.0	0.95	0.01	1.63	0.01	1.48	1325841.0	4.47	2849.0	0.01	0.71	1.96	0.05	288886	797489	20344
BON_B14-75-1_1	28750906.0	202.0	26226573.0	91.22	197.44	17999325.0	17999177.0	17868845.0	115262.0	10069.0	5149.0	0.94	0.01	1.84	0.01	1.53	1472328.0	5.12	3127.0	0.01	0.71	2.04	0.06	265019	761463	22396
BON_B15-118_1	42822622.0	202.0	40547339.0	94.69	199.59	28216564.0	28216328.0	27902177.0	294461.0	12243.0	7683.0	0.32	0.01	1.53	0.01	1.48	1919999.0	4.48	2370.0	0.01	0.06	0.32	0.06	48125	256665	48125
BON_B15-76-2_2	44799047.0	202.0	42258333.0	94.33	199.69	29725801.0	29725525.0	29449298.0	246675.0	21421.0	8407.0	0.31	0.01	1.59	0.01	1.5	1962679.0	4.38	3061.0	0.01	0.11	0.66	0.06	76201	457208	41564
BON_B16-19_1	29199306.0	202.0	25648886.0	87.84	197.49	18344052.0	18343876.0	18197149.0	136314.0	6569.0	4020.0	0.94	0.01	1.63	0.0	1.46	1653428.0	5.66	1714.0	0.01	0.77	4.74	0.07	261535	1609967	23776
BON_B16-22_1	27370014.0	202.0	25240456.0	92.22	198.02	19612620.0	19612418.0	19440221.0	160276.0	7533.0	4590.0	0.86	0.01	1.71	0.0	1.46	1229718.0	4.49	1913.0	0.01	0.59	1.56	0.1	235456	622563	39908
BON_B16-53-1_1	102971937.0	202.0	90116446.0	87.52	199.15	31684706.0	31684155.0	31342568.0	315533.0	18211.0	8394.0	0.39	0.01	1.23	0.0	1.46	9589951.0	9.31	6252.0	0.01	0.18	2.22	0.04	240439	2965418	53431
BON_B16-75-1_2	43598970.0	202.0	41194961.0	94.49	200.0	28855504.0	28855277.0	28577740.0	253386.0	16561.0	7817.0	0.29	0.01	1.58	0.01	1.45	1994150.0	4.57	2475.0	0.01	0.06	0.38	0.04	50923	322512	33949
BON_B16_30_1_1	85157785.0	202.0	77896207.0	91.47	199.15	62282610.0	62282255.0	61860856.0	391755.0	21037.0	8962.0	0.44	0.01	1.35	0.0	1.63	4723618.0	5.55	3412.0	0.0	0.19	1.83	0.06	231521	2229915	73112
BON_B16_80_1_1	62582178.0	202.0	57065914.0	91.19	199.39	35711235.0	35711049.0	35458947.0	231283.0	14787.0	6218.0	0.4	0.01	1.39	0.0	1.47	4116990.0	6.58	2207.0	0.0	0.15	0.93	0.05	185451	1149799	61817
BON_B17-23_1	125146307.0	202.0	115668489.0	92.43	200.62	83830766.0	83829622.0	82785360.0	975634.0	45260.0	24512.0	0.23	0.01	1.62	0.01	1.51	6605263.0	5.28	8251.0	0.01	0.02	0.94	0.07	55618	2614025	194661
BON_B18-24_1	41943582.0	202.0	39029703.0	93.05	200.73	27688419.0	27688128.0	27377440.0	290493.0	12695.0	7791.0	0.22	0.01	1.63	0.01	1.46	2051171.0	4.89	2651.0	0.01	0.02	0.4	0.09	33728	674555	151775
BON_B18-25_1	44172117.0	202.0	40733549.0	92.22	200.66	27083580.0	27083266.0	26807586.0	245190.0	22684.0	8120.0	0.17	0.01	1.55	0.01	1.52	2145671.0	4.86	3345.0	0.01	0.01	0.54	0.06	21140	1141571	126841
BON_B18-54_1	47039976.0	202.0	43135986.0	91.7	200.52	27520348.0	27519973.0	27241127.0	258047.0	13154.0	8020.0	0.19	0.01	1.57	0.01	1.56	2296048.0	4.88	3875.0	0.01	0.02	0.46	0.06	59410	1366427	178230
BON_B19-57_1	61575123.0	202.0	57430158.0	93.27	200.01	41362259.0	41361819.0	40895778.0	432574.0	22837.0	11070.0	0.51	0.0	1.62	0.0	1.47	3299852.0	5.36	3468.0	0.01	0.03	0.34	0.07	57385	650362	133898
BON_UC219-1_1	27574680.0	202.0	25262170.0	91.61	197.19	17330897.0	17330748.0	17191029.0	127570.0	7590.0	4708.0	0.97	0.01	1.66	0.01	1.49	1176032.0	4.26	2078.0	0.01	0.77	2.29	0.06	279964	832621	21815
BON_UC473_1	29999777.0	202.0	27381516.0	91.27	197.22	17476430.0	17476272.0	17330151.0	132690.0	8718.0	4871.0	0.96	0.01	1.72	0.01	1.47	1356788.0	4.52	2504.0	0.01	0.76	2.33	0.06	303751	931237	23980
CLA_143BN_BB_2	79567266.0	152.0	68475335.0	86.06	148.79	36440839.0	36440519.0	36087340.0	325509.0	19410.0	8580.0	1.06	0.01	1.42	0.0	1.42	7483140.0	9.4	49089.0	0.06	0.65	3.0	0.06	623667	2878465	57569
CLA_179CI_GG_2	29165513.0	152.0	26100017.0	89.49	149.74	19703512.0	19703441.0	19587171.0	107352.0	6746.0	2243.0	0.35	0.01	1.42	0.0	1.41	2468360.0	8.46	71187.0	0.24	0.08	1.11	0.02	34773	482482	8693
CLA_180CJ_DP_2	104786137.0	152.0	86977677.0	83.0	148.2	33838022.0	33837286.0	33535412.0	266942.0	26172.0	9496.0	1.29	0.01	1.4	0.0	1.46	10723719.0	10.23	55118.0	0.05	0.78	5.11	0.02	927768	6078067	23789
CLA_214DF_AB_2	38933816.0	202.0	36553600.0	93.89	200.2	22708115.0	22707892.0	22506276.0	179970.0	14766.0	7103.0	0.27	0.01	1.55	0.01	1.52	1864325.0	4.79	5140.0	0.01	0.06	0.39	0.06	60088	390574	60088
CLA_329FK_RR_2	33781683.0	202.0	31774059.0	94.06	200.25	22620372.0	22620162.0	22418893.0	185654.0	10196.0	5629.0	0.27	0.01	1.52	0.01	1.42	1546652.0	4.58	1990.0	0.01	0.06	0.33	0.05	62588	344236	52157
CLA_338FT_DM_2	31488977.0	202.0	29529695.0	93.78	200.16	20039238.0	20039091.0	19863090.0	160068.0	10986.0	5094.0	0.25	0.01	1.55	0.01	1.49	1411636.0	4.48	2315.0	0.01	0.05	0.38	0.06	55646	422910	66775
CLA_62R_CaM_3	36106592.0	202.0	33810232.0	93.64	200.14	24184581.0	24184367.0	23886725.0	281648.0	10778.0	5430.0	0.27	0.01	1.5	0.0	1.42	1879220.0	5.2	1779.0	0.0	0.06	0.42	0.05	47022	329154	39185
CLA_79Z_CP_2	28756623.0	152.0	25891859.0	90.04	149.83	14066281.0	14066164.0	13935600.0	120007.0	7221.0	3453.0	0.37	0.01	1.49	0.0	1.44	2273458.0	7.91	3433.0	0.01	0.09	1.05	0.02	45611	532126	10136
HK018_0047_2	47483764.0	202.0	43929757.0	92.52	199.68	37592678.0	37592458.0	37294424.0	262397.0	23292.0	12565.0	0.43	0.01	1.59	0.01	1.65	2695475.0	5.68	4402.0	0.01	0.08	0.51	0.05	106766	680635	66729
HK060-0154	57489775.0	202.0	53114902.0	92.39	200.11	42248050.0	42247599.0	41711193.0	503162.0	21570.0	12125.0	0.17	0.01	1.58	0.0	1.51	2806232.0	4.88	2148.0	0.0	0.02	2.03	0.05	14919	1514277	37297
HK069-0177_2	44216519.0	202.0	41414338.0	93.66	200.52	38210250.0	38210105.0	37882868.0	303691.0	15225.0	8466.0	0.2	0.0	1.37	0.0	1.46	2046624.0	4.63	850.0	0.0	0.03	0.87	0.04	24086	698505	32115
HK072-001_2	67488767.0	202.0	62921983.0	93.23	200.36	54879975.0	54879587.0	54430152.0	407711.0	26091.0	16021.0	0.2	0.0	1.47	0.0	1.45	3708335.0	5.49	2180.0	0.0	0.04	0.92	0.03	34597	795725	25948
ICCV_458_10CC06258_02	59235596.0	202.0	54863117.0	92.62	199.55	47690122.0	47689830.0	47286098.0	366190.0	25740.0	12094.0	0.35	0.01	1.79	0.0	1.51	3315763.0	5.6	2486.0	0.0	0.13	0.92	0.06	123468	873776	56985
INMR_GB_408	46203791.0	202.0	42451323.0	91.88	200.7	34332234.0	34331867.0	34014372.0	287994.0	18256.0	11612.0	0.16	0.01	1.67	0.01	1.56	2601728.0	5.63	6988.0	0.02	0.02	0.42	0.09	43160	906370	194222
