Sample	Overlapping Genes	No Feature	Ambiguous Features	Multimapping	Unmapped
OUN_HK018_0047	78719256.0	3115414.0	9666544.0	7232472.0	1400063.0
OUN_HK047_0116	72174920.0	1528479.0	9158072.0	5112773.0	1319196.0
OUN_HK079_001	69385504.0	1116605.0	8598028.0	5244649.0	944468.0
OUN_HK080_001	71849802.0	1609353.0	9233853.0	5825541.0	1406914.0
OUN_HK081_001	85450091.0	1665875.0	10376991.0	6398708.0	1470094.0
OUN_HK112_001	79218694.0	3277111.0	10048069.0	6195476.0	1288353.0
OUN_HK116_001	77484581.0	1758307.0	9787075.0	5315458.0	2282330.0
OUN_HK124_001	41259797.0	1480975.0	5310909.0	2765971.0	696189.0
OUN_HK137_001	70416372.0	2297582.0	8532766.0	4041480.0	1457359.0
RGP_248_3	43585442.0	1556972.0	5497802.0	3542697.0	1338210.0
RGP_273_3	51295774.0	1260062.0	6183262.0	3182634.0	812889.0
RGP_54_3_2	47745314.0	909031.0	6184345.0	3366527.0	1194135.0
RGP_552_3	42759582.0	1039181.0	5138047.0	3988392.0	2080250.0
RGP_56_3_3	33779620.0	658526.0	4020105.0	2695097.0	792609.0
RGP_800_3_2	18957886.0	401013.0	2529750.0	967917.0	576882.0
RGP_800_3_3	118859619.0	2991752.0	15257477.0	8470981.0	1963461.0
T1244	26649343.0	2176811.0	2696101.0	2087200.0	634978.0
T238	34205089.0	1540654.0	3375587.0	2927906.0	811484.0
T850	25054164.0	2146957.0	2657434.0	1978299.0	682280.0
T892	25393278.0	1318797.0	2634337.0	2146654.0	762509.0
TOP_MAAC031_F_Muscle1	77047538.0	3449868.0	8568920.0	8424330.0	8478374.0
UC223-1RNA	27128507.0	1699890.0	2772033.0	2385699.0	1150570.0
UC305-1M	47424188.0	997017.0	4501976.0	5287493.0	2400686.0
UC316-1M	40410646.0	2400538.0	4072920.0	2698574.0	2091738.0
UC368-1M	53496684.0	2954821.0	5008036.0	5984352.0	2901105.0
UC393-1M	48982541.0	1411324.0	4682719.0	4736049.0	2455906.0
UC84-1RNA	21680664.0	709902.0	2279382.0	1806985.0	645728.0
UWA_FAM7_PT_D16-1243_2	66110794.0	2263984.0	7606279.0	7224097.0	2172246.0
