Sample	Uniquely mapped	Mapped to multiple loci	Mapped to too many loci	Unmapped: too many mismatches	Unmapped: too short	Unmapped: other
BON_B17-23_1	115668489.0	6605263.0	8251.0	55618.0	2614025.0	194661.0
BON_B18-24_1	39029703.0	2051171.0	2651.0	33728.0	674555.0	151775.0
BON_B18-25_1	40733549.0	2145671.0	3345.0	21140.0	1141571.0	126841.0
BON_B18-54_1	43135986.0	2296048.0	3875.0	59410.0	1366427.0	178230.0
BON_B19-57_1	57430158.0	3299852.0	3468.0	57385.0	650362.0	133898.0
BON_UC219-1_1	25262170.0	1176032.0	2078.0	279964.0	832621.0	21815.0
BON_UC473_1	27381516.0	1356788.0	2504.0	303751.0	931237.0	23980.0
CLA_143BN_BB_2	68475335.0	7483140.0	49089.0	623667.0	2878465.0	57569.0
CLA_179CI_GG_2	26100017.0	2468360.0	71187.0	34773.0	482482.0	8693.0
CLA_180CJ_DP_2	86977677.0	10723719.0	55118.0	927768.0	6078067.0	23789.0
CLA_214DF_AB_2	36553600.0	1864325.0	5140.0	60088.0	390574.0	60088.0
CLA_329FK_RR_2	31774059.0	1546652.0	1990.0	62588.0	344236.0	52157.0
CLA_338FT_DM_2	29529695.0	1411636.0	2315.0	55646.0	422910.0	66775.0
CLA_62R_CaM_3	33810232.0	1879220.0	1779.0	47022.0	329154.0	39185.0
CLA_79Z_CP_2	25891859.0	2273458.0	3433.0	45611.0	532126.0	10136.0
HK018_0047_2	43929757.0	2695475.0	4402.0	106766.0	680635.0	66729.0
HK060-0154	53114902.0	2806232.0	2148.0	14919.0	1514277.0	37297.0
HK069-0177_2	41414338.0	2046624.0	850.0	24086.0	698505.0	32115.0
HK072-001_2	62921983.0	3708335.0	2180.0	34597.0	795725.0	25948.0
ICCV_458_10CC06258_02	54863117.0	3315763.0	2486.0	123468.0	873776.0	56985.0
INMR_GB_408	42451323.0	2601728.0	6988.0	43160.0	906370.0	194222.0
INMR_GI_456	40767447.0	2692350.0	3589.0	38137.0	1296669.0	266961.0
INMR_HW_389	99702683.0	6584100.0	8785.0	79318.0	1586367.0	317273.0
INMR_HZ_401	106779156.0	6583108.0	19282.0	42274.0	1690968.0	507290.0
INMR_IG_561	106980249.0	6783448.0	11886.0	99703.0	1545404.0	448666.0
INMR_IK_581	96458023.0	7009598.0	11702.0	99039.0	1733184.0	297117.0
K1157-1-4	64472527.0	5017303.0	6772.0	128717.0	606808.0	128717.0
LIA_EDW01_1	25195246.0	1743336.0	1599.0	15727.0	460017.0	27522.0
LIA_MAS02_2	77010493.0	6872031.0	10844.0	73310.0	938363.0	117295.0
LIA_TIS03_2	23373093.0	1517170.0	2149.0	20865.0	318186.0	36513.0
MAN_1001_01_M1_D1	71307125.0	3912517.0	5028.0	16238.0	958038.0	129903.0
MAN_1438-01-M1	77768160.0	4804319.0	4635.0	20709.0	1014734.0	103544.0
MBEL028_001_3	32411434.0	1345221.0	729.0	24872.0	267377.0	18654.0
MBEL028_002_1	34942697.0	1546766.0	1028.0	18398.0	337302.0	24531.0
MBRU030_2	31893247.0	1262341.0	1252.0	19758.0	263438.0	26344.0
MCOP008_001_2	35806710.0	1706256.0	807.0	23291.0	442527.0	38818.0
MESP021_001_2	36363614.0	1531679.0	988.0	24634.0	394144.0	30793.0
MESP039_2	51163131.0	2289030.0	1629.0	82754.0	579276.0	35466.0
MGLA003_001_2	34993461.0	1789479.0	922.0	23004.0	460084.0	30672.0
MMAD002_001_2	28145315.0	1232449.0	763.0	51006.0	368378.0	22669.0
MTEH041_001_2	37295171.0	1539841.0	2017.0	19681.0	718363.0	19681.0
M_0146-01-H1	61799773.0	6056721.0	8804.0	486579.0	1822458.0	17694.0
NH11-441	45875913.0	2842844.0	4421.0	29458.0	544970.0	44187.0
NH12-1413	47674564.0	3263379.0	6511.0	29197.0	510956.0	58395.0
OUN_HK018_0047	91501214.0	7232472.0	7935.0	39418.0	1773815.0	197091.0
OUN_HK047_0116	82861471.0	5112773.0	6410.0	30236.0	1572259.0	151179.0
OUN_HK079_001	79100137.0	5244649.0	2639.0	20791.0	1060331.0	103954.0
OUN_HK080_001	82693008.0	5825541.0	4791.0	44647.0	1785887.0	223236.0
OUN_HK081_001	97492957.0	6398708.0	5127.0	29369.0	1703430.0	146847.0
OUN_HK112_001	92543874.0	6195476.0	12771.0	38360.0	1611131.0	230162.0
OUN_HK116_001	89029963.0	5315458.0	4149.0	26770.0	2302256.0	133852.0
OUN_HK124_001	48051681.0	2765971.0	2091.0	30836.0	1079242.0	185013.0
OUN_HK137_001	81246720.0	4041480.0	4147.0	23199.0	1763131.0	185593.0
RGP_248_3	50640216.0	3542697.0	2696.0	9856.0	1320752.0	39425.0
RGP_273_3	58739098.0	3182634.0	2552.0	22621.0	1040584.0	135728.0
RGP_54_3_2	54838690.0	3366527.0	3906.0	122600.0	809162.0	73560.0
RGP_552_3	48936810.0	3988392.0	6220.0	268865.0	1564930.0	34470.0
RGP_56_3_3	38458251.0	2695097.0	4349.0	67684.0	490711.0	50763.0
RGP_800_3_2	21888649.0	967917.0	673.0	8077.0	479258.0	10770.0
RGP_800_3_3	137108848.0	8470981.0	8523.0	61578.0	1970512.0	431050.0
T1244	31522255.0	2087200.0	4720.0	42786.0	427859.0	34229.0
T238	39121330.0	2927906.0	3447.0	54905.0	512447.0	27453.0
T850	29858555.0	1978299.0	4144.0	43012.0	437289.0	28675.0
T892	29346412.0	2146654.0	7840.0	51962.0	460233.0	29692.0
TOP_MAAC031_F_Muscle1	89066326.0	8424330.0	80151.0	255802.0	4754904.0	45141.0
UC223-1RNA	31600430.0	2385699.0	3360.0	25344.0	878583.0	25344.0
UC305-1M	52923181.0	5287493.0	7240.0	172322.0	1273687.0	7492.0
UC316-1M	46884104.0	2698574.0	4230.0	150717.0	1023623.0	12560.0
UC368-1M	61459541.0	5984352.0	9127.0	207266.0	1558642.0	41453.0
UC393-1M	55076584.0	4736049.0	13826.0	170862.0	1270319.0	14858.0
UC84-1RNA	24669948.0	1806985.0	1200.0	20059.0	671967.0	20059.0
UWA_FAM7_PT_D16-1243_2	75981057.0	7224097.0	10745.0	62848.0	1269540.0	125697.0
