Sample	Overlapping Genes	No Feature	Ambiguous Features	Multimapping	Unmapped
BON_B15-98_1_2	51152871.0	1571062.0	1936388.0	3052951.0	1153205.0
BON_B16-19_1	23561791.0	1109759.0	977336.0	1653428.0	2134025.0
BON_B16-22_1	23022121.0	1245091.0	973244.0	1229718.0	1036652.0
BON_B16-50_1_2	43465119.0	1048111.0	1737837.0	3484822.0	945890.0
BON_B16-53-1_1	81136737.0	5097630.0	3882079.0	9589951.0	4151866.0
BON_B16-57_1_2	35269660.0	1283520.0	1438805.0	2087161.0	848735.0
BON_B16-75-1_2	37198888.0	2383899.0	1612174.0	1994150.0	701988.0
BON_B16_30_1_1	72698057.0	2718316.0	2479834.0	4723618.0	2965790.0
BON_B16_80_1_1	52732736.0	2335377.0	1997801.0	4116990.0	1660878.0
BON_B17-23_1_R1	103056413.0	7451562.0	5160514.0	6605263.0	2345864.0
BON_B17-28_1_R1	116696310.0	3528734.0	3919136.0	10278782.0	1978913.0
BON_B18-24_1_R1	35099876.0	2064777.0	1865050.0	2051171.0	591106.0
BON_B18-25_1_R1	36251129.0	2337257.0	2145163.0	2145671.0	813358.0
BON_B18-54_1_R1	37727626.0	3481587.0	1926773.0	2296048.0	899171.0
BON_UC219-1_1	22176057.0	2108941.0	977172.0	1176032.0	1354245.0
BON_UC473_1	23900971.0	2343558.0	1136987.0	1356788.0	1484290.0
CLA_143BN_BB_2	33913218.0	33334283.0	1227834.0	7483140.0	4453467.0
CLA_179CI_GG_2	13116621.0	12321901.0	661495.0	2468360.0	944474.0
CLA_180CJ_DP_2	41329112.0	43941101.0	1707464.0	10723719.0	8623969.0
CLA_214DF_AB_2	31786488.0	3344540.0	1422572.0	1864325.0	589570.0
CLA_329FK_RR_2	28185016.0	2296224.0	1292819.0	1546652.0	482752.0
CLA_338FT_DM_2	26154124.0	2166547.0	1209024.0	1411636.0	505305.0
CLA_388HV_XX_1	3555048.0	3760477.0	140402.0	688463.0	258528.0
CLA_62R_CaM_2	202471.0	197234.0	8015.0	20940.0	28157.0
CLA_62R_CaM_3	30467524.0	1799868.0	1542840.0	1879220.0	551417.0
CLA_79Z_CP_2	12817657.0	12579380.0	494822.0	2273458.0	837370.0
HK006_0016_R1	38406046.0	1285066.0	1370195.0	2202356.0	359135.0
HK010_0026_R1	82822545.0	2939303.0	2930457.0	4313022.0	763768.0
HK011_0029_R1	43936087.0	797957.0	1652532.0	3781912.0	607260.0
HK018_0047_2	39896057.0	2224519.0	1809181.0	2695475.0	941365.0
HK024_0065_R1	49579321.0	947860.0	1754742.0	4522685.0	650090.0
HK028_0073_R1	46252458.0	832301.0	1601571.0	3048610.0	588740.0
HK044_0109_R1	41916340.0	1053508.0	1368344.0	2275497.0	538246.0
HK069-0177_2	38524410.0	1179487.0	1710441.0	2046624.0	829207.0
HK072-001_2	58334308.0	1802768.0	2784907.0	3708335.0	1207565.0
HK085-001_R1	78950363.0	2611760.0	3040174.0	4035335.0	898986.0
HK088-001_2	39613636.0	1092930.0	1558477.0	1547525.0	837898.0
HK101-001_R1	95135708.0	1843827.0	3462952.0	6654861.0	1449038.0
HK106-001_R1	42981925.0	758762.0	1525910.0	3558119.0	621720.0
ICCV_458_10CC06258_02	50374058.0	2108624.0	2380435.0	3315763.0	1515212.0
K1157-1-4	59268083.0	2478727.0	2725717.0	5017303.0	997590.0
LIA_EDW01_1	23479739.0	767376.0	948131.0	1743336.0	602075.0
LIA_MAS02_2	69784961.0	4214061.0	3011471.0	6872031.0	2030826.0
LIA_TIS03_2	20626337.0	1897317.0	849439.0	1517170.0	479305.0
MAN_0063_01_02	1450879.0	96959.0	52364.0	67316.0	87908.0
MAN_0063_01_03	223308.0	26222.0	13279.0	33477.0	57878.0
MAN_1001_01_M1_D1	66109537.0	2288197.0	2909391.0	3912517.0	997397.0
MBEL028_001_3	30335742.0	817664.0	1258028.0	1345221.0	434830.0
MBEL028_002_1	32633847.0	808952.0	1499898.0	1546766.0	520316.0
MBRU030_2	29620609.0	1002791.0	1269847.0	1262341.0	413870.0
MCOP008_001_2	33305498.0	981605.0	1519607.0	1706256.0	578208.0
MESP014_2	28024449.0	1620327.0	950109.0	2564196.0	519835.0
MESP021_001_2	33975663.0	883261.0	1504690.0	1531679.0	586080.0
MESP039_2	47865684.0	1294474.0	2002973.0	2289030.0	902010.0
MGLA003_001_2	32878791.0	751057.0	1363613.0	1789479.0	574452.0
MMAD002_001_2	26402885.0	637611.0	1104819.0	1232449.0	563426.0
MTEH041_001_2	34368837.0	1483814.0	1442520.0	1539841.0	976992.0
MUN_FAM1_CTRL_01_R1	39862604.0	2697121.0	1850381.0	2646034.0	767556.0
MUN_FAM1_CTRL_03_R1	32542831.0	2513618.0	1510122.0	1753423.0	567732.0
MUN_FAM1_CTRL_04_R1	32107496.0	493991.0	1650108.0	3955554.0	708015.0
MUN_FAM2_TOTALMDC1A1_02_R1	43132642.0	4760672.0	2147003.0	2550874.0	885969.0
MUN_FAM2_TOTALMDC1A1_03_R1	37476102.0	1691073.0	1860636.0	4194855.0	843375.0
MUN_FAM2_TOTALMDC1A1_04_R1	9966567.0	1262822.0	529124.0	506472.0	491531.0
MUN_FAM2_TOTALMDC1A1_05_R1	36285364.0	1989958.0	1670706.0	2001261.0	580787.0
MUN_FAM3_PARTIALMDC1A1_02_R1	17473044.0	1313938.0	791760.0	973562.0	458703.0
MUN_FAM3_PARTIALMDC1A1_03_R1	30974001.0	3328418.0	1556660.0	1642750.0	781889.0
MUN_FAM3_PARTIALMDC1A1_05_R1	10651238.0	394670.0	483345.0	818710.0	712340.0
MUN_FAM4_ATYPICALMDC1A_01_R3	36645172.0	1958488.0	1701677.0	2723269.0	706421.0
M_0146-01-H1	28909051.0	31543356.0	1347366.0	6056721.0	2972639.0
NH11-441	22148616.0	22943898.0	783399.0	2842844.0	488107.0
NH12-1413	22989764.0	23871533.0	813267.0	3263379.0	483527.0
NH12-843_Fibroblasts	19896234.0	793062.0	757567.0	1721016.0	313369.0
NH12-843_MyoD_Day5	38142361.0	2751401.0	1592100.0	3084181.0	1165161.0
OUN_HK018_0047_R1	83964883.0	3544220.0	3992111.0	7232472.0	1400063.0
OUN_HK047_0116_R1	77160297.0	1986091.0	3715083.0	5112773.0	1319196.0
OUN_HK079_001_R1	74012329.0	1464299.0	3623509.0	5244649.0	944468.0
OUN_HK080_001_R1	76760424.0	2041494.0	3891090.0	5825541.0	1406914.0
OUN_HK081_001_R1	91196493.0	2129584.0	4166880.0	6398708.0	1470094.0
OUN_HK112_001_R1	84808133.0	3744868.0	3990873.0	6195476.0	1288353.0
OUN_HK116_001_R1	82686329.0	2192923.0	4150711.0	5315458.0	2282330.0
OUN_HK124_001_R1	44275633.0	1698110.0	2077938.0	2765971.0	696189.0
OUN_HK137_001_R1	75333232.0	2658499.0	3254989.0	4041480.0	1457359.0
RGP_248_3	46207562.0	2104464.0	2328190.0	3542697.0	1338210.0
RGP_273_3_R1	54748025.0	1532655.0	2458418.0	3182634.0	812889.0
RGP_54_3_2	51415244.0	1127881.0	2295565.0	3366527.0	1194135.0
RGP_56_3_3	35971933.0	879711.0	1606607.0	2695097.0	792609.0
RGP_7_1_2	39236993.0	914816.0	1603942.0	2128443.0	883580.0
RGP_7_2_2	38734434.0	1120746.0	1513594.0	1838687.0	838275.0
RGP_7_3_2	41910494.0	1103852.0	1722192.0	2733624.0	824255.0
RGP_7_4_2	31530049.0	827509.0	1279485.0	2028399.0	3500675.0
RGP_7_5_2	38854813.0	1023257.0	1645620.0	2042072.0	784131.0
RGP_94_3_2	32686258.0	3074428.0	1817092.0	9209551.0	984102.0
RGP_94_4_2	32191788.0	3893955.0	1635363.0	8651652.0	1006772.0
RP-1118_MAN_1438-01-M1_R1_v2_RNA_OnPrem	70796051.0	3286041.0	3686068.0	4804319.0	971547.0
RP-1850_MUN_FAM1_CTRL_02_R1_v1_RNA_OnPrem	22683337.0	412626.0	1216121.0	1887455.0	532463.0
RP-1850_MUN_FAM3_PARTIALMDC1A1_01_R1_v2_RNA_OnPrem	115840569.0	8683610.0	5384682.0	6187333.0	1969273.0
RP-1850_MUN_FAM4_ATYPICALMDC1A_01_R1_v2_RNA_OnPrem	28711492.0	2172301.0	1251828.0	1464133.0	493911.0
RP-1850_MUN_FAM4_ATYPICALMDC1A_01_R2_v2_RNA_OnPrem	97552004.0	4687875.0	4591165.0	8636963.0	1821910.0
RP-1850_MUN_FAM5_SIBLINGMDC1A_01_R1_v2_RNA_OnPrem	27957476.0	1965299.0	1248390.0	1645747.0	593192.0
RP-1850_MUN_FAM5_SIBLINGMDC1A_01_R2_v2_RNA_OnPrem	28893341.0	1978925.0	1277400.0	1503223.0	474240.0
RP-1850_MUN_FAM5_SIBLINGMDC1A_01_R3_v2_RNA_OnPrem	28535200.0	2043216.0	1277988.0	1754368.0	1417509.0
RP-2034_RGP_800_3_2_v2_RNA_OnPrem	20357461.0	561414.0	969774.0	967917.0	576882.0
RP-2073_193CP_LS_R1_v3_RNA_OnPrem	104935768.0	6387957.0	4229828.0	7679668.0	1813384.0
RP-2073_92AI_SM_R1_v2_RNA_OnPrem	39292865.0	3268581.0	2345575.0	3334717.0	1106803.0
RP-2073_INMR_GB_408_R1_v2_RNA_OnPrem	37591428.0	3069521.0	1790374.0	2601728.0	685441.0
RP-2073_INMR_GI_456_R1_v2_RNA_OnPrem	37354440.0	1727323.0	1685684.0	2692350.0	857167.0
RP-2073_INMR_HW_389_R1_v3_RNA_OnPrem	87884478.0	7467666.0	4350539.0	6584100.0	1597971.0
RP-2073_INMR_HZ_401_R1_v3_RNA_OnPrem	96844467.0	5402791.0	4531898.0	6583108.0	1651907.0
RP-2073_INMR_IG_561_R1_v3_RNA_OnPrem	96106712.0	6534183.0	4339354.0	6783448.0	1517266.0
RP-2073_INMR_IK_581_R1_v3_RNA_OnPrem	83400733.0	8996020.0	4061270.0	7009598.0	1480387.0
RP-2073_INMR_IV_615_R1_v3_RNA_OnPrem	68824829.0	4003966.0	2585948.0	4704311.0	1059846.0
SRPK3_EM__1	29344655.0	868410.0	1170998.0	1287746.0	469954.0
SRPK3_JAP_1	30274627.0	677498.0	1360972.0	1407136.0	451585.0
SRPK3_USA_1	69188338.0	2554128.0	3324928.0	3884955.0	2939653.0
SWE_36223_1	50695390.0	2068274.0	2123946.0	5804754.0	862141.0
SWE_36326_1	52895434.0	2147511.0	2227885.0	4128967.0	987263.0
T1244	14980286.0	15974187.0	567782.0	2087200.0	634978.0
T238	19296768.0	19193403.0	631159.0	2927906.0	811484.0
T757	12987264.0	14804199.0	595900.0	1861413.0	756276.0
T850	14134978.0	15182736.0	540841.0	1978299.0	682280.0
T892	14306859.0	14504770.0	534783.0	2146654.0	762509.0
TOP_MAAC031_F_Muscle1	43793986.0	43446537.0	1825803.0	8424330.0	8478374.0
UC223-1RNA	15105620.0	15896171.0	598639.0	2385699.0	1150570.0
UC305-1M	26496924.0	25464794.0	961463.0	5287493.0	2400686.0
UC316-1M	22710957.0	23303836.0	869311.0	2698574.0	2091738.0
UC368-1M	29785348.0	30592838.0	1081355.0	5984352.0	2901105.0
UC393-1M	27564053.0	26606587.0	905944.0	4736049.0	2455906.0
UC84-1RNA	12276686.0	11954117.0	439145.0	1806985.0	645728.0
UWA_FAM7_PT_D16-1243_2	70625693.0	2710853.0	2644511.0	7224097.0	2172246.0
VCGS_DLS_FAM1_1_R1	63488834.0	2157507.0	2236902.0	3796304.0	894785.0
VCGS_FAM11_32_2	37737860.0	2085828.0	1659024.0	2730938.0	885086.0
VCGS_FAM12_36_2	42935764.0	1868609.0	1998642.0	5709937.0	984360.0
VCGS_FAM147_459_2	53952666.0	1214665.0	2299904.0	3159459.0	868838.0
VCGS_FAM148_462_2	64616620.0	2283576.0	2642302.0	3196978.0	749034.0
VCGS_FAM149_465_2	64715319.0	2356596.0	2934729.0	4165384.0	856831.0
VCGS_FAM150_468_2	68139465.0	2052942.0	2862268.0	3812918.0	906369.0
VCGS_FAM1_1_2	43793843.0	1757459.0	2278643.0	3355133.0	966305.0
VCGS_FAM22_69_2	48568690.0	2858713.0	2695219.0	3076638.0	1135869.0
VCGS_FAM26_81_2	35772881.0	2965018.0	1919028.0	2335691.0	823236.0
VCGS_FAM27_84_2	37604970.0	900269.0	1225602.0	2215937.0	754602.0
VCGS_FAM29_90_R1	39677366.0	1021719.0	1495669.0	3359162.0	710086.0
VCGS_FAM2_4_2	61155079.0	1703481.0	2948131.0	3614388.0	1893104.0
VCGS_FAM31_97_2	40975152.0	1535731.0	1599630.0	3886154.0	1005963.0
VCGS_FAM39_123_R1	32465637.0	597588.0	1247557.0	2790298.0	540722.0
VCGS_FAM3_7_2	67203523.0	2635330.0	2608923.0	4056164.0	1266081.0
VCGS_FAM41_129_2	33722577.0	1511585.0	1670761.0	3404022.0	800788.0
VCGS_FAM42_132_2	38489663.0	994366.0	1241248.0	2385287.0	837629.0
VCGS_FAM49_153_R1	44354003.0	925830.0	1786781.0	3262118.0	656662.0
VCGS_FAM4_13_2	42728728.0	2481412.0	2333337.0	3411514.0	988180.0
VCGS_FAM52_162_3	60712434.0	1555502.0	2454886.0	3879069.0	668569.0
VCGS_FAM58_181_R1	40545001.0	927010.0	1708977.0	2611916.0	779650.0
VCGS_FAM61_190_R1	51112435.0	1104193.0	2038238.0	3324892.0	652965.0
VCGS_FAM67_209_R1	43151917.0	958340.0	1546698.0	2932023.0	644233.0
VCGS_FAM73_227_2	61046507.0	2296641.0	2837114.0	3700275.0	714875.0
VCGS_FAM84_260_R1	32095552.0	684276.0	1376384.0	1917795.0	447760.0
VIL_17_097	49605360.0	1429531.0	2402764.0	3014648.0	810769.0
VIL_17_098	40831369.0	1635485.0	1977059.0	2193927.0	514899.0
VIL_17_099	50506789.0	1665199.0	2525972.0	2907043.0	772775.0
VIL_17_105	43709328.0	1305581.0	2030846.0	2347461.0	609168.0
VIL_17_106	54823420.0	1948248.0	2336927.0	2783171.0	586819.0
VIL_17_107	61346798.0	1973462.0	2875501.0	3505187.0	900765.0
VIL_17_110	44306600.0	2159234.0	2198738.0	2274040.0	563767.0
VIL_17_111	35836505.0	1206429.0	1723568.0	1778322.0	445416.0
VIL_17_120	54906268.0	1927101.0	2321098.0	2806825.0	714030.0
VIL_17_121	60375563.0	2059301.0	2804826.0	3456174.0	771697.0
VIL_17_141	46813997.0	1675528.0	1993605.0	2470341.0	510419.0
VIL_17_150	70336642.0	2387908.0	3176828.0	4376981.0	962934.0
VIL_17_151	65961085.0	1883640.0	3136642.0	4182649.0	879377.0
VIL_17_152	63967885.0	2071623.0	2920312.0	3780345.0	634005.0
VIL_17_163	22330441.0	760313.0	1209135.0	1338316.0	310060.0
VIL_17_164	46995158.0	1489960.0	2209693.0	2813641.0	641952.0
VIL_18_045	56834114.0	1759513.0	2568802.0	3423716.0	842207.0
VIL_18_046	41303279.0	1239862.0	1952586.0	2378586.0	602423.0
VIL_18_061	70275656.0	1892359.0	3569118.0	5329860.0	1283185.0
VIL_18_120	64218123.0	1644539.0	3103771.0	3884265.0	1128815.0
