Sample	Exonic	Intronic	Intergenic
BON_B18-54_1	0.874593	0.0786805	0.0190428
BON_B18-70_1	0.920256	0.0412729	0.0196782
BON_B18_65_CHX_1	0.90254	0.0419804	0.0364495
BON_B19-03_CHX_1	0.914952	0.0370005	0.0303543
BON_B19-45_CHX_1	0.906833	0.044698	0.0273437
BON_B19-52_CHX_1	0.910618	0.0364429	0.0362248
BON_B19-54_CHX_1	0.903929	0.04078	0.0348171
BON_B19-57_1	0.908418	0.0471131	0.0164484
BON_B19-59_CHX_1	0.905324	0.04118	0.0322568
BON_B20-13_1	0.902731	0.0577264	0.0169805
BON_B20_36_CHX_1	0.899449	0.0408593	0.0412067
BON_FC2_CHX-_1	0.925402	0.0342882	0.0275522
BON_FC2_CHX_1	0.916522	0.0364634	0.0289868
BON_UC219-1_1	0.871545	0.0777376	0.0217243
BON_UC355_CHX_1	0.916521	0.0366548	0.0287939
BON_UC473_1	0.866815	0.0794813	0.0223102
BON_UC522_1	0.941788	0.0309468	0.0141368
CLA_143BN_BB_2	0.90062	0.0343255	0.0463329
CLA_179CI_GG_2	0.939351	0.0180844	0.0261656
CLA_180CJ_DP_2	0.852354	0.0692035	0.0432644
CLA_214DF_AB_2	0.861184	0.0868254	0.0288908
CLA_329FK_RR_2	0.888218	0.068076	0.0203085
CLA_338FT_DM_2	0.887323	0.0671689	0.0221037
CLA_388HV_XX_1	0.86994	0.0631259	0.0499711
CLA_62R_CaM_2	0.937796	0.0312637	0.0157689
CLA_62R_CaM_3	0.909473	0.0479115	0.0181464
CLA_79Z_CP_2	0.910225	0.0354974	0.03847
HK-006	0.956565	0.0242625	0.00843385
HK-010	0.953866	0.0262621	0.00901409
HK-015	0.956395	0.0235073	0.00975179
HK-022	0.952797	0.027221	0.00958887
HK-025	0.926535	0.048382	0.00891166
HK-032	0.951587	0.0284065	0.0085292
HK-035	0.956604	0.0244281	0.00854661
HK-047	0.955285	0.024821	0.00899143
HK-061	0.957931	0.0230999	0.00917633
HK-070	0.949864	0.0259483	0.0126128
HK-071-001	0.954786	0.0239728	0.0103464
HK-071-004	0.953609	0.0233528	0.011182
HK-073	0.956486	0.0237306	0.00952793
HK-075	0.95476	0.0256828	0.00930857
HK-081	0.957295	0.0230904	0.00888048
HK-085	0.961251	0.0202791	0.00873005
HK-087	0.959076	0.0224016	0.00825787
HK-095	0.9471	0.0274345	0.00942577
HK-100	0.935593	0.0414016	0.00812352
HK-104	0.958692	0.0215786	0.00985771
HK-107	0.950837	0.0286355	0.0092945
HK-108	0.947619	0.031691	0.00921004
HK-114	0.948251	0.0270798	0.0136356
HK-115	0.952462	0.027218	0.00876193
HK-116	0.955723	0.0251306	0.00818591
HK-119	0.959192	0.0217851	0.00858968
HK-124	0.955925	0.0247511	0.00892247
HK-126	0.952992	0.0276027	0.00839933
HK-127	0.95646	0.025086	0.00795079
HK-131	0.950552	0.0281738	0.0100206
HK-133	0.954685	0.0228269	0.0115575
HK-134	0.90787	0.0646849	0.0101033
HK-139	0.959089	0.0224385	0.00859029
HK006_0016	0.936658	0.0349039	0.0150757
HK010_0026	0.939274	0.0353836	0.0120399
HK011_0029	0.944987	0.0208137	0.0238274
HK018_0047_2	0.912732	0.0449989	0.0222553
HK024_0065	0.939909	0.0230535	0.0266797
HK028_0073	0.953625	0.0190849	0.0180238
HK044_0109	0.953832	0.023436	0.0128452
HK044_0110	0.916083	0.0352637	0.0357837
HK060-0154	0.953295	0.0171589	0.0100534
HK069-0177_2	0.949214	0.0213219	0.00918939
HK072-001_2	0.946609	0.0201159	0.0110229
HK085-001	0.943253	0.0319532	0.0110605
HK088-001_2	0.951859	0.0239128	0.0101412
HK101-001	0.953173	0.0193717	0.0159235
HK106-001	0.946231	0.0212126	0.0217629
HK117_001	0.924682	0.0334287	0.0290928
ICCV_458_10CC06258_02	0.93405	0.031107	0.013976
INMR_GB_408	0.881894	0.0674043	0.0264367
INMR_GI_456	0.922213	0.0409168	0.0171831
INMR_HW_389	0.875701	0.0729147	0.0240378
INMR_HZ_401	0.911328	0.0479593	0.0193904
INMR_IG_561	0.897913	0.0575284	0.0216104
INMR_IK_581	0.852345	0.0893886	0.0323958
INMR_IV_615	0.902039	0.0610557	0.0196196
K1157-1-4	0.910965	0.0386995	0.029659
LIA_EDW01_1	0.931852	0.0282136	0.0236221
LIA_MAS02_2	0.892447	0.0526353	0.0337733
LIA_TIS03_2	0.874292	0.0779948	0.0283072
MAN_0063_01_02	0.90151	0.0554502	0.0200146
MAN_0063_01_03	0.8326	0.0798826	0.0466216
MAN_0694_01	0.817068	0.0509347	0.0453563
MAN_1001_01_M1_D1	0.944777	0.0236369	0.0144437
MAN_1438-01-M1	0.92779	0.0370402	0.0179653
MBEL028_001_3	0.957299	0.0181459	0.00890255
MBEL028_002_1	0.959423	0.0145728	0.00925047
MBRU030_2	0.950486	0.023967	0.0114002
MCOP008_001_2	0.949077	0.020304	0.00947867
MESP014_2	0.889566	0.0608356	0.0329501
MESP021_001_2	0.957315	0.0165179	0.00966207
MESP039_2	0.951163	0.0198103	0.0107738
MGLA003_001_2	0.9576	0.0157667	0.00887008
MMAD002_001_2	0.955305	0.0165414	0.0100285
MTEH041_001_2	0.937501	0.0316791	0.0125878
MUN_FAM1_CTRL_01	0.901047	0.0594379	0.0176162
MUN_FAM1_CTRL_02	0.939366	0.0213481	0.0221111
MUN_FAM1_CTRL_03	0.895563	0.0654788	0.0173399
MUN_FAM1_CTRL_04	0.917708	0.0291189	0.0348387
MUN_FAM2_TOTALMDC1A1_02	0.857879	0.0937906	0.0204892
MUN_FAM2_TOTALMDC1A1_03	0.887714	0.0520249	0.0425526
MUN_FAM2_TOTALMDC1A1_04	0.844166	0.107049	0.0214113
MUN_FAM2_TOTALMDC1A1_05	0.918956	0.0437128	0.017087
MUN_FAM3_PARTIALMDC1A1_01	0.897988	0.0625184	0.0162038
MUN_FAM3_PARTIALMDC1A1_02	0.89443	0.0642045	0.0200997
MUN_FAM3_PARTIALMDC1A1_03	0.862511	0.0915303	0.0191445
MUN_FAM3_PARTIALMDC1A1_05	0.928789	0.03163	0.0235266
MUN_FAM4_ATYPICALMDC1A_01_R1	0.894748	0.0638664	0.0201092
MUN_FAM4_ATYPICALMDC1A_01_R2	0.897361	0.050853	0.0319142
MUN_FAM4_ATYPICALMDC1A_01_R3	0.898294	0.0544925	0.0273064
MUN_FAM5_SIBLINGMDC1A_01_R1	0.899406	0.0609485	0.0192151
MUN_FAM5_SIBLINGMDC1A_01_R2	0.90511	0.0581732	0.0171193
MUN_FAM5_SIBLINGMDC1A_01_R3	0.895903	0.0624395	0.021644
M_0146-01-H1	0.876885	0.068782	0.0185477
NH11-441	0.908903	0.0532457	0.0188779
NH12-1413	0.905032	0.0531597	0.0220999
NH12-843_Fibroblasts	0.908966	0.0454264	0.0317423
NH12-843_MyoD_Day5	0.88174	0.0623552	0.0367113
OUN_HK018_0047	0.921524	0.0351542	0.0270856
OUN_HK047_0116	0.94844	0.0190009	0.0134212
OUN_HK079_001	0.950591	0.0152071	0.0156903
OUN_HK080_001	0.941027	0.0216376	0.0166853
OUN_HK081_001	0.947127	0.0184756	0.015952
OUN_HK112_001	0.92694	0.0341326	0.0212528
OUN_HK116_001	0.950308	0.01793	0.0141209
OUN_HK124_001	0.940303	0.0305964	0.013112
OUN_HK137_001	0.941844	0.0259343	0.0169187
RGP_1214_3_M1	0.950493	0.0232311	0.0115834
RGP_248_3	0.920888	0.0315669	0.0220553
RGP_273_3	0.951563	0.020682	0.0115631
RGP_54_3_2	0.949707	0.0179169	0.0141246
RGP_552_3	0.930109	0.0234858	0.0258481
RGP_554_3_2	0.827841	0.101857	0.0319821
RGP_558_3	0.8316	0.0972779	0.0281818
RGP_56_3_3	0.939797	0.0196813	0.0209922
RGP_673_3	0.78903	0.105949	0.0601541
RGP_677_3	0.758737	0.142256	0.06341
RGP_677_4	0.739402	0.141406	0.0708806
RGP_7_1_2	0.945382	0.0255409	0.0132541
RGP_7_2_2	0.942591	0.0302456	0.0107443
RGP_7_3_2	0.935575	0.0301471	0.018382
RGP_7_4_2	0.932642	0.0304118	0.0176862
RGP_7_5_2	0.94285	0.028669	0.0124977
RGP_800_3_2	0.952257	0.0178575	0.00953506
RGP_800_3_3	0.948126	0.0212012	0.0120695
RGP_94_3_2	0.832552	0.0731294	0.0258304
RGP_94_4_2	0.811608	0.0991308	0.0409969
SRPK3_EM__1	0.95497	0.0191934	0.00987708
SRPK3_JAP_1	0.961202	0.0150638	0.00836284
SRPK3_USA_1	0.940979	0.0242851	0.0159612
SWE_36223_1	0.892397	0.0512965	0.0397618
SWE_36326_1	0.91328	0.0451022	0.0254103
T1244	0.885894	0.0663651	0.0290301
T238	0.921504	0.0381445	0.0211197
T757	0.845359	0.0977113	0.0318549
T850	0.879567	0.0700052	0.0312419
T892	0.91072	0.0485618	0.026977
TOP_MAAC031_F_Muscle1	0.90604	0.0415724	0.0227884
UC223-1RNA	0.899327	0.0533816	0.0267043
UC305-1M	0.927821	0.0208016	0.0260062
UC316-1M	0.908256	0.0502851	0.0200468
UC368-1M	0.899772	0.0467786	0.0195693
UC393-1M	0.921058	0.028721	0.0341215
UC84-1RNA	0.932047	0.030919	0.0227656
UWA_FAM7_PT_D16-1243_2	0.91327	0.0359192	0.032595
VCGS_DLS_FAM1_1	0.938722	0.0311386	0.0156258
VCGS_FAM11_32_2	0.905039	0.0562383	0.0203307
VCGS_FAM12_36_2	0.885645	0.0529621	0.044208
VCGS_FAM147_459_2	0.954636	0.0216841	0.010482
VCGS_FAM148_462_2	0.942098	0.0339692	0.00945504
VCGS_FAM149_465_2	0.933472	0.0348763	0.0162489
VCGS_FAM150_468_2	0.945586	0.0290911	0.0110705
VCGS_FAM1_1_2	0.917508	0.043693	0.0202353
VCGS_FAM22_69_2	0.911611	0.0484568	0.017628
VCGS_FAM26_81_2	0.88221	0.0734526	0.0207
VCGS_FAM27_84_2	0.945263	0.025563	0.0170145
VCGS_FAM29_90	0.936053	0.0287927	0.0232251
VCGS_FAM2_4_2	0.948714	0.0266339	0.0104689
VCGS_FAM31_97_2	0.910973	0.0429484	0.0312943
VCGS_FAM39_123	0.936561	0.0279977	0.0255784
VCGS_FAM3_7_2	0.934926	0.0379682	0.0124023
VCGS_FAM41_129_2	0.902381	0.0501895	0.0299488
VCGS_FAM42_132_2	0.940001	0.0290684	0.0180669
VCGS_FAM49_153	0.940321	0.029194	0.0207463
VCGS_FAM4_13_2	0.897951	0.0599216	0.0219728
VCGS_FAM52_162_3	0.946417	0.0264866	0.0135339
VCGS_FAM58_181	0.951671	0.0228005	0.0141613
VCGS_FAM61_190	0.945246	0.027093	0.0174141
VCGS_FAM67_209	0.947075	0.0244851	0.0178924
VCGS_FAM73_227_2	0.933271	0.0380618	0.0127615
VCGS_FAM84_260	0.94939	0.0252508	0.014923
WAL_OTH2405f-Dec19	0.883796	0.0587888	0.0384606
WAL_OTH2405f-Feb20A	0.908014	0.0429493	0.0362469
WAL_OTH2405f-Feb20C	0.91128	0.0436364	0.0320333
WAL_OTH2406d-Dec19	0.899564	0.0509586	0.0353676
WAL_OTH2406d-Feb20A	0.903496	0.0457286	0.0385869
WAL_OTH2406d-Feb20B	0.885339	0.0493268	0.051775
WAL_OTH2407d-Dec19	0.897108	0.0536724	0.0339699
WAL_OTH2407d-Feb20A	0.905577	0.0430379	0.0390611
WAL_OTH2407d-Feb20B	0.909181	0.0417437	0.0370214
WAL_OTH2419f-Dec19	0.903734	0.0488446	0.0334918
WAL_OTH2419f-Feb20A	0.912291	0.0413542	0.0340883
WAL_OTH2419f-Feb20B	0.911171	0.0406648	0.0355522
