Sample	Overlapping Genes	No Feature	Ambiguous Features	Multimapping	Unmapped
HK-081	100848539.0	2286350.0	10461872.0	5225887.0	900488.0
HK-085	116027463.0	2321900.0	12366896.0	6123428.0	1454444.0
HK-087	102635538.0	2355832.0	10383759.0	5237913.0	1327850.0
HK-095	97424060.0	2673545.0	11699962.0	5062145.0	2477134.0
HK-100	114293846.0	4399609.0	10470251.0	6476638.0	1505059.0
HK-104	88865746.0	1845893.0	8843704.0	5035441.0	903829.0
HK-107	95540448.0	2721103.0	9712800.0	4645111.0	908769.0
HK-108	104099695.0	3273222.0	10385922.0	5207514.0	986939.0
HK-114	39671065.0	977780.0	3920298.0	2270954.0	464904.0
HK-115	103940277.0	2814872.0	11734700.0	5193134.0	1054148.0
HK-116	86373199.0	2114205.0	8815249.0	4353678.0	948778.0
HK-119	94517255.0	2014773.0	9815990.0	5069522.0	765328.0
HK-124	106990044.0	2630827.0	11185694.0	5380012.0	988318.0
HK-126	122001085.0	3323215.0	12748700.0	5755948.0	1107568.0
HK-127	94121550.0	2350085.0	9866863.0	4472134.0	863992.0
HK-131	90496028.0	2511191.0	9582352.0	4472151.0	824188.0
HK-133	33550795.0	662747.0	3706939.0	1891269.0	557519.0
HK-134	99745545.0	6190010.0	9040528.0	5112653.0	1107401.0
HK-139	61981645.0	1391333.0	6338530.0	2971717.0	591400.0
HK006_0016	36293091.0	1155252.0	3612964.0	2202356.0	359135.0
HK010_0026	78309193.0	2674179.0	7708933.0	4313022.0	763768.0
HK011_0029	41258134.0	702278.0	4426164.0	3781912.0	607260.0
HK018_0047_2	37534957.0	1990007.0	4404793.0	2695475.0	941365.0
HK024_0065	46750149.0	851662.0	4680112.0	4522685.0	650090.0
HK028_0073	43630749.0	727083.0	4328498.0	3048610.0	588740.0
HK044_0109	39572673.0	955313.0	3810206.0	2275497.0	538246.0
HK044_0110	51571781.0	1285995.0	5814116.0	5844118.0	669120.0
HK060-0154	46641880.0	982974.0	5490048.0	2806232.0	1954475.0
HK069-0177_2	36210527.0	899415.0	4304396.0	2046624.0	829207.0
HK072-001_2	54911070.0	1359230.0	6651683.0	3708335.0	1207565.0
HK085-001	73963507.0	2345940.0	8292850.0	4035335.0	898986.0
HK088-001_2	37055760.0	975709.0	4233574.0	1547525.0	837898.0
HK101-001	89062944.0	1642251.0	9737292.0	6654861.0	1449038.0
HK106-001	40561720.0	676991.0	4027886.0	3558119.0	621720.0
HK117_001	55361169.0	1376702.0	6031710.0	5637438.0	655182.0
ICCV_458_10CC06258_02	47413224.0	1805482.0	5644411.0	3315763.0	1515212.0
INMR_GB_408	35434149.0	2748868.0	4268306.0	2601728.0	685441.0
INMR_GI_456	34844818.0	1514506.0	4408123.0	2692350.0	857167.0
INMR_HW_389	82822729.0	6714627.0	10165327.0	6584100.0	1597971.0
INMR_HZ_401	90552089.0	4813290.0	11413777.0	6583108.0	1651907.0
INMR_IG_561	90221193.0	5820745.0	10938311.0	6783448.0	1517266.0
INMR_IK_581	78916529.0	8254911.0	9286583.0	7009598.0	1480387.0
INMR_IV_615	65037311.0	3714391.0	6663041.0	4704311.0	1059846.0
K1157-1-4	55144174.0	2140555.0	7187798.0	5017303.0	997590.0
LIA_EDW01_1	21978286.0	629576.0	2587384.0	1743336.0	602075.0
LIA_MAS02_2	65262867.0	3722673.0	8024953.0	6872031.0	2030826.0
LIA_TIS03_2	19287780.0	1781108.0	2304205.0	1517170.0	479305.0
MAN_0063_01_02	1357475.0	84922.0	157805.0	67316.0	87908.0
MAN_0063_01_03	215252.0	21531.0	26026.0	33477.0	57878.0
MAN_1001_01_M1_D1	61903555.0	1911177.0	7492393.0	3912517.0	997397.0
MAN_1438-01-M1	66949350.0	3019108.0	7799702.0	4804319.0	971547.0
MBEL028_001_3	28321774.0	634419.0	3455241.0	1345221.0	434830.0
MBEL028_002_1	30539969.0	577422.0	3825306.0	1546766.0	520316.0
MBRU030_2	27676588.0	850766.0	3365893.0	1262341.0	413870.0
MCOP008_001_2	31264025.0	747322.0	3795363.0	1706256.0	578208.0
MESP014_2	26728053.0	1467426.0	2399406.0	2564196.0	519835.0
MESP021_001_2	31673765.0	669443.0	4020406.0	1531679.0	586080.0
MESP039_2	44796927.0	1065439.0	5300765.0	2289030.0	902010.0
MGLA003_001_2	30804808.0	558856.0	3629797.0	1789479.0	574452.0
MMAD002_001_2	24582365.0	507809.0	3055141.0	1232449.0	563426.0
MTEH041_001_2	32341478.0	1247421.0	3706272.0	1539841.0	976992.0
MUN_FAM1_CTRL_01	37437542.0	2406731.0	4565833.0	2646034.0	767556.0
MUN_FAM1_CTRL_02	21495575.0	294709.0	2521800.0	1887455.0	532463.0
MUN_FAM1_CTRL_03	30665676.0	2230212.0	3670683.0	1753423.0	567732.0
MUN_FAM1_CTRL_04	30217877.0	329257.0	3704461.0	3955554.0	708015.0
MUN_FAM2_TOTALMDC1A1_02	40970000.0	4373804.0	4696513.0	2550874.0	885969.0
MUN_FAM2_TOTALMDC1A1_03	35330983.0	1472271.0	4224557.0	4194855.0	843375.0
MUN_FAM2_TOTALMDC1A1_04	9521218.0	1168436.0	1068859.0	506472.0	491531.0
MUN_FAM2_TOTALMDC1A1_05	34032348.0	1712762.0	4200918.0	2001261.0	580787.0
MUN_FAM3_PARTIALMDC1A1_01	109438474.0	7775616.0	12694771.0	6187333.0	1969273.0
MUN_FAM3_PARTIALMDC1A1_02	16477686.0	1185547.0	1915509.0	973562.0	458703.0
MUN_FAM3_PARTIALMDC1A1_03	29621198.0	3035063.0	3202818.0	1642750.0	781889.0
MUN_FAM3_PARTIALMDC1A1_05	9961964.0	320753.0	1246536.0	818710.0	712340.0
MUN_FAM4_ATYPICALMDC1A_01	34563765.0	1758841.0	3982731.0	2723269.0	706421.0
MUN_FAM4_ATYPICALMDC1A_01_R1	26987655.0	1962107.0	3185859.0	1464133.0	493911.0
MUN_FAM4_ATYPICALMDC1A_01_R2	91986493.0	4133087.0	10711464.0	8636963.0	1821910.0
MUN_FAM4_ATYPICALMDC1A_01_R3	34563765.0	1758841.0	3982731.0	2723269.0	706421.0
MUN_FAM5_SIBLINGMDC1A_01	26701227.0	1839466.0	3315711.0	1754368.0	1417509.0
MUN_FAM5_SIBLINGMDC1A_01_R1	26160724.0	1769022.0	3241419.0	1645747.0	593192.0
MUN_FAM5_SIBLINGMDC1A_01_R2	27037519.0	1774462.0	3337685.0	1503223.0	474240.0
MUN_FAM5_SIBLINGMDC1A_01_R3	26701227.0	1839466.0	3315711.0	1754368.0	1417509.0
M_0146-01-H1	52222215.0	4283811.0	5293747.0	6056721.0	2972639.0
NH11-441	39542261.0	2472033.0	3861619.0	2842844.0	488107.0
NH12-1413	41184945.0	2534448.0	3955171.0	3263379.0	483527.0
NH12-843_Fibroblasts	18772136.0	731760.0	1942967.0	1721016.0	313369.0
NH12-843_MyoD_Day5	36391389.0	2502592.0	3591881.0	3084181.0	1165161.0
OUN_HK018_0047	78719256.0	3115414.0	9666544.0	7232472.0	1400063.0
OUN_HK047_0116	72174920.0	1528479.0	9158072.0	5112773.0	1319196.0
OUN_HK079_001	69385504.0	1116605.0	8598028.0	5244649.0	944468.0
OUN_HK080_001	71849802.0	1609353.0	9233853.0	5825541.0	1406914.0
OUN_HK081_001	85450091.0	1665875.0	10376991.0	6398708.0	1470094.0
OUN_HK112_001	79218694.0	3277111.0	10048069.0	6195476.0	1288353.0
OUN_HK116_001	77484581.0	1758307.0	9787075.0	5315458.0	2282330.0
OUN_HK124_001	41259797.0	1480975.0	5310909.0	2765971.0	696189.0
OUN_HK137_001	70416372.0	2297582.0	8532766.0	4041480.0	1457359.0
RGP_248_3	43585442.0	1556972.0	5497802.0	3542697.0	1338210.0
RGP_273_3	51295774.0	1260062.0	6183262.0	3182634.0	812889.0
RGP_54_3_2	47745314.0	909031.0	6184345.0	3366527.0	1194135.0
RGP_552_3	42759582.0	1039181.0	5138047.0	3988392.0	2080250.0
RGP_554_3_2	55467073.0	6672184.0	5592298.0	9023452.0	1219673.0
RGP_558_3	56945841.0	7137901.0	5887856.0	11957868.0	1361799.0
RGP_56_3_3	33779620.0	658526.0	4020105.0	2695097.0	792609.0
RGP_7_1_2	36665280.0	825367.0	4265104.0	2128443.0	883580.0
RGP_7_2_2	36262259.0	1009297.0	4097218.0	1838687.0	838275.0
RGP_7_3_2	39120151.0	995098.0	4621289.0	2733624.0	824255.0
RGP_7_4_2	29503097.0	748676.0	3385270.0	2028399.0	3500675.0
RGP_7_5_2	36183722.0	931936.0	4408032.0	2042072.0	784131.0
RGP_800_3_2	18957886.0	401013.0	2529750.0	967917.0	576882.0
RGP_94_3_2	31155346.0	2849479.0	3572953.0	9209551.0	984102.0
RGP_94_4_2	30738352.0	3640808.0	3341946.0	8651652.0	1006772.0
SRPK3_EM__1	27345424.0	678666.0	3359973.0	1287746.0	469954.0
SRPK3_JAP_1	28271018.0	541845.0	3500234.0	1407136.0	451585.0
SRPK3_USA_1	64614059.0	2041078.0	8412257.0	3884955.0	2939653.0
SWE_36223_1	47729648.0	1856780.0	5301182.0	5804754.0	862141.0
SWE_36326_1	49593579.0	1928013.0	5749238.0	4128967.0	987263.0
T1244	26649343.0	2176811.0	2696101.0	2087200.0	634978.0
T238	34205089.0	1540654.0	3375587.0	2927906.0	811484.0
T757	23323184.0	2601688.0	2462491.0	1861413.0	756276.0
T850	25054164.0	2146957.0	2657434.0	1978299.0	682280.0
T892	25393278.0	1318797.0	2634337.0	2146654.0	762509.0
TOP_MAAC031_F_Muscle1	77047538.0	3449868.0	8568920.0	8424330.0	8478374.0
UC223-1RNA	27128507.0	1699890.0	2772033.0	2385699.0	1150570.0
UC305-1M	47424188.0	997017.0	4501976.0	5287493.0	2400686.0
UC316-1M	40410646.0	2400538.0	4072920.0	2698574.0	2091738.0
UC368-1M	53496684.0	2954821.0	5008036.0	5984352.0	2901105.0
UC393-1M	48982541.0	1411324.0	4682719.0	4736049.0	2455906.0
UC84-1RNA	21680664.0	709902.0	2279382.0	1806985.0	645728.0
UWA_FAM7_PT_D16-1243_2	66110794.0	2263984.0	7606279.0	7224097.0	2172246.0
VCGS_DLS_FAM1_1	60292197.0	1917580.0	5673466.0	3796304.0	894785.0
VCGS_FAM11_32_2	35449933.0	1940105.0	4092674.0	2730938.0	885086.0
VCGS_FAM12_36_2	40253114.0	1739096.0	4810805.0	5709937.0	984360.0
VCGS_FAM147_459_2	50583513.0	1085385.0	5798337.0	3159459.0	868838.0
VCGS_FAM148_462_2	60655593.0	2058521.0	6828384.0	3196978.0	749034.0
VCGS_FAM149_465_2	60857389.0	2123011.0	7026244.0	4165384.0	856831.0
VCGS_FAM150_468_2	63812679.0	1855200.0	7386796.0	3812918.0	906369.0
VCGS_FAM1_1_2	40966144.0	1597527.0	5266274.0	3355133.0	966305.0
VCGS_FAM22_69_2	45677592.0	2583352.0	5861678.0	3076638.0	1135869.0
VCGS_FAM26_81_2	33676573.0	2778469.0	4201885.0	2335691.0	823236.0
VCGS_FAM27_84_2	35626703.0	811244.0	3292894.0	2215937.0	754602.0
VCGS_FAM29_90	37371466.0	938961.0	3884327.0	3359162.0	710086.0
VCGS_FAM2_4_2	56953843.0	1533036.0	7319812.0	3614388.0	1893104.0
VCGS_FAM31_97_2	38664636.0	1432513.0	4013364.0	3886154.0	1005963.0
VCGS_FAM39_123	30564418.0	536343.0	3210021.0	2790298.0	540722.0
VCGS_FAM3_7_2	63327761.0	2437138.0	6682877.0	4056164.0	1266081.0
VCGS_FAM41_129_2	31531958.0	1404161.0	3968804.0	3404022.0	800788.0
VCGS_FAM42_132_2	36394283.0	901828.0	3429166.0	2385287.0	837629.0
VCGS_FAM49_153	41377722.0	840015.0	4848877.0	3262118.0	656662.0
VCGS_FAM4_13_2	39923758.0	2293235.0	5326484.0	3411514.0	988180.0
VCGS_FAM52_162_3	57108806.0	1413282.0	6200734.0	3879069.0	668569.0
VCGS_FAM58_181	38126390.0	842683.0	4211915.0	2611916.0	779650.0
VCGS_FAM61_190	47839077.0	1006471.0	5409318.0	3324892.0	652965.0
VCGS_FAM67_209	40633088.0	876833.0	4147034.0	2932023.0	644233.0
VCGS_FAM73_227_2	57166095.0	2112028.0	6902139.0	3700275.0	714875.0
VCGS_FAM84_260	30002265.0	623372.0	3530575.0	1917795.0	447760.0
VIL_17_097	46129900.0	1138841.0	6168914.0	3014648.0	810769.0
VIL_17_098	38009332.0	1373259.0	5061322.0	2193927.0	514899.0
VIL_17_099	47155995.0	1287365.0	6254600.0	2907043.0	772775.0
VIL_17_105	40889123.0	1054238.0	5102394.0	2347461.0	609168.0
VIL_17_106	51049830.0	1654326.0	6404439.0	2783171.0	586819.0
VIL_17_107	57010843.0	1638993.0	7545925.0	3505187.0	900765.0
VIL_17_110	41418455.0	1869300.0	5376817.0	2274040.0	563767.0
VIL_17_111	33236611.0	982154.0	4547737.0	1778322.0	445416.0
VIL_17_120	51198261.0	1615119.0	6341087.0	2806825.0	714030.0
VIL_17_121	56257214.0	1657510.0	7324966.0	3456174.0	771697.0
VIL_17_141	43335361.0	1445729.0	5702040.0	2470341.0	510419.0
VIL_17_150	65316574.0	1966233.0	8618571.0	4376981.0	962934.0
VIL_17_151	61366400.0	1525649.0	8089318.0	4182649.0	879377.0
VIL_17_152	59432887.0	1702763.0	7824170.0	3780345.0	634005.0
VIL_17_163	20916968.0	561170.0	2821751.0	1338316.0	310060.0
VIL_17_164	43771264.0	1194432.0	5729115.0	2813641.0	641952.0
VIL_18_045	52857938.0	1507131.0	6797360.0	3423716.0	842207.0
VIL_18_046	38475938.0	989978.0	5029811.0	2378586.0	602423.0
VIL_18_061	65600043.0	1429841.0	8707249.0	5329860.0	1283185.0
VIL_18_120	59829730.0	1261116.0	7875587.0	3884265.0	1128815.0
WAL_OTH2405f-Dec19	56275113.0	4716530.0	4849091.0	2967115.0	688550.0
WAL_OTH2405f-Feb20A	46249632.0	2980883.0	4280247.0	2894112.0	1388855.0
WAL_OTH2405f-Feb20C	53310243.0	3527601.0	5096786.0	2811977.0	1642158.0
WAL_OTH2406d-Dec19	48479382.0	3335036.0	4662869.0	2859089.0	637912.0
WAL_OTH2406d-Feb20A	49951618.0	3718290.0	4562751.0	2805592.0	1944203.0
WAL_OTH2406d-Feb20B	48480741.0	3302689.0	4743188.0	4588036.0	2293039.0
WAL_OTH2407d-Dec19	51587945.0	3759054.0	4825856.0	2707183.0	890624.0
WAL_OTH2407d-Feb20A	60001969.0	4031902.0	5371252.0	3858113.0	1892457.0
WAL_OTH2407d-Feb20B	66421565.0	4361623.0	5967657.0	4050327.0	2203064.0
WAL_OTH2419f-Dec19	51777157.0	3407889.0	5033320.0	2942858.0	762157.0
WAL_OTH2419f-Feb20A	54383535.0	3584561.0	4971884.0	2893636.0	1567078.0
WAL_OTH2419f-Feb20B	42810002.0	2728352.0	4060047.0	2554120.0	1569155.0
