Sample	Top over-represented sequence	Sum of remaining over-represented sequences
MUN_FAM1_CTRL_02	0.184030246462065	0.21777357074088477
MUN_FAM1_CTRL_03	0.0	0.0
MUN_FAM1_CTRL_04	0.40396940115421465	0.10773070734575563
MUN_FAM2_TOTALMDC1A1_02	0.12573978578205802	0.0
MUN_FAM2_TOTALMDC1A1_03	0.0	0.0
MUN_FAM2_TOTALMDC1A1_04	0.15718940326621486	0.0
MUN_FAM2_TOTALMDC1A1_05	0.0	0.0
MUN_FAM3_PARTIALMDC1A1_01	0.20464010150270948	0.0
MUN_FAM3_PARTIALMDC1A1_02	0.2198366372366166	0.12891573173509416
MUN_FAM3_PARTIALMDC1A1_03	0.11368533413890777	0.0
MUN_FAM3_PARTIALMDC1A1_05	3.060072469114532	0.4731812431352216
MUN_FAM4_ATYPICALMDC1A_01_R1	0.0	0.0
MUN_FAM4_ATYPICALMDC1A_01_R2	0.13451912255938553	0.0
MUN_FAM4_ATYPICALMDC1A_01_R3	0.0	0.0
MUN_FAM5_SIBLINGMDC1A_01_R1	0.6067352077060313	0.0
MUN_FAM5_SIBLINGMDC1A_01_R2	0.36227814048268153	0.0
MUN_FAM5_SIBLINGMDC1A_01_R3	0.36366010695040485	0.2676134807595827
M_0146-01-H1	0.0	0.0
NH11-441	0.0	0.0
NH12-1413	0.0	0.0
NH12-843_Fibroblasts	0.34309288766339013	0.0
NH12-843_MyoD_Day5	0.0	0.0
OUN_HK018_0047	0.0	0.0
OUN_HK047_0116	0.10506818251698716	0.0
OUN_HK079_001	0.1025862162112156	0.0
OUN_HK080_001	0.0	0.0
OUN_HK081_001	0.11431750493706866	0.0
OUN_HK112_001	0.0	0.0
OUN_HK116_001	0.0	0.0
OUN_HK124_001	0.0	0.0
OUN_HK137_001	0.0	0.0
RGP_1214_3_M1	0.1425597939212452	0.0
RGP_248_3	0.0	0.0
RGP_273_3	0.0	0.0
RGP_54_3_2	0.12396951557610875	0.0
RGP_552_3	0.15577942814430593	0.0
RGP_554_3_2	1.3438554631658524	2.9081169597147807
RGP_558_3	0.43732652451261256	1.2875905012405156
RGP_56_3_3	0.0	0.0
RGP_673_3	0.2745439169996736	0.0
RGP_677_3	0.3636042672852718	0.0
RGP_677_4	0.6935698975061946	0.22404850633066176
RGP_7_1_2	0.0	0.0
RGP_7_2_2	0.0	0.0
RGP_7_3_2	0.0	0.0
RGP_7_4_2	0.0	0.0
RGP_7_5_2	0.0	0.0
RGP_800_3_2	0.11294905227419345	0.0
RGP_800_3_3	0.12077403780283309	0.0
RGP_94_3_2	3.074753865686487	7.907528677891635
RGP_94_4_2	2.111097144149152	5.880372321583255
SRPK3_EM__1	0.166809049124246	0.0
SRPK3_JAP_1	0.16049568965032693	0.10441297383437995
SRPK3_USA_1	0.0	0.0
SWE_36223_1	0.2351781007115833	0.10615402286279557
SWE_36326_1	0.1376866099771797	0.0
T1244	0.0	0.0
T238	0.0	0.0
T757	0.0	0.0
T850	0.0	0.0
T892	0.0	0.0
TOP_MAAC031_F_Muscle1	0.6942470670274804	0.0
UC223-1RNA	0.0	0.0
UC305-1M	0.0	0.0
UC316-1M	0.0	0.0
UC368-1M	0.0	0.0
UC393-1M	0.0	0.0
UC84-1RNA	0.0	0.0
UWA_FAM7_PT_D16-1243_2	0.15623214281490708	0.10311535956704312
VCGS_DLS_FAM1_1	0.0	0.0
VCGS_FAM11_32_2	0.0	0.0
VCGS_FAM12_36_2	0.2902452837512655	0.0
VCGS_FAM147_459_2	0.0	0.0
VCGS_FAM148_462_2	0.0	0.0
VCGS_FAM149_465_2	0.0	0.0
VCGS_FAM150_468_2	0.0	0.0
VCGS_FAM1_1_2	0.12571356291824837	0.0
VCGS_FAM22_69_2	0.0	0.0
VCGS_FAM26_81_2	0.0	0.0
VCGS_FAM27_84_2	0.12193517937037805	0.0
VCGS_FAM29_90	0.16526533166774796	0.0
VCGS_FAM2_4_2	0.9681497213421107	0.2515095985871042
VCGS_FAM31_97_2	0.26751265300293986	0.10044418729171611
VCGS_FAM39_123	0.0	0.0
VCGS_FAM3_7_2	0.0	0.0
VCGS_FAM41_129_2	0.19225017079940576	0.0
VCGS_FAM42_132_2	0.11946586412317564	0.0
VCGS_FAM49_153	0.0	0.0
VCGS_FAM4_13_2	0.0	0.0
VCGS_FAM52_162_3	0.0	0.0
VCGS_FAM58_181	0.0	0.0
VCGS_FAM61_190	0.0	0.0
VCGS_FAM67_209	0.10269012542648184	0.0
VCGS_FAM73_227_2	0.0	0.0
VCGS_FAM84_260	0.0	0.0
WAL_OTH2405f-Dec19	0.0	0.0
WAL_OTH2405f-Feb20A	0.0	0.0
WAL_OTH2405f-Feb20C	0.0	0.0
WAL_OTH2406d-Dec19	0.0	0.0
WAL_OTH2406d-Feb20A	0.0	0.0
WAL_OTH2406d-Feb20B	0.3544789510497176	0.0
WAL_OTH2407d-Dec19	0.0	0.0
WAL_OTH2407d-Feb20A	0.17245187344742247	0.0
WAL_OTH2407d-Feb20B	0.773788206675394	0.0
WAL_OTH2419f-Dec19	0.0	0.0
WAL_OTH2419f-Feb20A	0.0	0.0
WAL_OTH2419f-Feb20B	0.0	0.0
